,unit_id,topic,text,jobids,majority,agreement,NK,NPR,AM,KN,SH,NR,JE,WA,GPT-1shot,GPT-5shot,GPT-16shot,GPT-35shot
4054,7b1258a448cea928311a203b1fdcd8f365e228b1bd34c9fee9998172-191-Volt,CivilRights,"Daarin een reeks beloften over lhbti+emancipatie voor de komende kabinetsperiode.Er werd getekend door VVD, GL|PvdA, D66, CDA, Partij voor de Dieren, SP, **Volt**, BIJ1 en 50PLUS.https://t.co/yy52ttygP1 https://t.co/ixnxFboLgO 10:51","496,658,654",L,0.75,L,,L,N,,,L,,,,,
4055,7b1258a448cea928311a203b1fdcd8f365e228b1bd34c9fee9998172-20-VVD,Immigration,"Yesilgöz werd door Bontenbal aangevallen omdat haar partij in de Kamer tegen de wet van haar eigen staatssecretaris stemde:""Ik neem het vooral de **VVD** kwalijk dat ze dat niet heeft aangedurfd.""De VVD-lijsttrekker benadrukte dat er genoeg maatregelen te nemen zijn om de instroom in te perken, binnen de Europese regels hierover.",530,R,1.0,R,R,,,,,,,,,,
4056,7b1258a448cea928311a203b1fdcd8f365e228b1bd34c9fee9998172-21-Overig,Immigration,"""Ik neem het vooral de VVD kwalijk dat ze dat niet heeft aangedurfd.""De **VVD-lijsttrekker** benadrukte dat er genoeg maatregelen te nemen zijn om de instroom in te perken, binnen de Europese regels hierover.""Je hoeft het land niet kapot te maken met 'de grenzen dicht' je hoeft je ogen niet te sluiten voor de problemen.",530,R,1.0,R,R,,,,,,,,,,
4057,7b1258a448cea928311a203b1fdcd8f365e228b1bd34c9fee9998172-21-VVD,Immigration,"""Ik neem het vooral de VVD kwalijk dat ze dat niet heeft aangedurfd.""De **VVD-lijsttrekker** benadrukte dat er genoeg maatregelen te nemen zijn om de instroom in te perken, binnen de Europese regels hierover.""Je hoeft het land niet kapot te maken met 'de grenzen dicht' je hoeft je ogen niet te sluiten voor de problemen.",530,R,1.0,R,R,,,,,,,,,,
4058,7b1258a448cea928311a203b1fdcd8f365e228b1bd34c9fee9998172-225-NSC,Economic,"Bij Op1 zaten NSC-leider Omtzigt en Timmermans van GroenLinks-PvdA en de onderlinge toon was anders dan bij vorige debatten.**Omtzigt** had de linkse partij eerder ""een moeilijke partner"" genoemd, maar nu was de toon anders.De twee politici namen de tijd om de belangrijkste onderwerpen - zoals armoedebestrijding, migratie, maar ook abortus - door te nemen en hun overeenkomsten en verschillen te belichten.",629,N,0.8,N,N,L,N,N,,,,,,,
4059,7b1258a448cea928311a203b1fdcd8f365e228b1bd34c9fee9998172-225-NSC,Immigration,"Bij Op1 zaten NSC-leider Omtzigt en Timmermans van GroenLinks-PvdA en de onderlinge toon was anders dan bij vorige debatten.**Omtzigt** had de linkse partij eerder ""een moeilijke partner"" genoemd, maar nu was de toon anders.De twee politici namen de tijd om de belangrijkste onderwerpen - zoals armoedebestrijding, migratie, maar ook abortus - door te nemen en hun overeenkomsten en verschillen te belichten.",530,N,1.0,N,N,,,,,,,,,,
4060,7b1258a448cea928311a203b1fdcd8f365e228b1bd34c9fee9998172-232-PvdD,Environment,"In het programma sprak ze verder haar voorkeur uit om met BBB, NSC en mogelijk het CDA te gaan regeren.In de ochtend zat Esther **Ouwehand** van de Partij voor de **Dieren** bij de NOS en die sprak haar vrees uit dat uiteindelijk te weinig partijen zich zullen inzetten voor de natuur.Ze krabbelen volgens haar terug als puntje bij paaltje komt.",559,L,1.0,L,L,L,L,L,L,L,,,,,
4061,7b1258a448cea928311a203b1fdcd8f365e228b1bd34c9fee9998172-33-BBB,Environment,"Op dat punt is het coalitieakkoord in Noord-Brabant geklapt;**BBB** wilde die uitzondering van tafel.""Het is een volledig oneerlijke behandeling.",559,N,1.0,N,N,N,N,N,N,N,,,,,
4062,7b1258a448cea928311a203b1fdcd8f365e228b1bd34c9fee9998172-33-BBB,Agriculture,"Op dat punt is het coalitieakkoord in Noord-Brabant geklapt;**BBB** wilde die uitzondering van tafel.""Het is een volledig oneerlijke behandeling.",693,N,1.0,N,N,,,,,,,,,,
4063,7b1258a448cea928311a203b1fdcd8f365e228b1bd34c9fee9998172-33-BBB,Immigration,"Op dat punt is het coalitieakkoord in Noord-Brabant geklapt;**BBB** wilde die uitzondering van tafel.""Het is een volledig oneerlijke behandeling.",530,N,1.0,N,N,,,,,,,,,,
4064,7b1258a448cea928311a203b1fdcd8f365e228b1bd34c9fee9998172-35-BBB,Agriculture,"""Het is een volledig oneerlijke behandeling.De concurrentiepositie van Brabantse landbouw gaat volledig onderuit"", zegt **BBB-leider** Van der **Plas**.Maar Yesilgöz (VVD) vindt de uitzonderingspositie wel logisch.",693,N,0.5,R,N,,,,,,,,,,
4065,7b1258a448cea928311a203b1fdcd8f365e228b1bd34c9fee9998172-36-VVD,Agriculture,"De concurrentiepositie van Brabantse landbouw gaat volledig onderuit"", zegt BBB-leider Van der Plas.Maar **Yesilgöz** (**VVD**) vindt de uitzonderingspositie wel logisch.""Brabant heeft zelf besloten:",693,N,1.0,N,N,,,,,,,,,,
4066,7b1258a448cea928311a203b1fdcd8f365e228b1bd34c9fee9998172-39-D66,Environment,"het zit hier op slot, wij gaan niet wachten op Den Haag, we gaan zelf aan de slag.""**Jetten** (**D66**) denkt er ook zo over:""Ik begrijp dat de provincie Brabant de keuze heeft gemaakt, we willen hier huizen en wegen bouwen, dus dan moet je de stikstofuitstoot aanpassen.",559,N,1.0,N,N,N,N,N,N,N,,,,,
4067,7b1258a448cea928311a203b1fdcd8f365e228b1bd34c9fee9998172-39-D66,Agriculture,"het zit hier op slot, wij gaan niet wachten op Den Haag, we gaan zelf aan de slag.""**Jetten** (**D66**) denkt er ook zo over:""Ik begrijp dat de provincie Brabant de keuze heeft gemaakt, we willen hier huizen en wegen bouwen, dus dan moet je de stikstofuitstoot aanpassen.",693,L,0.5,L,N,,,,,,,,,,
4068,7b1258a448cea928311a203b1fdcd8f365e228b1bd34c9fee9998172-54-VVD,Economic,"PVV-lijsttrekker Wilders wil geen geld naar wat hij noemt ""linkse hobby's"".**Yesilgöz** (**VVD**) denkt dat iedereen ""in de breedte hetzelfde wil"".""Mensen uit de armoede.",647,N,1.0,N,N,,,,,,,,,,
4069,7b1258a448cea928311a203b1fdcd8f365e228b1bd34c9fee9998172-61-Overig,Environment,"'Zorgelijke standpunten'**VVD-lijsttrekker** Yesilgöz haalt uit naar PVV-leider Wilders, nadat de PVV in aantal virtuele zetels omhoog is gegaan in een peiling van Maurice de Hond.""Aan de ene kant zegt hij dat alle standpunten in de prullenbak kunnen, en aan de andere kant is hij voor een Nexit, tegen klimaatmaatregelen en dan heb je nog zijn houding ten opzichte van Rusland"", zegt ze tegen de NOS.",559,N,0.8571428571428571,N,N,N,N,L,N,N,,,,,
4070,7b1258a448cea928311a203b1fdcd8f365e228b1bd34c9fee9998172-61-VVD,Environment,"'Zorgelijke standpunten'**VVD-lijsttrekker** **Yesilgöz** haalt uit naar PVV-leider Wilders, nadat de PVV in aantal virtuele zetels omhoog is gegaan in een peiling van Maurice de Hond.""Aan de ene kant zegt hij dat alle standpunten in de prullenbak kunnen, en aan de andere kant is hij voor een Nexit, tegen klimaatmaatregelen en dan heb je nog zijn houding ten opzichte van Rusland"", zegt ze tegen de NOS.",559,N,0.8571428571428571,N,N,N,N,L,N,N,,,,,
4071,7b1258a448cea928311a203b1fdcd8f365e228b1bd34c9fee9998172-63-PVV,Environment,"""Aan de ene kant zegt hij dat alle standpunten in de prullenbak kunnen, en aan de andere kant is hij voor een Nexit, tegen klimaatmaatregelen en dan heb je nog zijn houding ten opzichte van Rusland"", zegt ze tegen de NOS.""Je weet eigenlijk niet welke **Wilders** je tegenover je hebt en waar het precies over gaat, maar zorgelijk is het wel.""Op de vraag of ze de deur eigenlijk toch niet dicht had moeten houden voor de PVV, zoals D66-leider Jetten eerder stelde, herhaalt Yesilgöz haar standpunt dat ze ""geen kiezers uitsluiten"".",559,R,1.0,R,R,R,R,R,R,R,,,,,
4072,7b1258a448cea928311a203b1fdcd8f365e228b1bd34c9fee9998172-83-PVV,Immigration,"""Een PVV die de grootste kan worden, dat betekent een groot risico op een extreemrechts kabinet"", zegt hij tegen de NOS.Hij noemt de stijging van de **PVV** ""een soort Dilan Yesilgöz-effect"".""De VVD heeft willens en wetens het kabinet laten vallen, terwijl we op dat moment migratie in betere banen konden leiden.",550,N,1.0,N,,N,,,,,,,,,
4073,7b1258a448cea928311a203b1fdcd8f365e228b1bd34c9fee9998172-83-VVD,Immigration,"""Een PVV die de grootste kan worden, dat betekent een groot risico op een extreemrechts kabinet"", zegt hij tegen de NOS.Hij noemt de stijging van de PVV ""een soort Dilan **Yesilgöz-effect**"".""De VVD heeft willens en wetens het kabinet laten vallen, terwijl we op dat moment migratie in betere banen konden leiden.",530,N,1.0,N,N,,,,,,,,,,
4074,7b1258a448cea928311a203b1fdcd8f365e228b1bd34c9fee9998172-84-VVD,Immigration,"Hij noemt de stijging van de PVV ""een soort Dilan Yesilgöz-effect"".""De **VVD** heeft willens en wetens het kabinet laten vallen, terwijl we op dat moment migratie in betere banen konden leiden.Vervolgens zet Yesilgöz de deur wagenwijd open voor Wilders en daarmee heeft zij deze dynamiek gecreëerd.""",530,N,1.0,N,N,,,,,,,,,,
4075,7b1258a448cea928311a203b1fdcd8f365e228b1bd34c9fee9998172-85-PVV,Immigration,"""De VVD heeft willens en wetens het kabinet laten vallen, terwijl we op dat moment migratie in betere banen konden leiden.Vervolgens zet Yesilgöz de deur wagenwijd open voor **Wilders** en daarmee heeft zij deze dynamiek gecreëerd.""18:36",530,N,1.0,N,N,,,,,,,,,,
4076,7b1258a448cea928311a203b1fdcd8f365e228b1bd34c9fee9998172-85-VVD,Immigration,"""De VVD heeft willens en wetens het kabinet laten vallen, terwijl we op dat moment migratie in betere banen konden leiden.Vervolgens zet **Yesilgöz** de deur wagenwijd open voor Wilders en daarmee heeft zij deze dynamiek gecreëerd.""18:36",530,N,1.0,N,N,,,,,,,,,,
4077,7b370fa8e470621c91bc109e823876933e30841ce437ba91e5a4ad7d-5-PvdD,CivilRights,"Na een voorbeeld over abortus en euthanasie komt iets anders aan de orde:„De wens van de Partij voor de **Dieren** om het onverdoofd slachten te verbieden, verhoudt zich lastig met de vrijheid van godsdienst.De partij moet beter motiveren hoe beide belangen zich tot elkaar verhouden.”",513,N,1.0,,,,N,N,,,,,,,
4078,7b7aac628bd0f9fc1a582f922bd2bf1c11271cba5ace9bf276766d95-51-Overig,Environment,"Ook in de Tweede Kamer waren al meteen zorgen over de afspraken met de basismetaalindustrie.**SGP-Kamerlid** Koos van den Berg vreesde in 1992 bijvoorbeeld dat het convenant ""slechts schijnzekerheden biedt"".Toenmalig PvdA-minister Hans Alders reageerde dat het milieubeleid ""een proces is van vallen en opstaan"".",622,N,1.0,,,,N,,,N,,,,,
4079,7b7aac628bd0f9fc1a582f922bd2bf1c11271cba5ace9bf276766d95-51-SGP,Environment,"Ook in de Tweede Kamer waren al meteen zorgen over de afspraken met de basismetaalindustrie.**SGP-Kamerlid** Koos van den Berg vreesde in 1992 bijvoorbeeld dat het convenant ""slechts schijnzekerheden biedt"".Toenmalig PvdA-minister Hans Alders reageerde dat het milieubeleid ""een proces is van vallen en opstaan"".",622,N,1.0,,,,N,,,N,,,,,
4080,7b7aac628bd0f9fc1a582f922bd2bf1c11271cba5ace9bf276766d95-52-GL/PvdA,Environment,"SGP-Kamerlid Koos van den Berg vreesde in 1992 bijvoorbeeld dat het convenant ""slechts schijnzekerheden biedt"".Toenmalig **PvdA-minister** Hans Alders reageerde dat het milieubeleid ""een proces is van vallen en opstaan"".Het RIVM berekende onlangs dat inwoners van Wijk aan Zee gemiddeld 2,5 maand korter leven door de uitstoot van Tata Steel.",605,N,1.0,N,,,N,,,,,,,,
4081,7b7aac628bd0f9fc1a582f922bd2bf1c11271cba5ace9bf276766d95-52-Overig,Environment,"SGP-Kamerlid Koos van den Berg vreesde in 1992 bijvoorbeeld dat het convenant ""slechts schijnzekerheden biedt"".Toenmalig **PvdA-minister** Hans Alders reageerde dat het milieubeleid ""een proces is van vallen en opstaan"".Het RIVM berekende onlangs dat inwoners van Wijk aan Zee gemiddeld 2,5 maand korter leven door de uitstoot van Tata Steel.",605,N,1.0,N,,,N,,,,,,,,
4082,7b9dcfddb9565ed4d503c2e8371c986e126cdc8e727edb5261670377-22-GL/PvdA,Economic,"Julian Bushoff houdt er een campagnebijeenkomst over de industrie die verdwijnt uit Oost-Groningen en eerst had de PvdA een zaal voor zestig mensen gehuurd, later voor twintig.Aan tafel zitten twee **PvdA’ers**.Er zijn ook vier FNV-bestuurders en negen mannen die in fabrieken in Groningen werken.",631,N,1.0,N,N,,,,,,,,,,
4083,7ba06134bdc9f07c2942b746b8e6a012adcfa15a7c1c64c8937628e2-29-GL/PvdA,CivilRights,"Direct na de uitzending schrijf ik Vullings:’Dag Joost, de kritiek **Timmermans** is Limburgs is buiten proporties.Op jou vestig ik mijn hoop dat deze vorm van etnocentrisme geen plaats krijgt op de nationale zenders, die van ons allemaal zijn.",507,N,1.0,N,,N,,,,,,,,,
4084,7ba06134bdc9f07c2942b746b8e6a012adcfa15a7c1c64c8937628e2-29-GL/PvdA,Immigration,"Direct na de uitzending schrijf ik Vullings:’Dag Joost, de kritiek **Timmermans** is Limburgs is buiten proporties.Op jou vestig ik mijn hoop dat deze vorm van etnocentrisme geen plaats krijgt op de nationale zenders, die van ons allemaal zijn.",532,N,1.0,N,,,N,,,,,,,,
4085,7ba06134bdc9f07c2942b746b8e6a012adcfa15a7c1c64c8937628e2-41-GL/PvdA,CivilRights,"Al jaren doe ik studie naar dit vileine fenomeen dat ook niet ontbreekt in een land waarin iedereen denkt dat we nooit discrimineren.’Toen ik zeventien jaar geleden vanuit Limburg de Kamerfractie binnenkwam, viel ik alléén op als ik wat zei’, vertelde **PvdA’er** Thijs Wöltgens, voorganger van Frans **Timmermans** in 1995 (LD).’Ik viel op omdat ik iets zei, niet door wát ik zei.",525,N,1.0,N,N,,,,,,,,,,
4086,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-12-GL/PvdA,Agriculture,Compromissen sluit je ná de verkiezingen’Het loslaten van het plan om de stikstofuitstoot al in 2030 te halveren leidt tot verwarring en ligt zwaar op de maag bij leden van **PvdA/GL.** Partijleider Frans **Timmermans** zei in het RTL-verkiezingsdebat dat hij niet koste wat kost wil vasthouden aan 2030 als deadline.In de Tweede Kamerfractie klinkt echter een heel ander geluid.,697,N,1.0,N,,N,,,,,,,,,
4087,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-12-Overig,Agriculture,Compromissen sluit je ná de verkiezingen’Het loslaten van het plan om de stikstofuitstoot al in 2030 te halveren leidt tot verwarring en ligt zwaar op de maag bij leden van PvdA/GL. **Partijleider** Frans Timmermans zei in het RTL-verkiezingsdebat dat hij niet koste wat kost wil vasthouden aan 2030 als deadline.In de Tweede Kamerfractie klinkt echter een heel ander geluid.,697,N,1.0,N,,N,,,,,,,,,
4088,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-12-Overig,Environment,Compromissen sluit je ná de verkiezingen’Het loslaten van het plan om de stikstofuitstoot al in 2030 te halveren leidt tot verwarring en ligt zwaar op de maag bij leden van PvdA/GL. **Partijleider** Frans Timmermans zei in het RTL-verkiezingsdebat dat hij niet koste wat kost wil vasthouden aan 2030 als deadline.In de Tweede Kamerfractie klinkt echter een heel ander geluid.,606,N,1.0,N,,,N,,,,,,,,
4089,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-15-GL/PvdA,Agriculture,"Kleis Jager en Mike Muller„Nee hoor, dat jaartal staat gewoon nog overeind”, zegt Kamerlid Laura Bromet (**PvdA/GL)** tegen De Telegraaf.Bromet is als landbouwwoordvoerder afgelopen jaren fel pleitbezorger van het al in 2030 halveren van de stikstofuitstoot.",697,L,1.0,L,,L,,,,,,,,,
4090,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-15-Overig,Agriculture,"Kleis Jager en Mike Muller„Nee hoor, dat jaartal staat gewoon nog overeind”, zegt **Kamerlid** Laura Bromet (PvdA/GL) tegen De Telegraaf.Bromet is als landbouwwoordvoerder afgelopen jaren fel pleitbezorger van het al in 2030 halveren van de stikstofuitstoot.",697,L,1.0,L,,L,,,,,,,,,
4091,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-17-Overig,Agriculture,"Bromet is als landbouwwoordvoerder afgelopen jaren fel pleitbezorger van het al in 2030 halveren van de stikstofuitstoot.Volgens haar geldt ’die deadline nog steeds’, ondanks de uitspraken van haar **partijleider**.Toch staat die lezing haaks op wat Timmermans zondag in het debat zei.",697,N,1.0,N,,N,,,,,,,,,
4092,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-18-GL/PvdA,Environment,"Volgens haar geldt ’die deadline nog steeds’, ondanks de uitspraken van haar partijleider.Toch staat die lezing haaks op wat **Timmermans** zondag in het debat zei.Daarin geeft hij aan dat hij niet koste wat kost wil vasthouden aan 2030.",606,N,1.0,N,,,N,,,,,,,,
4093,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-20-GL/PvdA,Agriculture,"Daarin geeft hij aan dat hij niet koste wat kost wil vasthouden aan 2030.Eerder verklaarde **Timmermans** ook al dat hij stikstofdoelen niet wil ’vastleggen op een jaartal’, maar zich juist wil richten op natuurherstel om daarin jonge, duurzame boeren tegemoet te komen.„Dat vind ik belangrijker dan wat we precies in ons verkiezingsprogramma hebben afgesproken”, voegt hij er zondag aan toe.",714,N,1.0,N,,,,,,,,,,,
4094,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-22-GL/PvdA,Environment,"„Dat vind ik belangrijker dan wat we precies in ons verkiezingsprogramma hebben afgesproken”, voegt hij er zondag aan toe.NSC-lijsttrekker Pieter Omtzigt concludeert daarop dat hij ’blij is dat de heer **Timmermans** aangeeft: die 2030 hoeft niet meer’.’Heel vreemd’",606,N,1.0,N,,,N,,,,,,,,
4095,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-22-NSC,Environment,"„Dat vind ik belangrijker dan wat we precies in ons verkiezingsprogramma hebben afgesproken”, voegt hij er zondag aan toe.**NSC-lijsttrekker** Pieter **Omtzigt** concludeert daarop dat hij ’blij is dat de heer Timmermans aangeeft: die 2030 hoeft niet meer’.’Heel vreemd’","669,622,675",N,0.75,N,,N,N,,,R,,,,,
4096,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-22-Overig,Environment,"„Dat vind ik belangrijker dan wat we precies in ons verkiezingsprogramma hebben afgesproken”, voegt hij er zondag aan toe.**NSC-lijsttrekker** Pieter Omtzigt concludeert daarop dat hij ’blij is dat de heer Timmermans aangeeft: die 2030 hoeft niet meer’.’Heel vreemd’","671,622,675",N,0.75,N,,N,N,,,R,,,,,
4097,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-37-CDA,Agriculture,"De deadline voor stikstofvermindering ligt eveneens zeer gevoelig in Den Haag.In de huidige wet staat het jaartal 2035, maar de vorige coalitie van VVD, D66, **CDA** en CU wilde dit versnellen.Toen voormalig CDA-voorman en minister Wopke Hoekstra aangaf dat deze coalitiedeadline ’niet heilig was’ ontstond een politieke crisis, waarbij vooral PvdA/GL op de trom sloegen.",697,N,1.0,N,,N,,,,,,,,,
4098,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-37-CU,Agriculture,"De deadline voor stikstofvermindering ligt eveneens zeer gevoelig in Den Haag.In de huidige wet staat het jaartal 2035, maar de vorige coalitie van VVD, D66, CDA en **CU** wilde dit versnellen.Toen voormalig CDA-voorman en minister Wopke Hoekstra aangaf dat deze coalitiedeadline ’niet heilig was’ ontstond een politieke crisis, waarbij vooral PvdA/GL op de trom sloegen.",697,L,1.0,L,,L,,,,,,,,,
4099,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-37-D66,Agriculture,"De deadline voor stikstofvermindering ligt eveneens zeer gevoelig in Den Haag.In de huidige wet staat het jaartal 2035, maar de vorige coalitie van VVD, **D66**, CDA en CU wilde dit versnellen.Toen voormalig CDA-voorman en minister Wopke Hoekstra aangaf dat deze coalitiedeadline ’niet heilig was’ ontstond een politieke crisis, waarbij vooral PvdA/GL op de trom sloegen.",697,L,1.0,L,,L,,,,,,,,,
4100,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-37-VVD,Agriculture,"De deadline voor stikstofvermindering ligt eveneens zeer gevoelig in Den Haag.In de huidige wet staat het jaartal 2035, maar de vorige coalitie van **VVD**, D66, CDA en CU wilde dit versnellen.Toen voormalig CDA-voorman en minister Wopke Hoekstra aangaf dat deze coalitiedeadline ’niet heilig was’ ontstond een politieke crisis, waarbij vooral PvdA/GL op de trom sloegen.",653,L,0.3333333333333333,R,,,L,,N,,,,,,
4101,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-38-CDA,Environment,"In de huidige wet staat het jaartal 2035, maar de vorige coalitie van VVD, D66, CDA en CU wilde dit versnellen.Toen voormalig **CDA-voorman** en minister Wopke Hoekstra aangaf dat deze coalitiedeadline ’niet heilig was’ ontstond een politieke crisis, waarbij vooral PvdA/GL op de trom sloegen.Huidig CDA-lijsttrekker Henri Bontenbal is daarom ook lovend over de ’draai’ van Timmermans door het jaartal overboord te zetten.",606,N,1.0,N,,,N,,,,,,,,
4102,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-38-GL/PvdA,Environment,"In de huidige wet staat het jaartal 2035, maar de vorige coalitie van VVD, D66, CDA en CU wilde dit versnellen.Toen voormalig CDA-voorman en minister Wopke Hoekstra aangaf dat deze coalitiedeadline ’niet heilig was’ ontstond een politieke crisis, waarbij vooral **PvdA/GL** op de trom sloegen.Huidig CDA-lijsttrekker Henri Bontenbal is daarom ook lovend over de ’draai’ van Timmermans door het jaartal overboord te zetten.",606,N,1.0,N,,,N,,,,,,,,
4103,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-38-Overig,Environment,"In de huidige wet staat het jaartal 2035, maar de vorige coalitie van VVD, D66, CDA en CU wilde dit versnellen.Toen voormalig CDA-voorman en **minister** Wopke Hoekstra aangaf dat deze coalitiedeadline ’niet heilig was’ ontstond een politieke crisis, waarbij vooral PvdA/GL op de trom sloegen.Huidig CDA-lijsttrekker Henri Bontenbal is daarom ook lovend over de ’draai’ van Timmermans door het jaartal overboord te zetten.",606,N,1.0,N,,,N,,,,,,,,
4104,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-40-GL/PvdA,Environment,"Huidig CDA-lijsttrekker Henri Bontenbal is daarom ook lovend over de ’draai’ van Timmermans door het jaartal overboord te zetten.„Ik vind het dapper dat Frans **Timmermans** op zijn standpunt terugkomt”, zegt Bontenbal.’Meer urgentie’",606,N,1.0,N,,,N,,,,,,,,
4105,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-42-D66,Agriculture,"’Meer urgentie’Lijsttrekker Rob **Jetten** van **D66**, de partij die eerder de veestapel nog wilde halveren en in het verkiezingsprogramma óók pleit voor het halveren van de stikstofuitstoot in 2030, zegt maandag tegen De Telegraaf dat het hem ook ’niet zozeer om het jaartal’ gaat.„Partijen denken daar nou eenmaal heel verschillend over.",697,L,0.5,L,,N,,,,,,,,,
4106,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-42-Overig,Agriculture,"’Meer urgentie’**Lijsttrekker** Rob Jetten van D66, de partij die eerder de veestapel nog wilde halveren en in het verkiezingsprogramma óók pleit voor het halveren van de stikstofuitstoot in 2030, zegt maandag tegen De Telegraaf dat het hem ook ’niet zozeer om het jaartal’ gaat.„Partijen denken daar nou eenmaal heel verschillend over.",697,L,0.5,L,,N,,,,,,,,,
4107,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-45-D66,Environment,"Wat mij wel verbaast, is de snelheid waarmee de nieuwe leider van PvdA/GL de koers van de partij verlegt.”**Jetten** zegt dat hij op ’meer urgentie’ had gehoopt.„Want als groene politici niet meer opkomen voor de natuur, wie dan wel?”",606,L,1.0,L,,,L,,,,,,,,
4108,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-47-VVD,Environment,"„Want als groene politici niet meer opkomen voor de natuur, wie dan wel?”Binnen het ministerie van Landbouw valt te beluisteren dat het halveren van de stikstofuitstoot in 2030 sowieso al een onmogelijke opgave is geworden, mede omdat een wetsvoorstel daartoe van stikstofminister Christianne van der Wal (**VVD**) in een diepe lade is geschoven.„In die zin is het verstandig van Timmermans dat hij de vlucht naar voren neemt”, zegt een ingewijde.","669,599",N,0.75,N,,N,,,R,,N,,,,
4109,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-47-VVD,Agriculture,"„Want als groene politici niet meer opkomen voor de natuur, wie dan wel?”Binnen het ministerie van Landbouw valt te beluisteren dat het halveren van de stikstofuitstoot in 2030 sowieso al een onmogelijke opgave is geworden, mede omdat een wetsvoorstel daartoe van stikstofminister Christianne van der Wal (**VVD**) in een diepe lade is geschoven.„In die zin is het verstandig van Timmermans dat hij de vlucht naar voren neemt”, zegt een ingewijde.",715,N,1.0,N,,,,,,,,,,,
4110,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-48-GL/PvdA,Agriculture,"Binnen het ministerie van Landbouw valt te beluisteren dat het halveren van de stikstofuitstoot in 2030 sowieso al een onmogelijke opgave is geworden, mede omdat een wetsvoorstel daartoe van stikstofminister Christianne van der Wal (VVD) in een diepe lade is geschoven.„In die zin is het verstandig van **Timmermans** dat hij de vlucht naar voren neemt”, zegt een ingewijde.Dat grote bouwplannen, het uitbreiden van wegennetten of het herinvoeren van 130 kilometer per uur op de snelweg door een snellere stikstofaanpak ineens naar voren worden getrokken, ziet men in de ministerietoren ook niet gebeuren.",697,N,1.0,N,,N,,,,,,,,,
4111,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-48-GL/PvdA,Environment,"Binnen het ministerie van Landbouw valt te beluisteren dat het halveren van de stikstofuitstoot in 2030 sowieso al een onmogelijke opgave is geworden, mede omdat een wetsvoorstel daartoe van stikstofminister Christianne van der Wal (VVD) in een diepe lade is geschoven.„In die zin is het verstandig van **Timmermans** dat hij de vlucht naar voren neemt”, zegt een ingewijde.Dat grote bouwplannen, het uitbreiden van wegennetten of het herinvoeren van 130 kilometer per uur op de snelweg door een snellere stikstofaanpak ineens naar voren worden getrokken, ziet men in de ministerietoren ook niet gebeuren.",606,N,1.0,N,,,N,,,,,,,,
4112,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-53-D66,Environment,"De opgave is ook groter dan focus op één jaartal.”Toch denkt **D66’er** **Jetten** dat versnelling wél noodzakelijk is.„Als we niet opschieten worden straks nog minder huizen gebouwd, hebben boeren nog steeds geen duidelijkheid en gaat de natuur verder achteruit”, stelt hij.",606,L,1.0,L,,,L,,,,,,,,
4113,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-9-GL/PvdA,Agriculture,"❮❯Frans **Timmermans** zorgt voor wrevel binnen **PvdA/GL** met versoepeling stikstofdeadline 2030’Dom, dom, dom.",697,N,1.0,N,,N,,,,,,,,,
4114,7c08a6783dea3a649d0d3669c34f803c6e9930c226b8c6ca3128e40e-108-PVV,Immigration,"Eventueel."",,Ik ben vooral benieuwd wat **Wilders** bereid is op te geven.Hij maakt een groot punt van de Koran verbieden, een totale asielstop, grenzen dicht en douanebewaking.",539,R,1.0,R,,R,,,,,,,,,
