,unit_id,topic,text,jobids,majority,agreement,NK,NPR,AM,KN,SH,NR,JE,WA,GPT
2958,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-37-Overig,CivilRights,"Volgens Sophie Schers van Transgender Netwerk zijn BBB en NSC behoudender dan het CDA.„Het CDA heeft lhbti-bewindspersonen geleverd, had een **minister** van Emancipatie.”Het CDA schrijft in zijn verkiezingsprogramma voor een „zorgvuldige” Transgenderwet te zijn.","517,517",L,1.0,,,L,L,,,,,
2959,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-38-CDA,CivilRights,"„Het CDA heeft lhbti-bewindspersonen geleverd, had een minister van Emancipatie.”Het **CDA** schrijft in zijn verkiezingsprogramma voor een „zorgvuldige” Transgenderwet te zijn.De partij roept niet op tot extra doorlichting van de transgenderzorg, zoals NSC en ChristenUnie.","517,517",L,1.0,,,L,L,,,,,
2960,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-39-CU,CivilRights,"Het CDA schrijft in zijn verkiezingsprogramma voor een „zorgvuldige” Transgenderwet te zijn.De partij roept niet op tot extra doorlichting van de transgenderzorg, zoals NSC en **ChristenUnie**.Schers verklaart de zorgen over genderbehandelingen uit „een internationale beweging die probeert transgenderzorg wereldwijd in te perken”.","517,517,663,665",R,0.5,R,N,R,L,,,,,
2961,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-39-NSC,CivilRights,"Het CDA schrijft in zijn verkiezingsprogramma voor een „zorgvuldige” Transgenderwet te zijn.De partij roept niet op tot extra doorlichting van de transgenderzorg, zoals **NSC** en ChristenUnie.Schers verklaart de zorgen over genderbehandelingen uit „een internationale beweging die probeert transgenderzorg wereldwijd in te perken”.","517,517,664",R,0.6666666666666666,R,,R,L,,,,,
2962,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-42-BBB,CivilRights,‘Ruggengraat’Voorzitter Remco Yizhak Cooremans van Meer dan Gewenst (voor roze ouderschap) noemt **BBB** en NSC „de onzekere factor”.Beide partijen reppen in het verkiezingsprogramma niet over meerouderschap (het wettelijk mogelijk maken van drie of vier ouders) of een wettelijke regeling voor draagmoederschap.,"517,517,663",R,0.6666666666666666,R,,R,N,,,,,
2963,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-42-NSC,CivilRights,‘Ruggengraat’Voorzitter Remco Yizhak Cooremans van Meer dan Gewenst (voor roze ouderschap) noemt BBB en **NSC** „de onzekere factor”.Beide partijen reppen in het verkiezingsprogramma niet over meerouderschap (het wettelijk mogelijk maken van drie of vier ouders) of een wettelijke regeling voor draagmoederschap.,"517,517,663,666",R,0.75,R,R,R,N,,,,,
2964,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-44-NSC,CivilRights,"Beide partijen reppen in het verkiezingsprogramma niet over meerouderschap (het wettelijk mogelijk maken van drie of vier ouders) of een wettelijke regeling voor draagmoederschap.**NSC** is „in principe” tegen het wetsvoorstel dat meerouderschap regelt, zegt Hertzberger.Ze ziet „juridische en praktische” bezwaren.","517,517",R,1.0,,,R,R,,,,,
2965,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-46-NSC,CivilRights,"Ze ziet „juridische en praktische” bezwaren.**NSC** is wel voor deelgezag.Dat vindt Meer dan Gewenst geen goede optie, zegt Cooremans.","517,517",N,1.0,,,N,N,,,,,
2966,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-5-D66,CivilRights,"Die „gaan niet alleen over bestaanszekerheid, maar over de simpele vraag:mogen we als lhbti-gemeenschap ook echt bestaan en vrij zijn?”, zei **Jetten** vorige maand bij het COC Verkiezingsdebat.„Er waait een gure wind richting onze gemeenschap”, zegt Philip Tijsma, voorzitter van de werkgroep politiek van belangenvereniging COC.","517,667,517,663",L,0.5,N,,L,N,,,L,,
2967,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-53-NSC,CivilRights,"De Britse Conservatieven zijn aan het radicaliseren op lhbti-standpunten.Het kan zijn dat **NSC** ruggengraat heeft en voor de rechten van lhbti-personen gaat staan, maar ze moet zich echt bewijzen.”POLITIEK DEN HAAG","517,517,663,666",N,0.75,N,N,N,R,,,,,
2968,5ab3f2a93204d31af1f23587cc69423e5ed2da71b3a3092a318ab11b-24-NSC,Education,"Maar waar ik me nu écht aan erger zijn de spotgoedkope verkiezingspraatjes van onder anderenPieter **Omtzigt** (**NSC**) en Frans Timmermans (PvdA/GL), die studenten beloven dat zij ervoor gaan zorgen dat de rente van de studenten uit de pechgeneratie verlaagd of kwijtgescholden wordt.De stemmen van studenten uit de pechgeneratie vertegenwoordigen zo’n tien zetels, dus voor NSC en PvdA/GL lekker goedkoop scoren.","554,554",L,1.0,L,,,,,L,,,
2969,5ab3f2a93204d31af1f23587cc69423e5ed2da71b3a3092a318ab11b-25-GL/PvdA,Education,"Pieter Omtzigt (NSC) en Frans Timmermans (PvdA/GL), die studenten beloven dat zij ervoor gaan zorgen dat de rente van de studenten uit de pechgeneratie verlaagd of kwijtgescholden wordt.De stemmen van studenten uit de pechgeneratie vertegenwoordigen zo’n tien zetels, dus voor NSC en **PvdA/GL** lekker goedkoop scoren.De verlaging van de rente voor de studenten moet ergens van betaald worden.","554,554",L,1.0,L,,,,,L,,,
2970,5ab3f2a93204d31af1f23587cc69423e5ed2da71b3a3092a318ab11b-25-NSC,Education,"Pieter Omtzigt (NSC) en Frans Timmermans (PvdA/GL), die studenten beloven dat zij ervoor gaan zorgen dat de rente van de studenten uit de pechgeneratie verlaagd of kwijtgescholden wordt.De stemmen van studenten uit de pechgeneratie vertegenwoordigen zo’n tien zetels, dus voor **NSC** en PvdA/GL lekker goedkoop scoren.De verlaging van de rente voor de studenten moet ergens van betaald worden.","554,554",L,1.0,L,,,,,L,,,
2971,5ac382e189e37477d1d74f5fbaec5db9b733ca6b26fa13fbf01168b1-106-BBB,CivilRights,"Met medewerking van Leonie CoppesCarbidschieten, harde knallen maken door een ontploffing in een melkbus, noemt de **BBB** een 'culturele traditie'.Afgelopen jaarwisseling overleed een Brabander aan verwondingen ontstaan tijdens het carbidschieten, een andere Brabander raakte zwaargewond.","517,517",R,1.0,,,R,R,,,,,
2972,5ac382e189e37477d1d74f5fbaec5db9b733ca6b26fa13fbf01168b1-20-PVV,CivilRights,"'In Nederland hebben we cultuur van wereldklasse.'De **PVV** verwijst met het woord 'cultuur' vooral naar een Nederlandse culturele identiteit, waarbij bepaalde tradities horen die zouden worden bedreigd door immigratie.Concreter: 'Zwarte Piet, Kerstmis en Pasen blijven.'","517,517",R,1.0,,,R,R,,,,,
2973,5ac382e189e37477d1d74f5fbaec5db9b733ca6b26fa13fbf01168b1-20-PVV,Immigration,"'In Nederland hebben we cultuur van wereldklasse.'De **PVV** verwijst met het woord 'cultuur' vooral naar een Nederlandse culturele identiteit, waarbij bepaalde tradities horen die zouden worden bedreigd door immigratie.Concreter: 'Zwarte Piet, Kerstmis en Pasen blijven.'","541,541",N,0.5,N,,R,,,,,,
2974,5ac382e189e37477d1d74f5fbaec5db9b733ca6b26fa13fbf01168b1-28-CDA,CivilRights,"Het is duidelijk dat de BBB een kant kiest van de 'kloof tussen stad en platteland' waarover de partij het zo graag heeft.Opmerkelijk: het **CDA** (dat eigenlijk buiten dit onderzoek valt) noemt carbidschieten en carnaval ook, maar maakt een spagaat over de kloof:'Wij ondersteunen onze cultuur, van Concertgebouw tot de fanfare in het dorp.'","526,526",N,1.0,N,N,,,,,,,
2975,5ac382e189e37477d1d74f5fbaec5db9b733ca6b26fa13fbf01168b1-69-PvdD,Education,Het is vast geen toeval dat dit precies het bedrag is dat onder Rutte I werd bezuinigd op cultuur.Ook de **PvdD** wil meer geld voor cultuur.Een woordvoerder mailt dat het om 200 miljoen euro gaat en schrijft inderdaad:,"555,555",L,1.0,L,,,,,L,,,
2976,5ac382e189e37477d1d74f5fbaec5db9b733ca6b26fa13fbf01168b1-84-VVD,CivilRights,'Het maatschappelijke mag geen dwingende norm worden.'De **VVD** is zeer kritisch over een andere subsidie-eis.Culturele instellingen moeten namelijk de Code Diversiteit & Inclusie onderschrijven.,"527,527",N,1.0,N,N,,,,,,,
2977,5ac382e189e37477d1d74f5fbaec5db9b733ca6b26fa13fbf01168b1-87-VVD,CivilRights,"Een gedragscode die bijvoorbeeld voorschrijft dat instellingen een plan van aanpak moeten hebben om te bewerkstelligen dat de sector 'de brede diversiteit van de Nederlandse samenleving representeert'.De **VVD-woordvoerder** mailt:'Daar hebben we ons tegen verzet, en dat vinden we nog steeds geen goed idee.","517,517",R,1.0,,,R,R,,,,,
2978,5ac382e189e37477d1d74f5fbaec5db9b733ca6b26fa13fbf01168b1-91-BBB,CivilRights,Ook BBB en PVV zijn tegen diversiteitseisen.**BBB** meent 'dat cultuur in zichzelf van waarde is en niet via beleid politiek gemaakt moet worden'.PVV vindt dat 'autochtone Nederlanders' structureel worden achtergesteld en belooft:,"517,517,654",L,0.3333333333333333,L,,R,N,,,,,
2979,5ac382e189e37477d1d74f5fbaec5db9b733ca6b26fa13fbf01168b1-92-PVV,Immigration,BBB meent 'dat cultuur in zichzelf van waarde is en niet via beleid politiek gemaakt moet worden'.**PVV** vindt dat 'autochtone Nederlanders' structureel worden achtergesteld en belooft:'Daar komt een einde aan.',"552,552",N,1.0,N,,,N,,,,,
2980,5ac382e189e37477d1d74f5fbaec5db9b733ca6b26fa13fbf01168b1-92-PVV,CivilRights,BBB meent 'dat cultuur in zichzelf van waarde is en niet via beleid politiek gemaakt moet worden'.**PVV** vindt dat 'autochtone Nederlanders' structureel worden achtergesteld en belooft:'Daar komt een einde aan.',"527,527",R,1.0,R,R,,,,,,,
2981,5ac382e189e37477d1d74f5fbaec5db9b733ca6b26fa13fbf01168b1-98-BBB,Immigration,"Opvallend:regionale spreiding was ook bij eerdere verkiezingen een thema, dit is kennelijk niet alleen een **BBB-effect**.Wel heeft het onderwerp meer nadruk gekregen.","541,541",N,1.0,N,,N,,,,,,
2982,5b26cc5620236412a60e78a39757797c04f323c4530a4dde763e7b51-11-GL/PvdA,Economic,Samenwerking mogelijk'Omtzigt en **Timmermans** in debat over kernenergie en minimumloon:'Dit is diepgang'' (AD.nl 30-10).,"634,634",N,1.0,N,N,,,,,,,
2983,5b26cc5620236412a60e78a39757797c04f323c4530a4dde763e7b51-11-GL/PvdA,Environment,Samenwerking mogelijk'Omtzigt en **Timmermans** in debat over kernenergie en minimumloon:'Dit is diepgang'' (AD.nl 30-10).,"607,607",N,1.0,N,N,,,,,,,
2984,5b26cc5620236412a60e78a39757797c04f323c4530a4dde763e7b51-11-NSC,Environment,Samenwerking mogelijk'**Omtzigt** en Timmermans in debat over kernenergie en minimumloon:'Dit is diepgang'' (AD.nl 30-10).,"599,599,599",N,1.0,N,,,,,N,,N,
2985,5b26cc5620236412a60e78a39757797c04f323c4530a4dde763e7b51-29-Denk,Environment,"Zet daar rookhokken neer waar de liefhebbers in een kleine ruimte kunnen roken.Ik **denk** dat de pret er snel van af is.Kees van Lierop, Veldhoven","607,607",N,1.0,N,N,,,,,,,
2986,5ba4b2a8673896478cda58d7bb65adbf2c16135a4d6c9fd440564ff9-28-BBB,Environment,D66 en GL denken bijvoorbeeld ook aan soepelere regels voor woningsplitsing.Maar partijen als VVD en **BBB** zien wat in een combinatie.Zij vinden het geen taboe om óók in natuurgebieden te bouwen.,"616,616",R,1.0,R,,R,,,,,,
2987,5ba4b2a8673896478cda58d7bb65adbf2c16135a4d6c9fd440564ff9-28-VVD,Environment,D66 en GL denken bijvoorbeeld ook aan soepelere regels voor woningsplitsing.Maar partijen als **VVD** en BBB zien wat in een combinatie.Zij vinden het geen taboe om óók in natuurgebieden te bouwen.,"616,616",R,1.0,R,,R,,,,,,
2988,5bab01f15213894c8f7d7137081c73bd3203febb4409f5535a991d2d-20-GL/PvdA,Environment,"Dat de concentratieboog van jongeren korter wordt, is bekend, maar om de debatterende lijsttrekkers steeds te onderbreken voor spelletjes vind ik wel een fluim in het jonge gezicht.**Timmermans** en Omtzigt kwamen net op stoom met een kerncentraletango toen ze moesten stoppen.Tijd voor een spelelement.","609,609",N,1.0,N,N,,,,,,,
2989,5bab01f15213894c8f7d7137081c73bd3203febb4409f5535a991d2d-20-NSC,Environment,"Dat de concentratieboog van jongeren korter wordt, is bekend, maar om de debatterende lijsttrekkers steeds te onderbreken voor spelletjes vind ik wel een fluim in het jonge gezicht.Timmermans en **Omtzigt** kwamen net op stoom met een kerncentraletango toen ze moesten stoppen.Tijd voor een spelelement.","609,609",N,1.0,N,N,,,,,,,
2990,5bacb2c8b13a1fb4cdf6c2d48561b9f29c5953666a583b9c60d147e3-10-PVV,Immigration,"Deze partijen willen het ‘asieldeel’ van de immigratie stevig beperken.De **PVV** wil geen asielzoekers binnenlaten, omdat Nederland vol is volgens de partij van Geert **Wilders**.Daarnaast wil de PVV de belangen van de autochtone bewoners vooropzetten.","535,535",R,1.0,,R,R,,,,,,
2991,5bacb2c8b13a1fb4cdf6c2d48561b9f29c5953666a583b9c60d147e3-11-PVV,Immigration,"De PVV wil geen asielzoekers binnenlaten, omdat Nederland vol is volgens de partij van Geert Wilders.Daarnaast wil de **PVV** de belangen van de autochtone bewoners vooropzetten.VVD en BBB willen een veel lager aantal asielzoekers.","535,535",R,1.0,,R,R,,,,,,
2992,5bacb2c8b13a1fb4cdf6c2d48561b9f29c5953666a583b9c60d147e3-12-BBB,Immigration,Daarnaast wil de PVV de belangen van de autochtone bewoners vooropzetten.VVD en **BBB** willen een veel lager aantal asielzoekers.Ze zien een groot opvang- en integratieprobleem dat ze met beperking van de asielinstroom willen proberen te verkleinen.,"535,535",R,1.0,,R,R,,,,,,
2993,5bacb2c8b13a1fb4cdf6c2d48561b9f29c5953666a583b9c60d147e3-12-VVD,Immigration,Daarnaast wil de PVV de belangen van de autochtone bewoners vooropzetten.**VVD** en BBB willen een veel lager aantal asielzoekers.Ze zien een groot opvang- en integratieprobleem dat ze met beperking van de asielinstroom willen proberen te verkleinen.,"535,535",R,1.0,,R,R,,,,,,
2994,5bacb2c8b13a1fb4cdf6c2d48561b9f29c5953666a583b9c60d147e3-27-NSC,Immigration,"Voor rechtse partijen had het kennelijk geen prioriteit, terwijl linkse partijen faliekant tegen zijn.Nieuw Sociaal **Contract**, de partij van Pieter **Omtzigt** die asielmigratie flink wil beperken, noemt het VN-Vluchtelingenverdrag niet.Wel stelt het verkiezingsprogramma:","535,535",R,1.0,,R,R,,,,,,
2995,5bacb2c8b13a1fb4cdf6c2d48561b9f29c5953666a583b9c60d147e3-34-CDA,Immigration,"Niet veel, zo stellen twee juristen die op verzoek van het kabinet-Rutte III (2017-2022) een studie deden naar de vraag of – en zo ja hoe – het Vluchtelingenverdrag bij de tijd moet worden gebracht.De conclusie van oud-minister Piet Hein Donner (**CDA**) en universitair hoofddocent internationaal recht Maarten den Heyer in 2020:opzeggen lost het probleem niet op.","535,535",N,1.0,,N,N,,,,,,
2996,5bacb2c8b13a1fb4cdf6c2d48561b9f29c5953666a583b9c60d147e3-34-Overig,Immigration,"Niet veel, zo stellen twee juristen die op verzoek van het kabinet-Rutte III (2017-2022) een studie deden naar de vraag of – en zo ja hoe – het Vluchtelingenverdrag bij de tijd moet worden gebracht.De conclusie van **oud-minister** Piet Hein Donner (CDA) en universitair hoofddocent internationaal recht Maarten den Heyer in 2020:opzeggen lost het probleem niet op.","535,535",N,1.0,,N,N,,,,,,
2997,5bacb2c8b13a1fb4cdf6c2d48561b9f29c5953666a583b9c60d147e3-43-PVV,Immigration,Denemarken vroeg en kreeg zo’n opt-out begin jaren negentig om een eigen migratiebeleid te kunnen voeren.De **PVV** bepleit de opt-out in haar huidige verkiezingsprogramma; ook de VVD noemt het als mogelijkheid „bij onvoldoende resultaat” van andere maatregelen.In deze rubriek worden plannen van politieke partijen gewogen.,"535,535",N,0.5,,N,R,,,,,,
2998,5bacb2c8b13a1fb4cdf6c2d48561b9f29c5953666a583b9c60d147e3-43-VVD,Immigration,Denemarken vroeg en kreeg zo’n opt-out begin jaren negentig om een eigen migratiebeleid te kunnen voeren.De PVV bepleit de opt-out in haar huidige verkiezingsprogramma; ook de **VVD** noemt het als mogelijkheid „bij onvoldoende resultaat” van andere maatregelen.In deze rubriek worden plannen van politieke partijen gewogen.,"535,535",N,0.5,,N,R,,,,,,
2999,5bacb2c8b13a1fb4cdf6c2d48561b9f29c5953666a583b9c60d147e3-6-BBB,Immigration,"Het Vluchtelingenverdrag van de Verenigde Naties regelt sinds 1951 de rechten van mensen die asiel zoeken.VVD, PVV en **BBB** willen dat Nederland uit het verdrag stapt, of het grondig aanpassen.2. Waarom?","535,535",N,0.5,,N,R,,,,,,
3000,5bacb2c8b13a1fb4cdf6c2d48561b9f29c5953666a583b9c60d147e3-6-PVV,Immigration,"Het Vluchtelingenverdrag van de Verenigde Naties regelt sinds 1951 de rechten van mensen die asiel zoeken.VVD, **PVV** en BBB willen dat Nederland uit het verdrag stapt, of het grondig aanpassen.2. Waarom?","535,535",N,0.5,,N,R,,,,,,
3001,5bacb2c8b13a1fb4cdf6c2d48561b9f29c5953666a583b9c60d147e3-6-VVD,Immigration,"Het Vluchtelingenverdrag van de Verenigde Naties regelt sinds 1951 de rechten van mensen die asiel zoeken.**VVD**, PVV en BBB willen dat Nederland uit het verdrag stapt, of het grondig aanpassen.2. Waarom?","535,535",N,0.5,,N,R,,,,,,
3002,5bc8ee8a0cceba6cfadec4b4af8b49e795435f19b0eb4b94e3b9d65d-17-VVD,CivilRights,"Uit eerdere ervaringen uit het hele land - Sense is een nationaal initiatief - is bekend dat het spreekuur vooral gaat over anticonceptie, soa's, grensoverschrijdend gedrag, de veranderingen die het lichaam doormaakt in de puberteit en alle andere dingen die tieners bezighouden.Nog dubieuzer is de rol van de **VVD**.De partij ondertekende vorig jaar nog een Regenboog Stembusakkoord om zich meer in te zetten voor de lhbti'ers in Westland.","517,667,517,664",L,0.5,L,,N,L,,,N,,
3003,5bc8ee8a0cceba6cfadec4b4af8b49e795435f19b0eb4b94e3b9d65d-19-FvD,CivilRights,"De partij ondertekende vorig jaar nog een Regenboog Stembusakkoord om zich meer in te zetten voor de lhbti'ers in Westland.Nu stemt de fractie voor een motie van **FvD**, mét de kanttekening dat 'de VVD in Westland Forums constateringen en overwegingen aangaande de lhbti-gemeenschap en transseksualiteit niet deelt'.Waarom dan toch voor stemmen?","517,517",N,1.0,,,N,N,,,,,
3004,5bc8ee8a0cceba6cfadec4b4af8b49e795435f19b0eb4b94e3b9d65d-19-VVD,CivilRights,"De partij ondertekende vorig jaar nog een Regenboog Stembusakkoord om zich meer in te zetten voor de lhbti'ers in Westland.Nu stemt de fractie voor een motie van FvD, mét de kanttekening dat 'de **VVD** in Westland Forums constateringen en overwegingen aangaande de lhbti-gemeenschap en transseksualiteit niet deelt'.Waarom dan toch voor stemmen?","517,517",N,1.0,,,N,N,,,,,
3005,5bc8ee8a0cceba6cfadec4b4af8b49e795435f19b0eb4b94e3b9d65d-23-VVD,CivilRights,"Het schroomt niet om te liegen, te verdraaien of zwaar te overdrijven bij dit thema.Dat de **VVD** blind meegaat in deze moral panic is zeer kwalijk.Een korte blik op sense.info was genoeg geweest om te concluderen dat het een onschuldig en nuttig initiatief is.","517,517",N,1.0,,,N,N,,,,,
3006,5bc8ee8a0cceba6cfadec4b4af8b49e795435f19b0eb4b94e3b9d65d-26-Denk,CivilRights,"Hoe snel zulke desinformatiecampagnes effect hebben, is nu al te zien in de stijging van het aantal abortussen onder jonge vrouwen, waarbij het twijfel zaaien over de bijwerkingen van de anticonceptiepil door influencers uit de complot- en wellnesshoek en door radicaal-rechtse politici vermoedelijk een schadelijke rol heeft gespeeld.Waakzaamheid is vooral nu geboden, omdat de anti-woke-agenda voor partijen van rechts tot links een speerpunt is geworden: van de VVD en de SGP tot SP en **Denk**.Het is hun goed recht om zich zorgen te maken over de uitwassen van de progressieve cultuur en de identiteitspolitiek.","517,667,517,664",R,0.5,R,,N,L,,,R,,
3007,5bc8ee8a0cceba6cfadec4b4af8b49e795435f19b0eb4b94e3b9d65d-26-SGP,CivilRights,"Hoe snel zulke desinformatiecampagnes effect hebben, is nu al te zien in de stijging van het aantal abortussen onder jonge vrouwen, waarbij het twijfel zaaien over de bijwerkingen van de anticonceptiepil door influencers uit de complot- en wellnesshoek en door radicaal-rechtse politici vermoedelijk een schadelijke rol heeft gespeeld.Waakzaamheid is vooral nu geboden, omdat de anti-woke-agenda voor partijen van rechts tot links een speerpunt is geworden: van de VVD en de **SGP** tot SP en Denk.Het is hun goed recht om zich zorgen te maken over de uitwassen van de progressieve cultuur en de identiteitspolitiek.","525,525",R,1.0,R,R,,,,,,,
3008,5bc8ee8a0cceba6cfadec4b4af8b49e795435f19b0eb4b94e3b9d65d-26-VVD,CivilRights,"Hoe snel zulke desinformatiecampagnes effect hebben, is nu al te zien in de stijging van het aantal abortussen onder jonge vrouwen, waarbij het twijfel zaaien over de bijwerkingen van de anticonceptiepil door influencers uit de complot- en wellnesshoek en door radicaal-rechtse politici vermoedelijk een schadelijke rol heeft gespeeld.Waakzaamheid is vooral nu geboden, omdat de anti-woke-agenda voor partijen van rechts tot links een speerpunt is geworden: van de **VVD** en de SGP tot SP en Denk.Het is hun goed recht om zich zorgen te maken over de uitwassen van de progressieve cultuur en de identiteitspolitiek.","517,658,517,654",R,0.5,R,,N,L,,,R,,
3009,5bc8ee8a0cceba6cfadec4b4af8b49e795435f19b0eb4b94e3b9d65d-6-FvD,CivilRights,"Het maakt wederom pijnlijk duidelijk hoe de 'cultuuroorlog', die met name virtuele slagvelden kent, óók zeer tastbare, destructieve gevolgen kan hebben in de samenleving.De aanstichter was, zoals vaker, **Forum** voor Democratie.Het patroon is bekend van eerdere ophitscampagnes, zoals de ophef over de Lentekriebels-week op scholen en de hetze tegen Pim Lammers, schrijver van het kinderboekenweekgedicht 2023.","517,658,517,663",R,0.75,R,,R,L,,,R,,
3010,5c248c8f799d4b0c9691d3eb04284959d2b946f893354ad48856f31d-15-PVV,CivilRights,"Op zestien plekken in Rotterdam en Den Haag had hij foto's van de politicus met bloemen en kaarsjes neergezet.**Wilders** klaagde Staal aan voor bedreiging, maar de kunstenaar werd vrijgesproken.Later organiseerde Staal zogenoemde 'New World Summits', conferenties voor groepen die 'worden uitgesloten van de democratie'.","509,509,509",N,1.0,N,,N,N,,,,,
3011,5c248c8f799d4b0c9691d3eb04284959d2b946f893354ad48856f31d-17-Denk,CivilRights,"Later organiseerde Staal zogenoemde 'New World Summits', conferenties voor groepen die 'worden uitgesloten van de democratie'.**Denk** aan staatloze volken zoals Koerden, Basken en Catalanen, maar ook politieke organisaties en zelfs organisaties die op internationale terreurlijsten staan.In 2021 richtte Staal samen met schrijver en advocaat Radha D'Souza een 'klimaattribunaal' op.","509,509,509",N,1.0,N,,N,N,,,,,
3012,5c248c8f799d4b0c9691d3eb04284959d2b946f893354ad48856f31d-17-Denk,Environment,"Later organiseerde Staal zogenoemde 'New World Summits', conferenties voor groepen die 'worden uitgesloten van de democratie'.**Denk** aan staatloze volken zoals Koerden, Basken en Catalanen, maar ook politieke organisaties en zelfs organisaties die op internationale terreurlijsten staan.In 2021 richtte Staal samen met schrijver en advocaat Radha D'Souza een 'klimaattribunaal' op.","608,608",N,1.0,N,N,,,,,,,
3013,5d2e5ed066e8cab52d40ea5f6c1d8b50f0cfd88224f46dc4e2707bd3-4-NSC,Economic,"Voor de terreuraanval van Hamas op Israël op 7 oktober werd het nieuws gedomineerd door bestaanszekerheid.Pieter **Omtzigt** zette de term op de kaart in de Tweede Kamer, maar sinds de val van het kabinet, afgelopen juli, groeide bestaanszekerheid uit tot hét verkiezingsthema van 2023.De term is hot door de stijgende energieprijzen, dure benzine en hoge inflatie.","645,645",L,1.0,L,,,,L,,,,
3014,5d507454f68f5517a0fcaa774320b915766525947fabfae585baafbd-14-NSC,Economic,"Als de publieke schijnwerpers ontbreken, gaan de partijen in stilte aan de slag en voor je het weet ben je weer pensioenrechten kwijt bij een onderhandelingsproces achter gesloten deuren.De grootste vraag die op tafel zal liggen, komt van Nieuw Sociaal **Contract**:moet de reeds aangenomen pensioenwet ongewijzigd doorgaan of is er een majeure aanpassing nodig?","648,648",N,1.0,N,N,,,,,,,
3015,5d507454f68f5517a0fcaa774320b915766525947fabfae585baafbd-16-NSC,Economic,"moet de reeds aangenomen pensioenwet ongewijzigd doorgaan of is er een majeure aanpassing nodig?Dat **Omtzigt** de kritische pensioenexpert Agnes Joseph op de kandidatenlijst heeft gezet, was al een vingerwijzing.Uit het programma blijkt dat het de partij menens is:","638,638",N,1.0,N,,N,,,,,,
3016,5d507454f68f5517a0fcaa774320b915766525947fabfae585baafbd-18-NSC,Economic,"Uit het programma blijkt dat het de partij menens is:de verplichte overstap van het huidige pensioen naar een nieuw, onzekerder stelsel moet geschrapt worden, als het aan **NSC** ligt.Pensioenspaarders zouden zelf moeten kunnen kiezen.","638,638",N,1.0,N,,N,,,,,,
3017,5d507454f68f5517a0fcaa774320b915766525947fabfae585baafbd-21-GL/PvdA,Economic,"Dat heeft een enorme impact.Voorstanders van het nieuwe pensioenplan, van VVD tot aan **PvdA/GL,** zien dit totaal niet zitten.Ook vakbonden zullen niet enthousiast zijn.","647,647",N,1.0,N,N,,,,,,,
3018,5d507454f68f5517a0fcaa774320b915766525947fabfae585baafbd-21-VVD,Economic,"Dat heeft een enorme impact.Voorstanders van het nieuwe pensioenplan, van **VVD** tot aan PvdA/GL, zien dit totaal niet zitten.Ook vakbonden zullen niet enthousiast zijn.","638,638",N,1.0,N,,N,,,,,,
3020,5d68852d685f4b90ea55b484f16d5f95872eb2b198288af13a954ac2-102-NSC,Immigration,"Dat werkt bij een vraagstuk als migratie niet.**Omtzigt** legt de kiezers 50.000 voor en vervolgens zegt hij: 'Ja, het kan soms ook anders zijn'.Noem dan geen getal.""","543,543",N,0.5,R,,N,,,,,,
3021,5d68852d685f4b90ea55b484f16d5f95872eb2b198288af13a954ac2-113-NSC,Immigration,"We moeten praten over welke sectoren belangrijk zijn voor de economie.Die discussie wil **Omtzigt** ook voeren.""De grootste uitdaging bij het vormen van een coalitie zal niet zo zeer arbeidsmigratie zijn maar asiel.","552,552",N,1.0,N,,,N,,,,,
3022,5d68852d685f4b90ea55b484f16d5f95872eb2b198288af13a954ac2-17-Denk,Economic,"Dat er 800.000 mensen in armoede leven en 165.000 kinderen in grote problemen verkeren.Als je mij vraagt waar ik als eerste aan **denk** als ik 's nachts wakker word, dan is dat hieraan.""Met welke partijen denkt u er op dit onderwerp uit te kunnen komen?","647,647",N,1.0,N,N,,,,,,,
3023,5d68852d685f4b90ea55b484f16d5f95872eb2b198288af13a954ac2-3-GL/PvdA,Economic,"'Wij willen het weghalen bij de rijkste Nederlanders'**Timmermans** weet dat hij, als **GL-PvdA** mee wil doen aan een coalitie, ook zal moeten samenwerken met het midden of rechts van het midden.De deur naar de VVD staat nog op een kier, maar niet van harte.","642,642",L,1.0,L,,,L,,,,,
3024,5d68852d685f4b90ea55b484f16d5f95872eb2b198288af13a954ac2-5-GL/PvdA,Agriculture,"De deur naar de VVD staat nog op een kier, maar niet van harte.Veel liever zoekt **Timmermans** naar de raakvlakken met NSC, zo bleek tijdens de verschillende debatten.U liet in het eerste RTL-debat 2030 los als jaartal om de stikstofuitstoot met de helft te verminderen.","652,652,652,652",N,1.0,N,,N,N,,N,,,
