unit_id,gold,gpt_response,gpt_rank,gpt_token,gpt_logprob
5d2e5ed066e8cab52d40ea5f6c1d8b50f0cfd88224f46dc4e2707bd3-4-NSC,Sociale zekerheid : Voor,Social,1,Labor,-10.250077
5d2e5ed066e8cab52d40ea5f6c1d8b50f0cfd88224f46dc4e2707bd3-4-NSC,Sociale zekerheid : Voor,Social,2,**,-10.500077
5d2e5ed066e8cab52d40ea5f6c1d8b50f0cfd88224f46dc4e2707bd3-4-NSC,Sociale zekerheid : Voor,Social,3,None,-11.875077
5d2e5ed066e8cab52d40ea5f6c1d8b50f0cfd88224f46dc4e2707bd3-4-NSC,Sociale zekerheid : Voor,Social,4,Code,-12.125077
5d2e5ed066e8cab52d40ea5f6c1d8b50f0cfd88224f46dc4e2707bd3-4-NSC,Sociale zekerheid : Voor,Social,5,```,-14.500077
5d2e5ed066e8cab52d40ea5f6c1d8b50f0cfd88224f46dc4e2707bd3-4-NSC,Sociale zekerheid : Voor,Social,6,Issue,-14.625077
5d2e5ed066e8cab52d40ea5f6c1d8b50f0cfd88224f46dc4e2707bd3-4-NSC,Sociale zekerheid : Voor,Social,7,Order,-15.250077
5d2e5ed066e8cab52d40ea5f6c1d8b50f0cfd88224f46dc4e2707bd3-4-NSC,Sociale zekerheid : Voor,Social,8, Social,-15.625077
5d2e5ed066e8cab52d40ea5f6c1d8b50f0cfd88224f46dc4e2707bd3-4-NSC,Sociale zekerheid : Voor,Social,9,The,-16.000078
f14c501a417952fd7cd989403400f28554d6bda00bf58ac867822798-18-CDA,Natuur en Klimaat : Voor,Environment,0,Environment,-9.610702e-06
f14c501a417952fd7cd989403400f28554d6bda00bf58ac867822798-18-CDA,Natuur en Klimaat : Voor,Environment,1,**,-11.87501
f14c501a417952fd7cd989403400f28554d6bda00bf58ac867822798-18-CDA,Natuur en Klimaat : Voor,Environment,2,Code,-14.12501
f14c501a417952fd7cd989403400f28554d6bda00bf58ac867822798-18-CDA,Natuur en Klimaat : Voor,Environment,3,Environmental,-14.12501
f14c501a417952fd7cd989403400f28554d6bda00bf58ac867822798-18-CDA,Natuur en Klimaat : Voor,Environment,4, Environment,-14.62501
f14c501a417952fd7cd989403400f28554d6bda00bf58ac867822798-18-CDA,Natuur en Klimaat : Voor,Environment,5,The,-16.00001
f14c501a417952fd7cd989403400f28554d6bda00bf58ac867822798-18-CDA,Natuur en Klimaat : Voor,Environment,6,Issue,-16.00001
f14c501a417952fd7cd989403400f28554d6bda00bf58ac867822798-18-CDA,Natuur en Klimaat : Voor,Environment,7,Defense,-16.00001
f14c501a417952fd7cd989403400f28554d6bda00bf58ac867822798-18-CDA,Natuur en Klimaat : Voor,Environment,8,None,-16.25001
f14c501a417952fd7cd989403400f28554d6bda00bf58ac867822798-18-CDA,Natuur en Klimaat : Voor,Environment,9,Climate,-17.12501
18d9818fa4acad195732cd3561c122399b7d005e2ace5f5ee7f98475-29-GL/PvdA,Ander/geen onderwerp : Neutraal,Social,0,Social,-0.00867839
18d9818fa4acad195732cd3561c122399b7d005e2ace5f5ee7f98475-29-GL/PvdA,Ander/geen onderwerp : Neutraal,Social,1,Labor,-4.7586784
18d9818fa4acad195732cd3561c122399b7d005e2ace5f5ee7f98475-29-GL/PvdA,Ander/geen onderwerp : Neutraal,Social,2,None,-10.008678
18d9818fa4acad195732cd3561c122399b7d005e2ace5f5ee7f98475-29-GL/PvdA,Ander/geen onderwerp : Neutraal,Social,3,**,-12.133678
18d9818fa4acad195732cd3561c122399b7d005e2ace5f5ee7f98475-29-GL/PvdA,Ander/geen onderwerp : Neutraal,Social,4,Government,-12.758678
18d9818fa4acad195732cd3561c122399b7d005e2ace5f5ee7f98475-29-GL/PvdA,Ander/geen onderwerp : Neutraal,Social,5,Lab,-12.883678
18d9818fa4acad195732cd3561c122399b7d005e2ace5f5ee7f98475-29-GL/PvdA,Ander/geen onderwerp : Neutraal,Social,6,Code,-13.133678
18d9818fa4acad195732cd3561c122399b7d005e2ace5f5ee7f98475-29-GL/PvdA,Ander/geen onderwerp : Neutraal,Social,7,Budget,-13.383678
18d9818fa4acad195732cd3561c122399b7d005e2ace5f5ee7f98475-29-GL/PvdA,Ander/geen onderwerp : Neutraal,Social,8,Order,-13.508678
18d9818fa4acad195732cd3561c122399b7d005e2ace5f5ee7f98475-29-GL/PvdA,Ander/geen onderwerp : Neutraal,Social,9, Social,-14.258678
462cde1608a460becf59016bb33080a6dcee0c51dafa3f567166c44a-4-GL/PvdA,Werk (gelegenheid) : Voor,Labor,0,Labor,-1.0206721e-05
462cde1608a460becf59016bb33080a6dcee0c51dafa3f567166c44a-4-GL/PvdA,Werk (gelegenheid) : Voor,Labor,1,**,-12.0000105
462cde1608a460becf59016bb33080a6dcee0c51dafa3f567166c44a-4-GL/PvdA,Werk (gelegenheid) : Voor,Labor,2,Lab,-12.7500105
462cde1608a460becf59016bb33080a6dcee0c51dafa3f567166c44a-4-GL/PvdA,Werk (gelegenheid) : Voor,Labor,3, Labor,-13.8750105
462cde1608a460becf59016bb33080a6dcee0c51dafa3f567166c44a-4-GL/PvdA,Werk (gelegenheid) : Voor,Labor,4,Work,-16.12501
462cde1608a460becf59016bb33080a6dcee0c51dafa3f567166c44a-4-GL/PvdA,Werk (gelegenheid) : Voor,Labor,5,```,-17.50001
462cde1608a460becf59016bb33080a6dcee0c51dafa3f567166c44a-4-GL/PvdA,Werk (gelegenheid) : Voor,Labor,6,Code,-17.75001
462cde1608a460becf59016bb33080a6dcee0c51dafa3f567166c44a-4-GL/PvdA,Werk (gelegenheid) : Voor,Labor,7,"
",-18.12501
462cde1608a460becf59016bb33080a6dcee0c51dafa3f567166c44a-4-GL/PvdA,Werk (gelegenheid) : Voor,Labor,8,The,-18.25001
462cde1608a460becf59016bb33080a6dcee0c51dafa3f567166c44a-4-GL/PvdA,Werk (gelegenheid) : Voor,Labor,9,​,-18.50001
8dd8c172c2a1295bddf754a8a12b1d02b0c0cccbd614f81d55bc10a9-5-VVD,Onderwijs en wetenschap : Voor,Education,0,Education,-5.347765e-05
8dd8c172c2a1295bddf754a8a12b1d02b0c0cccbd614f81d55bc10a9-5-VVD,Onderwijs en wetenschap : Voor,Education,1,**,-10.000053
8dd8c172c2a1295bddf754a8a12b1d02b0c0cccbd614f81d55bc10a9-5-VVD,Onderwijs en wetenschap : Voor,Education,2,Code,-12.250053
8dd8c172c2a1295bddf754a8a12b1d02b0c0cccbd614f81d55bc10a9-5-VVD,Onderwijs en wetenschap : Voor,Education,3,E,-13.500053
8dd8c172c2a1295bddf754a8a12b1d02b0c0cccbd614f81d55bc10a9-5-VVD,Onderwijs en wetenschap : Voor,Education,4,Issue,-14.375053
8dd8c172c2a1295bddf754a8a12b1d02b0c0cccbd614f81d55bc10a9-5-VVD,Onderwijs en wetenschap : Voor,Education,5,The,-14.500053
8dd8c172c2a1295bddf754a8a12b1d02b0c0cccbd614f81d55bc10a9-5-VVD,Onderwijs en wetenschap : Voor,Education,6, Education,-14.625053
8dd8c172c2a1295bddf754a8a12b1d02b0c0cccbd614f81d55bc10a9-5-VVD,Onderwijs en wetenschap : Voor,Education,7,Integration,-16.375053
8dd8c172c2a1295bddf754a8a12b1d02b0c0cccbd614f81d55bc10a9-5-VVD,Onderwijs en wetenschap : Voor,Education,8,###,-16.375053
8dd8c172c2a1295bddf754a8a12b1d02b0c0cccbd614f81d55bc10a9-5-VVD,Onderwijs en wetenschap : Voor,Education,9,"
",-17.125053
820cc1167a56e360ece3a30014ea67798f68dd118bcd94596f513d02-11-PVV,Ander/geen onderwerp : Neutraal,None,0,None,-0.000101159116
820cc1167a56e360ece3a30014ea67798f68dd118bcd94596f513d02-11-PVV,Ander/geen onderwerp : Neutraal,None,1,Budget,-9.375101
820cc1167a56e360ece3a30014ea67798f68dd118bcd94596f513d02-11-PVV,Ander/geen onderwerp : Neutraal,None,2,Government,-11.500101
820cc1167a56e360ece3a30014ea67798f68dd118bcd94596f513d02-11-PVV,Ander/geen onderwerp : Neutraal,None,3, None,-12.250101
820cc1167a56e360ece3a30014ea67798f68dd118bcd94596f513d02-11-PVV,Ander/geen onderwerp : Neutraal,None,4,**,-14.250101
820cc1167a56e360ece3a30014ea67798f68dd118bcd94596f513d02-11-PVV,Ander/geen onderwerp : Neutraal,None,5,Code,-15.125101
820cc1167a56e360ece3a30014ea67798f68dd118bcd94596f513d02-11-PVV,Ander/geen onderwerp : Neutraal,None,6,_None,-15.750101
820cc1167a56e360ece3a30014ea67798f68dd118bcd94596f513d02-11-PVV,Ander/geen onderwerp : Neutraal,None,7,(None,-16.500101
820cc1167a56e360ece3a30014ea67798f68dd118bcd94596f513d02-11-PVV,Ander/geen onderwerp : Neutraal,None,8,"
",-16.750101
820cc1167a56e360ece3a30014ea67798f68dd118bcd94596f513d02-11-PVV,Ander/geen onderwerp : Neutraal,None,9,Defense,-17.125101
937613183f2f81d6d7d66c1947dae4817f3108f70da3d054444d8605-15-D66,Internat.recht en ontw. samenwerking : Voor,Defense,0,Defense,-0.6943611
937613183f2f81d6d7d66c1947dae4817f3108f70da3d054444d8605-15-D66,Internat.recht en ontw. samenwerking : Voor,Defense,1,Foreign,-0.6943611
937613183f2f81d6d7d66c1947dae4817f3108f70da3d054444d8605-15-D66,Internat.recht en ontw. samenwerking : Voor,Defense,2,The,-7.569361
937613183f2f81d6d7d66c1947dae4817f3108f70da3d054444d8605-15-D66,Internat.recht en ontw. samenwerking : Voor,Defense,3,**,-8.069361
937613183f2f81d6d7d66c1947dae4817f3108f70da3d054444d8605-15-D66,Internat.recht en ontw. samenwerking : Voor,Defense,4,Issue,-8.444361
937613183f2f81d6d7d66c1947dae4817f3108f70da3d054444d8605-15-D66,Internat.recht en ontw. samenwerking : Voor,Defense,5,Code,-9.069361
937613183f2f81d6d7d66c1947dae4817f3108f70da3d054444d8605-15-D66,Internat.recht en ontw. samenwerking : Voor,Defense,6,None,-10.694361
937613183f2f81d6d7d66c1947dae4817f3108f70da3d054444d8605-15-D66,Internat.recht en ontw. samenwerking : Voor,Defense,7,Order,-11.694361
937613183f2f81d6d7d66c1947dae4817f3108f70da3d054444d8605-15-D66,Internat.recht en ontw. samenwerking : Voor,Defense,8,Def,-11.819361
937613183f2f81d6d7d66c1947dae4817f3108f70da3d054444d8605-15-D66,Internat.recht en ontw. samenwerking : Voor,Defense,9,"
",-12.694361
aaba9f8e4d83d1d6807cce8d6c06784927ffaf9d89faadabb7b63d5a-11-GL/PvdA,Ondernemers klimaat : Tegen,Business,0,Business,-0.0037048238
aaba9f8e4d83d1d6807cce8d6c06784927ffaf9d89faadabb7b63d5a-11-GL/PvdA,Ondernemers klimaat : Tegen,Business,1,Labor,-5.628705
aaba9f8e4d83d1d6807cce8d6c06784927ffaf9d89faadabb7b63d5a-11-GL/PvdA,Ondernemers klimaat : Tegen,Business,2,Budget,-9.253705
aaba9f8e4d83d1d6807cce8d6c06784927ffaf9d89faadabb7b63d5a-11-GL/PvdA,Ondernemers klimaat : Tegen,Business,3,**,-12.503705
aaba9f8e4d83d1d6807cce8d6c06784927ffaf9d89faadabb7b63d5a-11-GL/PvdA,Ondernemers klimaat : Tegen,Business,4,None,-13.128705
aaba9f8e4d83d1d6807cce8d6c06784927ffaf9d89faadabb7b63d5a-11-GL/PvdA,Ondernemers klimaat : Tegen,Business,5,Commerce,-13.628705
aaba9f8e4d83d1d6807cce8d6c06784927ffaf9d89faadabb7b63d5a-11-GL/PvdA,Ondernemers klimaat : Tegen,Business,6,Lab,-14.253705
aaba9f8e4d83d1d6807cce8d6c06784927ffaf9d89faadabb7b63d5a-11-GL/PvdA,Ondernemers klimaat : Tegen,Business,7, Business,-14.503705
aaba9f8e4d83d1d6807cce8d6c06784927ffaf9d89faadabb7b63d5a-11-GL/PvdA,Ondernemers klimaat : Tegen,Business,8,Econom,-14.503705
aaba9f8e4d83d1d6807cce8d6c06784927ffaf9d89faadabb7b63d5a-11-GL/PvdA,Ondernemers klimaat : Tegen,Business,9,Businesses,-15.878705
9275c1b21a468005ac9b2c8f68b2483035fe179d1e2c10e29455ff5f-2-CU,Ander/geen onderwerp : Neutraal,Budget,0,Budget,-0.006718452
9275c1b21a468005ac9b2c8f68b2483035fe179d1e2c10e29455ff5f-2-CU,Ander/geen onderwerp : Neutraal,Budget,1,None,-5.0067186
9275c1b21a468005ac9b2c8f68b2483035fe179d1e2c10e29455ff5f-2-CU,Ander/geen onderwerp : Neutraal,Budget,2,Code,-13.881719
9275c1b21a468005ac9b2c8f68b2483035fe179d1e2c10e29455ff5f-2-CU,Ander/geen onderwerp : Neutraal,Budget,3, Budget,-14.006719
9275c1b21a468005ac9b2c8f68b2483035fe179d1e2c10e29455ff5f-2-CU,Ander/geen onderwerp : Neutraal,Budget,4,Government,-14.006719
9275c1b21a468005ac9b2c8f68b2483035fe179d1e2c10e29455ff5f-2-CU,Ander/geen onderwerp : Neutraal,Budget,5,**,-15.381719
9275c1b21a468005ac9b2c8f68b2483035fe179d1e2c10e29455ff5f-2-CU,Ander/geen onderwerp : Neutraal,Budget,6,"
",-15.756719
9275c1b21a468005ac9b2c8f68b2483035fe179d1e2c10e29455ff5f-2-CU,Ander/geen onderwerp : Neutraal,Budget,7,Bud,-16.756718
9275c1b21a468005ac9b2c8f68b2483035fe179d1e2c10e29455ff5f-2-CU,Ander/geen onderwerp : Neutraal,Budget,8,The,-16.881718
9275c1b21a468005ac9b2c8f68b2483035fe179d1e2c10e29455ff5f-2-CU,Ander/geen onderwerp : Neutraal,Budget,9, None,-17.381718
614196438956da2105f261098ba43f6ad0d31bcf766a5285dc1cc937-1-NSC,Beter Bestuur : Voor,Government,0,Government,-1.3902034e-05
614196438956da2105f261098ba43f6ad0d31bcf766a5285dc1cc937-1-NSC,Beter Bestuur : Voor,Government,1,**,-11.750014
614196438956da2105f261098ba43f6ad0d31bcf766a5285dc1cc937-1-NSC,Beter Bestuur : Voor,Government,2,Code,-12.625014
614196438956da2105f261098ba43f6ad0d31bcf766a5285dc1cc937-1-NSC,Beter Bestuur : Voor,Government,3, Government,-13.500014
614196438956da2105f261098ba43f6ad0d31bcf766a5285dc1cc937-1-NSC,Beter Bestuur : Voor,Government,4,The,-15.000014
614196438956da2105f261098ba43f6ad0d31bcf766a5285dc1cc937-1-NSC,Beter Bestuur : Voor,Government,5,Govern,-15.500014
614196438956da2105f261098ba43f6ad0d31bcf766a5285dc1cc937-1-NSC,Beter Bestuur : Voor,Government,6,None,-15.750014
614196438956da2105f261098ba43f6ad0d31bcf766a5285dc1cc937-1-NSC,Beter Bestuur : Voor,Government,7,Issue,-15.875014
614196438956da2105f261098ba43f6ad0d31bcf766a5285dc1cc937-1-NSC,Beter Bestuur : Voor,Government,8,"
",-16.000013
614196438956da2105f261098ba43f6ad0d31bcf766a5285dc1cc937-1-NSC,Beter Bestuur : Voor,Government,9,G,-16.375013
45cabbd0ae9618d9cee0c88212aa9c31c72866ee0b2e458b7bc4e8ac-10-PVV,Cultuur : Tegen,Culture,0,Culture,-5.7961847e-06
45cabbd0ae9618d9cee0c88212aa9c31c72866ee0b2e458b7bc4e8ac-10-PVV,Cultuur : Tegen,Culture,1,**,-12.375006
45cabbd0ae9618d9cee0c88212aa9c31c72866ee0b2e458b7bc4e8ac-10-PVV,Cultuur : Tegen,Culture,2,Code,-14.500006
45cabbd0ae9618d9cee0c88212aa9c31c72866ee0b2e458b7bc4e8ac-10-PVV,Cultuur : Tegen,Culture,3,None,-14.875006
45cabbd0ae9618d9cee0c88212aa9c31c72866ee0b2e458b7bc4e8ac-10-PVV,Cultuur : Tegen,Culture,4, Culture,-15.000006
45cabbd0ae9618d9cee0c88212aa9c31c72866ee0b2e458b7bc4e8ac-10-PVV,Cultuur : Tegen,Culture,5,Rights,-16.375006
45cabbd0ae9618d9cee0c88212aa9c31c72866ee0b2e458b7bc4e8ac-10-PVV,Cultuur : Tegen,Culture,6,"
",-16.875006
45cabbd0ae9618d9cee0c88212aa9c31c72866ee0b2e458b7bc4e8ac-10-PVV,Cultuur : Tegen,Culture,7,​,-17.000006
45cabbd0ae9618d9cee0c88212aa9c31c72866ee0b2e458b7bc4e8ac-10-PVV,Cultuur : Tegen,Culture,8,Business,-17.250006
45cabbd0ae9618d9cee0c88212aa9c31c72866ee0b2e458b7bc4e8ac-10-PVV,Cultuur : Tegen,Culture,9,###,-17.375006
7a7acbdf228705753109d45704f8271fb71ea65dfa85c38a54072553-6-NSC,Ander/geen onderwerp : Neutraal,None,0,None,-0.0010599602
7a7acbdf228705753109d45704f8271fb71ea65dfa85c38a54072553-6-NSC,Ander/geen onderwerp : Neutraal,None,1,Budget,-7.00106
7a7acbdf228705753109d45704f8271fb71ea65dfa85c38a54072553-6-NSC,Ander/geen onderwerp : Neutraal,None,2,Government,-8.87606
7a7acbdf228705753109d45704f8271fb71ea65dfa85c38a54072553-6-NSC,Ander/geen onderwerp : Neutraal,None,3, None,-12.12606
7a7acbdf228705753109d45704f8271fb71ea65dfa85c38a54072553-6-NSC,Ander/geen onderwerp : Neutraal,None,4,Econom,-13.37606
7a7acbdf228705753109d45704f8271fb71ea65dfa85c38a54072553-6-NSC,Ander/geen onderwerp : Neutraal,None,5,Defense,-14.50106
7a7acbdf228705753109d45704f8271fb71ea65dfa85c38a54072553-6-NSC,Ander/geen onderwerp : Neutraal,None,6,Finance,-15.37606
7a7acbdf228705753109d45704f8271fb71ea65dfa85c38a54072553-6-NSC,Ander/geen onderwerp : Neutraal,None,7,Health,-15.87606
7a7acbdf228705753109d45704f8271fb71ea65dfa85c38a54072553-6-NSC,Ander/geen onderwerp : Neutraal,None,8,Housing,-15.87606
7a7acbdf228705753109d45704f8271fb71ea65dfa85c38a54072553-6-NSC,Ander/geen onderwerp : Neutraal,None,9,Labor,-16.37606
1909aa66fa1ca72b7729274dca784d30b00ff22535e37aa6084a674e-3-FvD,Europese Unie : Tegen,EU,0,EU,-6.062987e-05
1909aa66fa1ca72b7729274dca784d30b00ff22535e37aa6084a674e-3-FvD,Europese Unie : Tegen,EU,1,Code,-10.125061
1909aa66fa1ca72b7729274dca784d30b00ff22535e37aa6084a674e-3-FvD,Europese Unie : Tegen,EU,2,**,-11.000061
1909aa66fa1ca72b7729274dca784d30b00ff22535e37aa6084a674e-3-FvD,Europese Unie : Tegen,EU,3, EU,-13.000061
1909aa66fa1ca72b7729274dca784d30b00ff22535e37aa6084a674e-3-FvD,Europese Unie : Tegen,EU,4,Eu,-14.750061
1909aa66fa1ca72b7729274dca784d30b00ff22535e37aa6084a674e-3-FvD,Europese Unie : Tegen,EU,5,Issue,-14.750061
1909aa66fa1ca72b7729274dca784d30b00ff22535e37aa6084a674e-3-FvD,Europese Unie : Tegen,EU,6,The,-15.375061
1909aa66fa1ca72b7729274dca784d30b00ff22535e37aa6084a674e-3-FvD,Europese Unie : Tegen,EU,7,Answer,-15.875061
1909aa66fa1ca72b7729274dca784d30b00ff22535e37aa6084a674e-3-FvD,Europese Unie : Tegen,EU,8,N,-16.000061
1909aa66fa1ca72b7729274dca784d30b00ff22535e37aa6084a674e-3-FvD,Europese Unie : Tegen,EU,9,None,-16.500061
6471bccbbc9318c7671e6f62008fae54a7dcc6bfc754f39ec8feb7b9-1-Volt,Europese Unie : Voor,EU,0,EU,-2.3438328e-05
6471bccbbc9318c7671e6f62008fae54a7dcc6bfc754f39ec8feb7b9-1-Volt,Europese Unie : Voor,EU,1,Code,-11.500024
6471bccbbc9318c7671e6f62008fae54a7dcc6bfc754f39ec8feb7b9-1-Volt,Europese Unie : Voor,EU,2,**,-11.625024
6471bccbbc9318c7671e6f62008fae54a7dcc6bfc754f39ec8feb7b9-1-Volt,Europese Unie : Voor,EU,3, EU,-13.125024
6471bccbbc9318c7671e6f62008fae54a7dcc6bfc754f39ec8feb7b9-1-Volt,Europese Unie : Voor,EU,4,The,-13.500024
6471bccbbc9318c7671e6f62008fae54a7dcc6bfc754f39ec8feb7b9-1-Volt,Europese Unie : Voor,EU,5,Issue,-14.375024
6471bccbbc9318c7671e6f62008fae54a7dcc6bfc754f39ec8feb7b9-1-Volt,Europese Unie : Voor,EU,6,"
",-15.625024
6471bccbbc9318c7671e6f62008fae54a7dcc6bfc754f39ec8feb7b9-1-Volt,Europese Unie : Voor,EU,7,European,-16.500023
6471bccbbc9318c7671e6f62008fae54a7dcc6bfc754f39ec8feb7b9-1-Volt,Europese Unie : Voor,EU,8,Eu,-17.250023
6471bccbbc9318c7671e6f62008fae54a7dcc6bfc754f39ec8feb7b9-1-Volt,Europese Unie : Voor,EU,9,​,-17.625023
79837f19ccaa0cad576dcb2df68b982e7ada24dbdb6bceaae8336196-39-NSC,Overheidsfin. op orde (belastingen) : Voor,Budget,0,Budget,-2.577686e-06
79837f19ccaa0cad576dcb2df68b982e7ada24dbdb6bceaae8336196-39-NSC,Overheidsfin. op orde (belastingen) : Voor,Budget,1,**,-13.125003
79837f19ccaa0cad576dcb2df68b982e7ada24dbdb6bceaae8336196-39-NSC,Overheidsfin. op orde (belastingen) : Voor,Budget,2, Budget,-16.000002
79837f19ccaa0cad576dcb2df68b982e7ada24dbdb6bceaae8336196-39-NSC,Overheidsfin. op orde (belastingen) : Voor,Budget,3,None,-16.250002
79837f19ccaa0cad576dcb2df68b982e7ada24dbdb6bceaae8336196-39-NSC,Overheidsfin. op orde (belastingen) : Voor,Budget,4,Government,-16.500002
79837f19ccaa0cad576dcb2df68b982e7ada24dbdb6bceaae8336196-39-NSC,Overheidsfin. op orde (belastingen) : Voor,Budget,5,Code,-16.625002
79837f19ccaa0cad576dcb2df68b982e7ada24dbdb6bceaae8336196-39-NSC,Overheidsfin. op orde (belastingen) : Voor,Budget,6,"
",-16.750002
79837f19ccaa0cad576dcb2df68b982e7ada24dbdb6bceaae8336196-39-NSC,Overheidsfin. op orde (belastingen) : Voor,Budget,7,The,-18.125002
79837f19ccaa0cad576dcb2df68b982e7ada24dbdb6bceaae8336196-39-NSC,Overheidsfin. op orde (belastingen) : Voor,Budget,8,_budget,-18.625002
79837f19ccaa0cad576dcb2df68b982e7ada24dbdb6bceaae8336196-39-NSC,Overheidsfin. op orde (belastingen) : Voor,Budget,9,```,-18.750002
1ebd56b6603a3d728805776849ff3f24a22f3b2ef5f02f50451e4373-38-VVD,Ander/geen onderwerp : Neutraal,EU,0,EU,-0.00018804391
1ebd56b6603a3d728805776849ff3f24a22f3b2ef5f02f50451e4373-38-VVD,Ander/geen onderwerp : Neutraal,EU,1,None,-8.625188
1ebd56b6603a3d728805776849ff3f24a22f3b2ef5f02f50451e4373-38-VVD,Ander/geen onderwerp : Neutraal,EU,2, EU,-12.125188
1ebd56b6603a3d728805776849ff3f24a22f3b2ef5f02f50451e4373-38-VVD,Ander/geen onderwerp : Neutraal,EU,3,European,-13.625188
1ebd56b6603a3d728805776849ff3f24a22f3b2ef5f02f50451e4373-38-VVD,Ander/geen onderwerp : Neutraal,EU,4,**,-14.500188
1ebd56b6603a3d728805776849ff3f24a22f3b2ef5f02f50451e4373-38-VVD,Ander/geen onderwerp : Neutraal,EU,5,Europe,-14.750188
1ebd56b6603a3d728805776849ff3f24a22f3b2ef5f02f50451e4373-38-VVD,Ander/geen onderwerp : Neutraal,EU,6,Government,-15.375188
1ebd56b6603a3d728805776849ff3f24a22f3b2ef5f02f50451e4373-38-VVD,Ander/geen onderwerp : Neutraal,EU,7,Integration,-15.875188
1ebd56b6603a3d728805776849ff3f24a22f3b2ef5f02f50451e4373-38-VVD,Ander/geen onderwerp : Neutraal,EU,8,Order,-16.375189
1ebd56b6603a3d728805776849ff3f24a22f3b2ef5f02f50451e4373-38-VVD,Ander/geen onderwerp : Neutraal,EU,9,Eu,-16.375189
2593100831e7d11575dab61ada6a0cefe88bdea93a642b7bd29b527c-5-Overig,Ander/geen onderwerp : Neutraal,None,0,None,-0.012709417
2593100831e7d11575dab61ada6a0cefe88bdea93a642b7bd29b527c-5-Overig,Ander/geen onderwerp : Neutraal,None,1,Agr,-4.3877096
2593100831e7d11575dab61ada6a0cefe88bdea93a642b7bd29b527c-5-Overig,Ander/geen onderwerp : Neutraal,None,2,Government,-8.63771
2593100831e7d11575dab61ada6a0cefe88bdea93a642b7bd29b527c-5-Overig,Ander/geen onderwerp : Neutraal,None,3, None,-11.38771
2593100831e7d11575dab61ada6a0cefe88bdea93a642b7bd29b527c-5-Overig,Ander/geen onderwerp : Neutraal,None,4,Environment,-12.38771
2593100831e7d11575dab61ada6a0cefe88bdea93a642b7bd29b527c-5-Overig,Ander/geen onderwerp : Neutraal,None,5,Integration,-13.38771
2593100831e7d11575dab61ada6a0cefe88bdea93a642b7bd29b527c-5-Overig,Ander/geen onderwerp : Neutraal,None,6,The,-13.76271
2593100831e7d11575dab61ada6a0cefe88bdea93a642b7bd29b527c-5-Overig,Ander/geen onderwerp : Neutraal,None,7,Housing,-14.01271
2593100831e7d11575dab61ada6a0cefe88bdea93a642b7bd29b527c-5-Overig,Ander/geen onderwerp : Neutraal,None,8,Culture,-14.26271
2593100831e7d11575dab61ada6a0cefe88bdea93a642b7bd29b527c-5-Overig,Ander/geen onderwerp : Neutraal,None,9,Defense,-14.38771
0fc585e55715b1be6da14eee17df15a9c7ab5c9ffcf6571444e5e944-7-CDA,Internat.recht en ontw. samenwerking : Neutraal,Foreign,0,Foreign,-0.011155465
0fc585e55715b1be6da14eee17df15a9c7ab5c9ffcf6571444e5e944-7-CDA,Internat.recht en ontw. samenwerking : Neutraal,Foreign,1,None,-4.5111556
0fc585e55715b1be6da14eee17df15a9c7ab5c9ffcf6571444e5e944-7-CDA,Internat.recht en ontw. samenwerking : Neutraal,Foreign,2,Defense,-9.511155
0fc585e55715b1be6da14eee17df15a9c7ab5c9ffcf6571444e5e944-7-CDA,Internat.recht en ontw. samenwerking : Neutraal,Foreign,3,Government,-10.886155
0fc585e55715b1be6da14eee17df15a9c7ab5c9ffcf6571444e5e944-7-CDA,Internat.recht en ontw. samenwerking : Neutraal,Foreign,4,Order,-11.761155
0fc585e55715b1be6da14eee17df15a9c7ab5c9ffcf6571444e5e944-7-CDA,Internat.recht en ontw. samenwerking : Neutraal,Foreign,5,**,-13.386155
0fc585e55715b1be6da14eee17df15a9c7ab5c9ffcf6571444e5e944-7-CDA,Internat.recht en ontw. samenwerking : Neutraal,Foreign,6, Foreign,-13.386155
0fc585e55715b1be6da14eee17df15a9c7ab5c9ffcf6571444e5e944-7-CDA,Internat.recht en ontw. samenwerking : Neutraal,Foreign,7,Fore,-14.011155
0fc585e55715b1be6da14eee17df15a9c7ab5c9ffcf6571444e5e944-7-CDA,Internat.recht en ontw. samenwerking : Neutraal,Foreign,8,Rights,-14.136155
0fc585e55715b1be6da14eee17df15a9c7ab5c9ffcf6571444e5e944-7-CDA,Internat.recht en ontw. samenwerking : Neutraal,Foreign,9,EU,-14.261155
e0e6131fd880356e5c8eaec2d0bbc50b82e010f0a2148ddd98f1debd-96-D66,Internat.recht en ontw. samenwerking : Neutraal,Foreign,0,Foreign,-0.03821717
e0e6131fd880356e5c8eaec2d0bbc50b82e010f0a2148ddd98f1debd-96-D66,Internat.recht en ontw. samenwerking : Neutraal,Foreign,1,Defense,-3.288217
e0e6131fd880356e5c8eaec2d0bbc50b82e010f0a2148ddd98f1debd-96-D66,Internat.recht en ontw. samenwerking : Neutraal,Foreign,2,**,-9.038218
e0e6131fd880356e5c8eaec2d0bbc50b82e010f0a2148ddd98f1debd-96-D66,Internat.recht en ontw. samenwerking : Neutraal,Foreign,3,None,-10.413218
e0e6131fd880356e5c8eaec2d0bbc50b82e010f0a2148ddd98f1debd-96-D66,Internat.recht en ontw. samenwerking : Neutraal,Foreign,4,Code,-11.663218
