variable,jobid,unit_id,topic,text,majority,agreement,NK,NPR,AM,KN,SH,NR,JE,WA
stance,525,7ba06134bdc9f07c2942b746b8e6a012adcfa15a7c1c64c8937628e2-41-GL/PvdA,CivilRights,"Al jaren doe ik studie naar dit vileine fenomeen dat ook niet ontbreekt in een land waarin iedereen denkt dat we nooit discrimineren.’Toen ik zeventien jaar geleden vanuit Limburg de Kamerfractie binnenkwam, viel ik alléén op als ik wat zei’, vertelde **PvdA’er** Thijs Wöltgens, voorganger van Frans **Timmermans** in 1995 (LD).’Ik viel op omdat ik iets zei, niet door wát ik zei.",N,1,N,N,NA,NA,NA,NA,NA,NA
stance,606,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-12-Overig,Environment,Compromissen sluit je ná de verkiezingen’Het loslaten van het plan om de stikstofuitstoot al in 2030 te halveren leidt tot verwarring en ligt zwaar op de maag bij leden van PvdA/GL. **Partijleider** Frans Timmermans zei in het RTL-verkiezingsdebat dat hij niet koste wat kost wil vasthouden aan 2030 als deadline.In de Tweede Kamerfractie klinkt echter een heel ander geluid.,N,1,N,NA,NA,N,NA,NA,NA,NA
stance,606,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-18-GL/PvdA,Environment,"Volgens haar geldt ’die deadline nog steeds’, ondanks de uitspraken van haar partijleider.Toch staat die lezing haaks op wat **Timmermans** zondag in het debat zei.Daarin geeft hij aan dat hij niet koste wat kost wil vasthouden aan 2030.",N,1,N,NA,NA,N,NA,NA,NA,NA
stance,606,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-22-GL/PvdA,Environment,"„Dat vind ik belangrijker dan wat we precies in ons verkiezingsprogramma hebben afgesproken”, voegt hij er zondag aan toe.NSC-lijsttrekker Pieter Omtzigt concludeert daarop dat hij ’blij is dat de heer **Timmermans** aangeeft: die 2030 hoeft niet meer’.’Heel vreemd’",N,1,N,NA,NA,N,NA,NA,NA,NA
stance,622,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-22-NSC,Environment,"„Dat vind ik belangrijker dan wat we precies in ons verkiezingsprogramma hebben afgesproken”, voegt hij er zondag aan toe.**NSC-lijsttrekker** Pieter **Omtzigt** concludeert daarop dat hij ’blij is dat de heer Timmermans aangeeft: die 2030 hoeft niet meer’.’Heel vreemd’",N,0.5,NA,NA,NA,N,NA,NA,R,NA
stance,622,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-22-Overig,Environment,"„Dat vind ik belangrijker dan wat we precies in ons verkiezingsprogramma hebben afgesproken”, voegt hij er zondag aan toe.**NSC-lijsttrekker** Pieter Omtzigt concludeert daarop dat hij ’blij is dat de heer Timmermans aangeeft: die 2030 hoeft niet meer’.’Heel vreemd’",N,0.5,NA,NA,NA,N,NA,NA,R,NA
stance,653,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-37-VVD,Agriculture,"De deadline voor stikstofvermindering ligt eveneens zeer gevoelig in Den Haag.In de huidige wet staat het jaartal 2035, maar de vorige coalitie van **VVD**, D66, CDA en CU wilde dit versnellen.Toen voormalig CDA-voorman en minister Wopke Hoekstra aangaf dat deze coalitiedeadline ’niet heilig was’ ontstond een politieke crisis, waarbij vooral PvdA/GL op de trom sloegen.",N,0.5,R,NA,NA,NA,NA,N,NA,NA
stance,606,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-38-CDA,Environment,"In de huidige wet staat het jaartal 2035, maar de vorige coalitie van VVD, D66, CDA en CU wilde dit versnellen.Toen voormalig **CDA-voorman** en minister Wopke Hoekstra aangaf dat deze coalitiedeadline ’niet heilig was’ ontstond een politieke crisis, waarbij vooral PvdA/GL op de trom sloegen.Huidig CDA-lijsttrekker Henri Bontenbal is daarom ook lovend over de ’draai’ van Timmermans door het jaartal overboord te zetten.",N,1,N,NA,NA,N,NA,NA,NA,NA
stance,606,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-38-GL/PvdA,Environment,"In de huidige wet staat het jaartal 2035, maar de vorige coalitie van VVD, D66, CDA en CU wilde dit versnellen.Toen voormalig CDA-voorman en minister Wopke Hoekstra aangaf dat deze coalitiedeadline ’niet heilig was’ ontstond een politieke crisis, waarbij vooral **PvdA/GL** op de trom sloegen.Huidig CDA-lijsttrekker Henri Bontenbal is daarom ook lovend over de ’draai’ van Timmermans door het jaartal overboord te zetten.",N,1,N,NA,NA,N,NA,NA,NA,NA
stance,606,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-38-Overig,Environment,"In de huidige wet staat het jaartal 2035, maar de vorige coalitie van VVD, D66, CDA en CU wilde dit versnellen.Toen voormalig CDA-voorman en **minister** Wopke Hoekstra aangaf dat deze coalitiedeadline ’niet heilig was’ ontstond een politieke crisis, waarbij vooral PvdA/GL op de trom sloegen.Huidig CDA-lijsttrekker Henri Bontenbal is daarom ook lovend over de ’draai’ van Timmermans door het jaartal overboord te zetten.",N,1,N,NA,NA,N,NA,NA,NA,NA
stance,606,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-40-GL/PvdA,Environment,"Huidig CDA-lijsttrekker Henri Bontenbal is daarom ook lovend over de ’draai’ van Timmermans door het jaartal overboord te zetten.„Ik vind het dapper dat Frans **Timmermans** op zijn standpunt terugkomt”, zegt Bontenbal.’Meer urgentie’",N,1,N,NA,NA,N,NA,NA,NA,NA
stance,606,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-45-D66,Environment,"Wat mij wel verbaast, is de snelheid waarmee de nieuwe leider van PvdA/GL de koers van de partij verlegt.”**Jetten** zegt dat hij op ’meer urgentie’ had gehoopt.„Want als groene politici niet meer opkomen voor de natuur, wie dan wel?”",L,1,L,NA,NA,L,NA,NA,NA,NA
stance,599,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-47-VVD,Environment,"„Want als groene politici niet meer opkomen voor de natuur, wie dan wel?”Binnen het ministerie van Landbouw valt te beluisteren dat het halveren van de stikstofuitstoot in 2030 sowieso al een onmogelijke opgave is geworden, mede omdat een wetsvoorstel daartoe van stikstofminister Christianne van der Wal (**VVD**) in een diepe lade is geschoven.„In die zin is het verstandig van Timmermans dat hij de vlucht naar voren neemt”, zegt een ingewijde.",N,0.6666666666666666,N,NA,NA,NA,NA,R,NA,N
stance,606,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-48-GL/PvdA,Environment,"Binnen het ministerie van Landbouw valt te beluisteren dat het halveren van de stikstofuitstoot in 2030 sowieso al een onmogelijke opgave is geworden, mede omdat een wetsvoorstel daartoe van stikstofminister Christianne van der Wal (VVD) in een diepe lade is geschoven.„In die zin is het verstandig van **Timmermans** dat hij de vlucht naar voren neemt”, zegt een ingewijde.Dat grote bouwplannen, het uitbreiden van wegennetten of het herinvoeren van 130 kilometer per uur op de snelweg door een snellere stikstofaanpak ineens naar voren worden getrokken, ziet men in de ministerietoren ook niet gebeuren.",N,1,N,NA,NA,N,NA,NA,NA,NA
stance,606,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-53-D66,Environment,"De opgave is ook groter dan focus op één jaartal.”Toch denkt **D66’er** **Jetten** dat versnelling wél noodzakelijk is.„Als we niet opschieten worden straks nog minder huizen gebouwd, hebben boeren nog steeds geen duidelijkheid en gaat de natuur verder achteruit”, stelt hij.",L,1,L,NA,NA,L,NA,NA,NA,NA
stance,539,7c08a6783dea3a649d0d3669c34f803c6e9930c226b8c6ca3128e40e-108-PVV,Immigration,"Eventueel."",,Ik ben vooral benieuwd wat **Wilders** bereid is op te geven.Hij maakt een groot punt van de Koran verbieden, een totale asielstop, grenzen dicht en douanebewaking.",R,1,R,NA,R,NA,NA,NA,NA,NA
stance,638,7c08a6783dea3a649d0d3669c34f803c6e9930c226b8c6ca3128e40e-99-NSC,Economic,"Dat betekent niet dat ik in totale Pieter-adoratie zijn voeten was.""**,,NSC** heeft gewoon wat meer informatie nodig.Wij hebben Cor Pierik op onze lijst, voormalig statisticus bij het CBS. Wat Pieter in zijn programma heeft staan, zo berekende Cor, gaat 1,7 miljard en 20.000 banen kosten.",N,1,N,NA,N,NA,NA,NA,NA,NA
stance,497,7c2505c4303897e5f565a9584df35a31b2bd46faf5198cc1d2ffd302-20-GL/PvdA,CivilRights,"In een democratie bestrijden we elkaar met woorden en deze aanval valt op geen enkele manier te rechtvaardigen.Veel sterkte gewenst"", schrijft **GroenLinks-PvdA-voorman** Frans **Timmermans**.""Absoluut en volledig onacceptabel om Baudet (alweer) fysiek aan te vallen en te verwonden.",L,0.5,L,NA,N,NA,NA,NA,NA,NA
stance,527,7c2505c4303897e5f565a9584df35a31b2bd46faf5198cc1d2ffd302-21-FvD,CivilRights,"Veel sterkte gewenst"", schrijft GroenLinks-PvdA-voorman Frans Timmermans.""Absoluut en volledig onacceptabel om **Baudet** (alweer) fysiek aan te vallen en te verwonden.Dit raakt de democratie hard.",N,1,N,N,NA,NA,NA,NA,NA,NA
stance,497,7c2505c4303897e5f565a9584df35a31b2bd46faf5198cc1d2ffd302-28-D66,CivilRights,"Wie journalisten, rechters of volksvertegenwoordigers aanvalt, schaadt de democratie.Laat deze belaging ook vervolgd worden"", schrijft ook fractieleider Jan Paternotte van **D66**.Bijna een maand geleden werd Baudet bij een bezoek aan de Universiteit Gent op zijn hoofd geslagen met een paraplu.",L,1,L,NA,L,NA,NA,NA,NA,NA
stance,537,7c657fbe801b13a88e6e526de4de4a01bb5b3cbf74a1dab112c14005-10-PVV,Immigration,"Veel partijen, zoals de VVD onder Rutte, wilden lang niet met de partij samenwerken, vanwege de harde standpunten over bijvoorbeeld asielzoekers en de islam.Maar deze campagne probeert **Wilders** nadrukkelijk zijn redelijke en constructieve kant te laten zien.Uit alles blijkt dat hij graag mee wil doen.",N,1,N,NA,N,NA,NA,NA,NA,NA
stance,537,7c657fbe801b13a88e6e526de4de4a01bb5b3cbf74a1dab112c14005-12-PVV,Immigration,"Uit alles blijkt dat hij graag mee wil doen.Bij de presentatie van het **PVV-programma** zei **Wilders** al dat er ""wat scherpe kantjes"" vanaf zijn . En gisteren zei hij bij Nieuwsuur dat hij ""heel graag"" wil meeregeren en bereid is tot concessies . Ook wat betreft islamstandpunten, want ""er zijn belangrijkere prioriteiten"".Ruime meerderheid",N,1,N,NA,N,NA,NA,NA,NA,NA
stance,650,7c657fbe801b13a88e6e526de4de4a01bb5b3cbf74a1dab112c14005-17-BBB,Economic,"In de meest recente Peilingwijzer hebben deze partijen samen een ruime meerderheid.Van die partijen heeft de **BBB** al ronduit gezegd serieus met de PVV te willen praten na de verkiezingen.""Er zijn punten waar BBB en PVV hetzelfde over denken, met name op het gebied van zorg en sociaal domein"", zei BBB-leider Caroline van der Plas vandaag nog.",N,1,N,N,N,N,NA,NA,NA,NA
stance,650,7c657fbe801b13a88e6e526de4de4a01bb5b3cbf74a1dab112c14005-17-PVV,Economic,"In de meest recente Peilingwijzer hebben deze partijen samen een ruime meerderheid.Van die partijen heeft de BBB al ronduit gezegd serieus met de **PVV** te willen praten na de verkiezingen.""Er zijn punten waar BBB en PVV hetzelfde over denken, met name op het gebied van zorg en sociaal domein"", zei BBB-leider Caroline van der Plas vandaag nog.",N,1,N,N,N,N,NA,NA,NA,NA
stance,650,7c657fbe801b13a88e6e526de4de4a01bb5b3cbf74a1dab112c14005-18-BBB,Economic,"Van die partijen heeft de BBB al ronduit gezegd serieus met de PVV te willen praten na de verkiezingen.""Er zijn punten waar **BBB** en PVV hetzelfde over denken, met name op het gebied van zorg en sociaal domein"", zei **BBB-leider** Caroline van der **Plas** vandaag nog.VVD-leider Dilan Yesilgöz zegt al de hele campagne dat ze ""geen enkele kiezer"" op voorhand uitsluit.",N,1,N,N,N,N,NA,NA,NA,NA
stance,513,7c657fbe801b13a88e6e526de4de4a01bb5b3cbf74a1dab112c14005-25-PVV,CivilRights,"Problematischer voor een rechtse coalitie is de opstelling van Pieter Omtzigt.Ronduit zeggen dat de **PVV** helemaal geen optie is, doet Omtzigt niet, maar de deur naar **Wilders** staat hoogstens op een heel klein kiertje.In Buitenhof zei Omtzigt ""grote moeite"" te hebben met Wilders' standpunten die ""raken aan de rechtstaat"".",N,0.5,NA,NA,NA,R,N,NA,NA,NA
stance,513,7c657fbe801b13a88e6e526de4de4a01bb5b3cbf74a1dab112c14005-26-NSC,CivilRights,"Ronduit zeggen dat de PVV helemaal geen optie is, doet Omtzigt niet, maar de deur naar Wilders staat hoogstens op een heel klein kiertje.In Buitenhof zei **Omtzigt** ""grote moeite"" te hebben met Wilders' standpunten die ""raken aan de rechtstaat"".NSC wil alleen regeren met partijen die de rechtstaat ""heel laten"", aldus de NSC-voorman.",L,0.5,NA,NA,NA,L,N,NA,NA,NA
stance,513,7c657fbe801b13a88e6e526de4de4a01bb5b3cbf74a1dab112c14005-26-PVV,CivilRights,"Ronduit zeggen dat de PVV helemaal geen optie is, doet Omtzigt niet, maar de deur naar Wilders staat hoogstens op een heel klein kiertje.In Buitenhof zei Omtzigt ""grote moeite"" te hebben met **Wilders'** standpunten die ""raken aan de rechtstaat"".NSC wil alleen regeren met partijen die de rechtstaat ""heel laten"", aldus de NSC-voorman.",R,1,NA,NA,NA,R,R,NA,NA,NA
stance,513,7c657fbe801b13a88e6e526de4de4a01bb5b3cbf74a1dab112c14005-42-GL/PvdA,CivilRights,"""Stem op mij, want anders krijgt u een coalitie met Wilders.""De huidige **GroenLinks-PvdA-fractievoorzitter** Jesse Klaver stelde vandaag op X dat de PVV-leider heus ""niet milder"" is geworden.""Wilders vindt nog steeds dat een gekozen volksvertegenwoordiger met hoofddoek geen plek heeft in de Kamer.""",N,1,NA,NA,NA,N,N,NA,NA,NA
stance,537,7c657fbe801b13a88e6e526de4de4a01bb5b3cbf74a1dab112c14005-42-GL/PvdA,Immigration,"""Stem op mij, want anders krijgt u een coalitie met Wilders.""De huidige **GroenLinks-PvdA-fractievoorzitter** Jesse Klaver stelde vandaag op X dat de PVV-leider heus ""niet milder"" is geworden.""Wilders vindt nog steeds dat een gekozen volksvertegenwoordiger met hoofddoek geen plek heeft in de Kamer.""",N,1,N,NA,N,NA,NA,NA,NA,NA
stance,513,7c657fbe801b13a88e6e526de4de4a01bb5b3cbf74a1dab112c14005-42-PVV,CivilRights,"""Stem op mij, want anders krijgt u een coalitie met Wilders.""De huidige GroenLinks-PvdA-fractievoorzitter Jesse Klaver stelde vandaag op X dat de **PVV-leider** heus ""niet milder"" is geworden.""Wilders vindt nog steeds dat een gekozen volksvertegenwoordiger met hoofddoek geen plek heeft in de Kamer.""",R,1,NA,NA,NA,R,R,NA,NA,NA
stance,537,7c657fbe801b13a88e6e526de4de4a01bb5b3cbf74a1dab112c14005-42-PVV,Immigration,"""Stem op mij, want anders krijgt u een coalitie met Wilders.""De huidige GroenLinks-PvdA-fractievoorzitter Jesse Klaver stelde vandaag op X dat de **PVV-leider** heus ""niet milder"" is geworden.""Wilders vindt nog steeds dat een gekozen volksvertegenwoordiger met hoofddoek geen plek heeft in de Kamer.""",N,1,N,NA,N,NA,NA,NA,NA,NA
stance,551,7c657fbe801b13a88e6e526de4de4a01bb5b3cbf74a1dab112c14005-43-PVV,Immigration,"De huidige GroenLinks-PvdA-fractievoorzitter Jesse Klaver stelde vandaag op X dat de PVV-leider heus ""niet milder"" is geworden.""**Wilders** vindt nog steeds dat een gekozen volksvertegenwoordiger met hoofddoek geen plek heeft in de Kamer.""Partijen als VVD en NSC zullen proberen zo vaag mogelijk te blijven over hun voorkeur.",N,1,N,NA,NA,N,NA,NA,NA,NA
stance,537,7c657fbe801b13a88e6e526de4de4a01bb5b3cbf74a1dab112c14005-44-VVD,Immigration,"""Wilders vindt nog steeds dat een gekozen volksvertegenwoordiger met hoofddoek geen plek heeft in de Kamer.""Partijen als **VVD** en NSC zullen proberen zo vaag mogelijk te blijven over hun voorkeur.Afhankelijk van de uiteindelijke uitslag, zouden die ook in een 'linksere' coalitie terecht kunnen komen en ze hebben er niks bij te winnen om zich nu al ergens op vast te leggen.",N,1,N,NA,N,NA,NA,NA,NA,NA
stance,537,7c657fbe801b13a88e6e526de4de4a01bb5b3cbf74a1dab112c14005-8-PVV,Immigration,"Wat wellicht cruciaal zal blijken is het feit dat PVV-leider Geert Wilders zich duidelijk anders opstelt dan in het verleden.De **PVV** bestaat achttien jaar en heeft vrijwel voortdurend in de oppositie gezeten.Veel partijen, zoals de VVD onder Rutte, wilden lang niet met de partij samenwerken, vanwege de harde standpunten over bijvoorbeeld asielzoekers en de islam.",N,1,N,NA,N,NA,NA,NA,NA,NA
stance,537,7c657fbe801b13a88e6e526de4de4a01bb5b3cbf74a1dab112c14005-9-VVD,Immigration,"De PVV bestaat achttien jaar en heeft vrijwel voortdurend in de oppositie gezeten.Veel partijen, zoals de **VVD** onder Rutte, wilden lang niet met de partij samenwerken, vanwege de harde standpunten over bijvoorbeeld asielzoekers en de islam.Maar deze campagne probeert Wilders nadrukkelijk zijn redelijke en constructieve kant te laten zien.",N,1,N,NA,N,NA,NA,NA,NA,NA
stance,620,7d3de67accc6e5a419d32fe992220acd0b21ffe83efe12960783f1a4-1-Overig,Environment,NA,R,1,NA,NA,NA,R,NA,NA,R,NA
stance,620,7d3de67accc6e5a419d32fe992220acd0b21ffe83efe12960783f1a4-1-VVD,Environment,NA,R,1,NA,NA,NA,R,NA,NA,R,NA
stance,513,7dac5e353335f94fb808a38537d5cf55bc5e1db06dc1fcee7813bc0c-10-NSC,CivilRights,"Toch doen veel politieke partijen alsof het gezin de kleinste maatschappelijke eenheid is.„Er ligt een grote innerlijke kracht verscholen in onze gezinnen, wijken en dorpen”, schrijft **NSC** in zijn verkiezingsprogramma.De VVD wil „de belasting op de energierekening voor gezinnen verlagen”, BBB zegt dat „brood op de plank brengen voor je gezin” voldoening en trots geeft, en het CDA, „de moderne gezinspartij”, stelt:",R,1,NA,NA,NA,R,R,NA,NA,NA
stance,513,7dac5e353335f94fb808a38537d5cf55bc5e1db06dc1fcee7813bc0c-11-BBB,CivilRights,"„Er ligt een grote innerlijke kracht verscholen in onze gezinnen, wijken en dorpen”, schrijft NSC in zijn verkiezingsprogramma.De VVD wil „de belasting op de energierekening voor gezinnen verlagen”, **BBB** zegt dat „brood op de plank brengen voor je gezin” voldoening en trots geeft, en het CDA, „de moderne gezinspartij”, stelt:„De noodzaak om de bestaanszekerheid te vergroten, geldt als eerste voor onze gezinnen.”",R,1,NA,NA,NA,R,R,NA,NA,NA
stance,650,7dac5e353335f94fb808a38537d5cf55bc5e1db06dc1fcee7813bc0c-11-BBB,Economic,"„Er ligt een grote innerlijke kracht verscholen in onze gezinnen, wijken en dorpen”, schrijft NSC in zijn verkiezingsprogramma.De VVD wil „de belasting op de energierekening voor gezinnen verlagen”, **BBB** zegt dat „brood op de plank brengen voor je gezin” voldoening en trots geeft, en het CDA, „de moderne gezinspartij”, stelt:„De noodzaak om de bestaanszekerheid te vergroten, geldt als eerste voor onze gezinnen.”",N,1,N,N,N,N,NA,NA,NA,NA
stance,513,7dac5e353335f94fb808a38537d5cf55bc5e1db06dc1fcee7813bc0c-11-CDA,CivilRights,"„Er ligt een grote innerlijke kracht verscholen in onze gezinnen, wijken en dorpen”, schrijft NSC in zijn verkiezingsprogramma.De VVD wil „de belasting op de energierekening voor gezinnen verlagen”, BBB zegt dat „brood op de plank brengen voor je gezin” voldoening en trots geeft, en het **CDA**, „de moderne gezinspartij”, stelt:„De noodzaak om de bestaanszekerheid te vergroten, geldt als eerste voor onze gezinnen.”",R,1,NA,NA,NA,R,R,NA,NA,NA
stance,650,7dac5e353335f94fb808a38537d5cf55bc5e1db06dc1fcee7813bc0c-11-CDA,Economic,"„Er ligt een grote innerlijke kracht verscholen in onze gezinnen, wijken en dorpen”, schrijft NSC in zijn verkiezingsprogramma.De VVD wil „de belasting op de energierekening voor gezinnen verlagen”, BBB zegt dat „brood op de plank brengen voor je gezin” voldoening en trots geeft, en het **CDA**, „de moderne gezinspartij”, stelt:„De noodzaak om de bestaanszekerheid te vergroten, geldt als eerste voor onze gezinnen.”",L,0.75,L,L,L,N,NA,NA,NA,NA
stance,650,7dac5e353335f94fb808a38537d5cf55bc5e1db06dc1fcee7813bc0c-20-Denk,Economic,"Hieraan gaat voorlopig weinig veranderen: bij de meeste rechtse partijen, zoals het er nu naar uitziet waarschijnlijke coalitiepartners, gaan alleenstaanden er volgens de CPB-doorrekening minder op vooruit dan eenverdieners in een gezin.Dat hier weinig aandacht voor is, hangt **denk** ik samen met het stigma dat er nog altijd rust op alleen zijn.80 procent van de alleenwonenden heeft geen relatie, en wat hun imago betreft leven we inderdaad nog in de jaren vijftig:",N,1,N,N,N,N,NA,NA,NA,NA
stance,513,7dac5e353335f94fb808a38537d5cf55bc5e1db06dc1fcee7813bc0c-36-NSC,CivilRights,"Toch best bijzonder, in 2023.Pieter **Omtzigt** mag dan klagen dat we zo individualistisch zijn in Nederland, in dit opzicht zijn we nog heel traditioneel.FLOOR RUSMAN",N,1,NA,NA,NA,N,N,NA,NA,NA
stance,524,7dac5e353335f94fb808a38537d5cf55bc5e1db06dc1fcee7813bc0c-5-BBB,CivilRights,"Pieter Omtzigt in het RTL-debat vorig weekend zei dat het vooral voor „jonge koppels” die met hun leven willen beginnen ingewikkeld is om een huis te vinden.En ik dacht het toen CDA, **BBB**, ChristenUnie en SGP vorige week een wetsvoorstel indienden om de „eerbiediging van het gezinsleven” op te nemen in de Grondwet.„Voor ons zijn gezinnen het hart van de samenleving”, lichtte CDA-Kamerlid Hilde Palland toe.",R,1,R,NA,NA,NA,R,NA,NA,NA
stance,513,7dac5e353335f94fb808a38537d5cf55bc5e1db06dc1fcee7813bc0c-5-CDA,CivilRights,"Pieter Omtzigt in het RTL-debat vorig weekend zei dat het vooral voor „jonge koppels” die met hun leven willen beginnen ingewikkeld is om een huis te vinden.En ik dacht het toen **CDA**, BBB, ChristenUnie en SGP vorige week een wetsvoorstel indienden om de „eerbiediging van het gezinsleven” op te nemen in de Grondwet.„Voor ons zijn gezinnen het hart van de samenleving”, lichtte CDA-Kamerlid Hilde Palland toe.",R,1,NA,NA,NA,R,R,NA,NA,NA
stance,513,7dac5e353335f94fb808a38537d5cf55bc5e1db06dc1fcee7813bc0c-5-CU,CivilRights,"Pieter Omtzigt in het RTL-debat vorig weekend zei dat het vooral voor „jonge koppels” die met hun leven willen beginnen ingewikkeld is om een huis te vinden.En ik dacht het toen CDA, BBB, **ChristenUnie** en SGP vorige week een wetsvoorstel indienden om de „eerbiediging van het gezinsleven” op te nemen in de Grondwet.„Voor ons zijn gezinnen het hart van de samenleving”, lichtte CDA-Kamerlid Hilde Palland toe.",R,1,NA,NA,NA,R,R,NA,NA,NA
stance,513,7dac5e353335f94fb808a38537d5cf55bc5e1db06dc1fcee7813bc0c-5-SGP,CivilRights,"Pieter Omtzigt in het RTL-debat vorig weekend zei dat het vooral voor „jonge koppels” die met hun leven willen beginnen ingewikkeld is om een huis te vinden.En ik dacht het toen CDA, BBB, ChristenUnie en **SGP** vorige week een wetsvoorstel indienden om de „eerbiediging van het gezinsleven” op te nemen in de Grondwet.„Voor ons zijn gezinnen het hart van de samenleving”, lichtte CDA-Kamerlid Hilde Palland toe.",R,1,NA,NA,NA,R,R,NA,NA,NA
stance,513,7dac5e353335f94fb808a38537d5cf55bc5e1db06dc1fcee7813bc0c-6-CDA,CivilRights,"En ik dacht het toen CDA, BBB, ChristenUnie en SGP vorige week een wetsvoorstel indienden om de „eerbiediging van het gezinsleven” op te nemen in de Grondwet.„Voor ons zijn gezinnen het hart van de samenleving”, lichtte **CDA-Kamerlid** Hilde Palland toe.Ik dacht het trouwens nog vaker, maar opsommingen werken het best als je drie voorbeelden geeft.",R,1,NA,NA,NA,R,R,NA,NA,NA
stance,513,7dac5e353335f94fb808a38537d5cf55bc5e1db06dc1fcee7813bc0c-6-Overig,CivilRights,"En ik dacht het toen CDA, BBB, ChristenUnie en SGP vorige week een wetsvoorstel indienden om de „eerbiediging van het gezinsleven” op te nemen in de Grondwet.„Voor ons zijn gezinnen het hart van de samenleving”, lichtte **CDA-Kamerlid** Hilde Palland toe.Ik dacht het trouwens nog vaker, maar opsommingen werken het best als je drie voorbeelden geeft.",R,1,NA,NA,NA,R,R,NA,NA,NA
stance,543,7e023393bb39e9e4f98eab17a0e578f4d663b921ff997d6fcc1d4461-9-PVV,Immigration,"D66 ziet de oplossing met name in slimmer en hoger bouwen en in iedere stad of dorp ""een straatje erbij"".De **PVV** zei dat er vooral minder migranten toegelaten moeten worden.BBB heeft de hoop gevestigd op het beter gebruiken van de bestaande woningvoorraad, bijvoorbeeld door kantoren om te bouwen.",R,1,R,NA,R,NA,NA,NA,NA,NA
stance,640,7e2d8eeebc44cdf6db0dcfe177d5f5234ff05ff3bd9cb7f88e718c8f-13-CDA,Economic,"Nu blijkt dat de meeste gemeenten daar nog niet aan begonnen zijn.„Ik weet dat een relatief klein aantal gemeenten hiermee bezig is”, zegt Peter Heijkoop (**CDA**), armoedewethouder in Dordrecht en bestuurder van de Vereniging van Nederlandse Gemeenten.Andere betrokkenen bij dit dossier bevestigen dat beeld.",N,1,N,NA,NA,NA,NA,NA,NA,NA
stance,640,7e2d8eeebc44cdf6db0dcfe177d5f5234ff05ff3bd9cb7f88e718c8f-16-GL/PvdA,Economic,"Gemeenten vrezen dat het opsporen en compenseren van gedupeerden te veel tijd kost.„We hebben de capaciteit gewoon niet”, zegt armoedewethouder Marike de Nobel (**GroenLinks**) in Breda.„Onze mensen zijn keihard aan het werk om de energietoeslag uit te keren.",N,1,N,NA,NA,NA,NA,NA,NA,NA
stance,640,7e2d8eeebc44cdf6db0dcfe177d5f5234ff05ff3bd9cb7f88e718c8f-27-GL/PvdA,Economic,"Maar het is nog onduidelijk wanneer zij die krijgen.De Amsterdamse wethouder Rutger Groot Wassink (Sociale Zaken, **GroenLinks**) vindt het veel te lang duren.„We weten dit al zes jaar.",N,1,N,NA,NA,NA,NA,NA,NA,NA
stance,607,7e723a13e64cde7032539128ee3f91aabd44b59c98eae6d6f67c6a10-72-GL/PvdA,Environment,"En dat niet straks alsnog de grijze producten van elders geïmporteerd worden.'Homan, die lang namens **GroenLinks** actief was in de Groningse politiek, vindt het opvallend dat veel Nederlanders een circulaire economie willen, maar niet beseffen welke industrie daarvoor nodig is.'Als je plastic hoogwaardig wilt recyclen dan heb je ook zogeheten krakers nodig die van plastic verpakkingen en andere circulaire grondstoffen weer nieuwe groene bouwstenen maken.",L,0.5,L,N,NA,NA,NA,NA,NA,NA
stance,607,7e723a13e64cde7032539128ee3f91aabd44b59c98eae6d6f67c6a10-92-Overig,Environment,"Energie-onderzoeker De Boer kijkt op dat punt met enige afgunst naar Duitsland.Daar sloot **minister** van Economie en Klimaat Robert Habeck - 'toch een groene politicus' - een deal met staalconcern Thyssenkrupp.De staat financiert voor twee miljard euro de bouw van een fabriek die staal produceert met waterstof, de deelstaat Noordrijn-Westfalen springt nog een met 700 miljoen euro bij.",L,0.5,L,N,NA,NA,NA,NA,NA,NA
stance,541,7e92ec4dfb75b49805a1a0f2c4711d57614f71145253d33e386acce9-20-PVV,Immigration,"Dat is het tweede punt:hoe Yesilgöz de ruimte voor (extreem-)rechts heeft vergroot door haar handreiking aan **Wilders**.Ze zegt dat te doen omdat ze geen enkele kiezer wil uitsluiten, wat een beetje onzin is - kiezen is niet hetzelfde als meeregeren - en wat je haar ook nooit zult horen zeggen over de Denk-stemmers, bijvoorbeeld.",N,1,N,NA,N,NA,NA,NA,NA,NA
