jobid,unit_id,coder,variable,value,topic,stance
500,59f3b531a803316ed4b87227793bd936ec92ac37ecffe69a8a5ce757-19-PVV,SH,stance,Traditionele waarden,CivilRights,R
499,59f3b531a803316ed4b87227793bd936ec92ac37ecffe69a8a5ce757-5-VVD,AM,stance,Geen/Ander/Neutraal,Immigration,N
499,59f3b531a803316ed4b87227793bd936ec92ac37ecffe69a8a5ce757-5-VVD,NK,stance,Geen/Ander/Neutraal,Immigration,N
499,59f3b531a803316ed4b87227793bd936ec92ac37ecffe69a8a5ce757-5-VVD,SH,stance,Geen/Ander/Neutraal,Immigration,N
500,59f3b531a803316ed4b87227793bd936ec92ac37ecffe69a8a5ce757-7-Overig,AM,stance,Geen/Ander/Neutraal,CivilRights,N
762,59f3b531a803316ed4b87227793bd936ec92ac37ecffe69a8a5ce757-7-Overig,AM,stance,Geen/Ander/Neutraal,Immigration,N
767,59f3b531a803316ed4b87227793bd936ec92ac37ecffe69a8a5ce757-7-Overig,KN,stance,Geen/Ander/Neutraal,Immigration,N
500,59f3b531a803316ed4b87227793bd936ec92ac37ecffe69a8a5ce757-7-Overig,NK,stance,Geen/Ander/Neutraal,CivilRights,N
499,59f3b531a803316ed4b87227793bd936ec92ac37ecffe69a8a5ce757-7-Overig,NK,stance,Geen/Ander/Neutraal,Immigration,N
500,59f3b531a803316ed4b87227793bd936ec92ac37ecffe69a8a5ce757-7-Overig,SH,stance,Geen/Ander/Neutraal,CivilRights,N
499,59f3b531a803316ed4b87227793bd936ec92ac37ecffe69a8a5ce757-7-Overig,SH,stance,Geen/Ander/Neutraal,Immigration,N
500,59f3b531a803316ed4b87227793bd936ec92ac37ecffe69a8a5ce757-8-PVV,AM,stance,Traditionele waarden,CivilRights,R
763,59f3b531a803316ed4b87227793bd936ec92ac37ecffe69a8a5ce757-8-PVV,AM,stance,Beperken immigratie,Immigration,R
500,59f3b531a803316ed4b87227793bd936ec92ac37ecffe69a8a5ce757-8-PVV,NK,stance,Traditionele waarden,CivilRights,R
499,59f3b531a803316ed4b87227793bd936ec92ac37ecffe69a8a5ce757-8-PVV,NK,stance,Geen/Ander/Neutraal,Immigration,N
764,59f3b531a803316ed4b87227793bd936ec92ac37ecffe69a8a5ce757-8-PVV,NPR,stance,Geen/Ander/Neutraal,Immigration,N
500,59f3b531a803316ed4b87227793bd936ec92ac37ecffe69a8a5ce757-8-PVV,SH,stance,Traditionele waarden,CivilRights,R
499,59f3b531a803316ed4b87227793bd936ec92ac37ecffe69a8a5ce757-8-PVV,SH,stance,Geen/Ander/Neutraal,Immigration,N
527,5a5739852fcabb10dbef011d50b78222d027c92f8fb6c8409ae3bffa-102-D66,NK,stance,Geen/Ander/Neutraal,CivilRights,N
527,5a5739852fcabb10dbef011d50b78222d027c92f8fb6c8409ae3bffa-102-D66,NPR,stance,Geen/Ander/Neutraal,CivilRights,N
510,5a5739852fcabb10dbef011d50b78222d027c92f8fb6c8409ae3bffa-102-FvD,KN,stance,Geen/Ander/Neutraal,CivilRights,N
855,5a5739852fcabb10dbef011d50b78222d027c92f8fb6c8409ae3bffa-102-FvD,NK,stance,Geen/Ander/Neutraal,Defense,N
855,5a5739852fcabb10dbef011d50b78222d027c92f8fb6c8409ae3bffa-102-FvD,NPR,stance,Geen/Ander/Neutraal,Defense,N
510,5a5739852fcabb10dbef011d50b78222d027c92f8fb6c8409ae3bffa-102-FvD,SH,stance,Geen/Ander/Neutraal,CivilRights,N
510,5a5739852fcabb10dbef011d50b78222d027c92f8fb6c8409ae3bffa-102-Overig,KN,stance,Geen/Ander/Neutraal,CivilRights,N
855,5a5739852fcabb10dbef011d50b78222d027c92f8fb6c8409ae3bffa-102-Overig,NK,stance,Geen/Ander/Neutraal,Defense,N
855,5a5739852fcabb10dbef011d50b78222d027c92f8fb6c8409ae3bffa-102-Overig,NPR,stance,Geen/Ander/Neutraal,Defense,N
510,5a5739852fcabb10dbef011d50b78222d027c92f8fb6c8409ae3bffa-102-Overig,SH,stance,Geen/Ander/Neutraal,CivilRights,N
510,5a5739852fcabb10dbef011d50b78222d027c92f8fb6c8409ae3bffa-103-Denk,KN,stance,Geen/Ander/Neutraal,CivilRights,N
510,5a5739852fcabb10dbef011d50b78222d027c92f8fb6c8409ae3bffa-103-Denk,SH,stance,Geen/Ander/Neutraal,CivilRights,N
510,5a5739852fcabb10dbef011d50b78222d027c92f8fb6c8409ae3bffa-16-SP,KN,stance,Geen/Ander/Neutraal,CivilRights,N
510,5a5739852fcabb10dbef011d50b78222d027c92f8fb6c8409ae3bffa-16-SP,SH,stance,Geen/Ander/Neutraal,CivilRights,N
510,5a5739852fcabb10dbef011d50b78222d027c92f8fb6c8409ae3bffa-25-SP,KN,stance,Geen/Ander/Neutraal,CivilRights,N
510,5a5739852fcabb10dbef011d50b78222d027c92f8fb6c8409ae3bffa-25-SP,SH,stance,Geen/Ander/Neutraal,CivilRights,N
926,5a5739852fcabb10dbef011d50b78222d027c92f8fb6c8409ae3bffa-56-Overig,AM,stance,Geen/Ander/Neutraal,Government,N
926,5a5739852fcabb10dbef011d50b78222d027c92f8fb6c8409ae3bffa-56-Overig,KN,stance,Geen/Ander/Neutraal,Government,N
926,5a5739852fcabb10dbef011d50b78222d027c92f8fb6c8409ae3bffa-56-Overig,NPR,stance,Geen/Ander/Neutraal,Government,N
782,5a5739852fcabb10dbef011d50b78222d027c92f8fb6c8409ae3bffa-75-VVD,KN,stance,Geen/Ander/Neutraal,Economic,N
647,5a5739852fcabb10dbef011d50b78222d027c92f8fb6c8409ae3bffa-75-VVD,NK,stance,Belastingverlaging & Ondernemers,Economic,R
647,5a5739852fcabb10dbef011d50b78222d027c92f8fb6c8409ae3bffa-75-VVD,NPR,stance,Geen/Ander/Neutraal,Economic,N
926,5a5739852fcabb10dbef011d50b78222d027c92f8fb6c8409ae3bffa-91-BBB,AM,stance,Geen/Ander/Neutraal,Government,N
510,5a5739852fcabb10dbef011d50b78222d027c92f8fb6c8409ae3bffa-91-BBB,KN,stance,Traditionele waarden,CivilRights,R
926,5a5739852fcabb10dbef011d50b78222d027c92f8fb6c8409ae3bffa-91-BBB,KN,stance,Geen/Ander/Neutraal,Government,N
926,5a5739852fcabb10dbef011d50b78222d027c92f8fb6c8409ae3bffa-91-BBB,NPR,stance,Geen/Ander/Neutraal,Government,N
510,5a5739852fcabb10dbef011d50b78222d027c92f8fb6c8409ae3bffa-91-BBB,SH,stance,Traditionele waarden,CivilRights,R
510,5a5739852fcabb10dbef011d50b78222d027c92f8fb6c8409ae3bffa-91-CDA,KN,stance,Traditionele waarden,CivilRights,R
510,5a5739852fcabb10dbef011d50b78222d027c92f8fb6c8409ae3bffa-91-CDA,SH,stance,Traditionele waarden,CivilRights,R
926,5a5739852fcabb10dbef011d50b78222d027c92f8fb6c8409ae3bffa-91-CU,AM,stance,Geen/Ander/Neutraal,Government,N
510,5a5739852fcabb10dbef011d50b78222d027c92f8fb6c8409ae3bffa-91-CU,KN,stance,Traditionele waarden,CivilRights,R
926,5a5739852fcabb10dbef011d50b78222d027c92f8fb6c8409ae3bffa-91-CU,KN,stance,Geen/Ander/Neutraal,Government,N
926,5a5739852fcabb10dbef011d50b78222d027c92f8fb6c8409ae3bffa-91-CU,NPR,stance,Geen/Ander/Neutraal,Government,N
510,5a5739852fcabb10dbef011d50b78222d027c92f8fb6c8409ae3bffa-91-CU,SH,stance,Traditionele waarden,CivilRights,R
510,5a5739852fcabb10dbef011d50b78222d027c92f8fb6c8409ae3bffa-91-SGP,KN,stance,Traditionele waarden,CivilRights,R
510,5a5739852fcabb10dbef011d50b78222d027c92f8fb6c8409ae3bffa-91-SGP,SH,stance,Traditionele waarden,CivilRights,R
510,5a5739852fcabb10dbef011d50b78222d027c92f8fb6c8409ae3bffa-92-Overig,KN,stance,Traditionele waarden,CivilRights,R
510,5a5739852fcabb10dbef011d50b78222d027c92f8fb6c8409ae3bffa-92-Overig,SH,stance,Traditionele waarden,CivilRights,R
524,5a5739852fcabb10dbef011d50b78222d027c92f8fb6c8409ae3bffa-92-SGP,NK,stance,Traditionele waarden,CivilRights,R
524,5a5739852fcabb10dbef011d50b78222d027c92f8fb6c8409ae3bffa-92-SGP,SH,stance,Traditionele waarden,CivilRights,R
639,5a5b20f6506f573f25d10f36d56a3771b638cc6eefb9e72b99d7a941-11-NSC,AM,stance,Geen/Ander/Neutraal,Economic,N
639,5a5b20f6506f573f25d10f36d56a3771b638cc6eefb9e72b99d7a941-11-NSC,JE,stance,Geen/Ander/Neutraal,Economic,N
639,5a5b20f6506f573f25d10f36d56a3771b638cc6eefb9e72b99d7a941-13-BBB,AM,stance,Geen/Ander/Neutraal,Economic,N
639,5a5b20f6506f573f25d10f36d56a3771b638cc6eefb9e72b99d7a941-13-BBB,JE,stance,Geen/Ander/Neutraal,Economic,N
639,5a5b20f6506f573f25d10f36d56a3771b638cc6eefb9e72b99d7a941-13-CDA,AM,stance,Geen/Ander/Neutraal,Economic,N
639,5a5b20f6506f573f25d10f36d56a3771b638cc6eefb9e72b99d7a941-13-CDA,JE,stance,Geen/Ander/Neutraal,Economic,N
639,5a5b20f6506f573f25d10f36d56a3771b638cc6eefb9e72b99d7a941-13-D66,AM,stance,Geen/Ander/Neutraal,Economic,N
639,5a5b20f6506f573f25d10f36d56a3771b638cc6eefb9e72b99d7a941-13-D66,JE,stance,Geen/Ander/Neutraal,Economic,N
639,5a5b20f6506f573f25d10f36d56a3771b638cc6eefb9e72b99d7a941-13-GL/PvdA,AM,stance,Geen/Ander/Neutraal,Economic,N
639,5a5b20f6506f573f25d10f36d56a3771b638cc6eefb9e72b99d7a941-13-GL/PvdA,JE,stance,Geen/Ander/Neutraal,Economic,N
639,5a5b20f6506f573f25d10f36d56a3771b638cc6eefb9e72b99d7a941-13-JA21,AM,stance,Geen/Ander/Neutraal,Economic,N
639,5a5b20f6506f573f25d10f36d56a3771b638cc6eefb9e72b99d7a941-13-JA21,JE,stance,Geen/Ander/Neutraal,Economic,N
639,5a5b20f6506f573f25d10f36d56a3771b638cc6eefb9e72b99d7a941-13-NSC,AM,stance,Geen/Ander/Neutraal,Economic,N
639,5a5b20f6506f573f25d10f36d56a3771b638cc6eefb9e72b99d7a941-13-NSC,JE,stance,Geen/Ander/Neutraal,Economic,N
639,5a5b20f6506f573f25d10f36d56a3771b638cc6eefb9e72b99d7a941-13-VVD,AM,stance,Geen/Ander/Neutraal,Economic,N
639,5a5b20f6506f573f25d10f36d56a3771b638cc6eefb9e72b99d7a941-13-VVD,JE,stance,Geen/Ander/Neutraal,Economic,N
660,5a5f9d0ba65f000912a3d508fcaa8c47b3d3258823493da8ca392549-1-CU,AM,stance,Geen/Ander/Neutraal,CivilRights,N
825,5a5f9d0ba65f000912a3d508fcaa8c47b3d3258823493da8ca392549-1-CU,KN,stance,Traditionele waarden,CivilRights,R
523,5a5f9d0ba65f000912a3d508fcaa8c47b3d3258823493da8ca392549-1-CU,NK,stance,Traditionele waarden,CivilRights,R
523,5a5f9d0ba65f000912a3d508fcaa8c47b3d3258823493da8ca392549-1-CU,SH,stance,Geen/Ander/Neutraal,CivilRights,N
712,5a5f9d0ba65f000912a3d508fcaa8c47b3d3258823493da8ca392549-11-CU,JE,stance,Geen/Ander/Neutraal,Agriculture,N
620,5a5f9d0ba65f000912a3d508fcaa8c47b3d3258823493da8ca392549-11-CU,JE,stance,Geen/Ander/Neutraal,Environment,N
620,5a5f9d0ba65f000912a3d508fcaa8c47b3d3258823493da8ca392549-11-CU,KN,stance,Geen/Ander/Neutraal,Environment,N
712,5a5f9d0ba65f000912a3d508fcaa8c47b3d3258823493da8ca392549-11-CU,NK,stance,Geen/Ander/Neutraal,Agriculture,N
655,5a5f9d0ba65f000912a3d508fcaa8c47b3d3258823493da8ca392549-8-CU,AM,stance,Geen/Ander/Neutraal,CivilRights,N
656,5a5f9d0ba65f000912a3d508fcaa8c47b3d3258823493da8ca392549-8-CU,JE,stance,Traditionele waarden,CivilRights,R
523,5a5f9d0ba65f000912a3d508fcaa8c47b3d3258823493da8ca392549-8-CU,NK,stance,Traditionele waarden,CivilRights,R
523,5a5f9d0ba65f000912a3d508fcaa8c47b3d3258823493da8ca392549-8-CU,SH,stance,Geen/Ander/Neutraal,CivilRights,N
620,5a5f9d0ba65f000912a3d508fcaa8c47b3d3258823493da8ca392549-9-CU,JE,stance,Geen/Ander/Neutraal,Environment,N
825,5a5f9d0ba65f000912a3d508fcaa8c47b3d3258823493da8ca392549-9-CU,KN,stance,Traditionele waarden,CivilRights,R
620,5a5f9d0ba65f000912a3d508fcaa8c47b3d3258823493da8ca392549-9-CU,KN,stance,Geen/Ander/Neutraal,Environment,N
523,5a5f9d0ba65f000912a3d508fcaa8c47b3d3258823493da8ca392549-9-CU,NK,stance,Traditionele waarden,CivilRights,R
523,5a5f9d0ba65f000912a3d508fcaa8c47b3d3258823493da8ca392549-9-CU,SH,stance,Geen/Ander/Neutraal,CivilRights,N
909,5a74214cb544f13db7ef5d7dc8e7f73b53022ad38a451b50bcdd42f5-10-FvD,KN,stance,Geen/Ander/Neutraal,Government,N
909,5a74214cb544f13db7ef5d7dc8e7f73b53022ad38a451b50bcdd42f5-10-FvD,NK,stance,Behoud huidige stelsel,Government,R
909,5a74214cb544f13db7ef5d7dc8e7f73b53022ad38a451b50bcdd42f5-10-FvD,NR,stance,Behoud huidige stelsel,Government,R
923,5a95d54f3770e6a0f561740f02e6979b247336405c6bf5684b7ec36a-8-NSC,KN,stance,Geen/Ander/Neutraal,Government,N
923,5a95d54f3770e6a0f561740f02e6979b247336405c6bf5684b7ec36a-8-NSC,NK,stance,Geen/Ander/Neutraal,Government,N
526,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-13-Denk,NK,stance,Traditionele waarden,CivilRights,R
526,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-13-Denk,NPR,stance,Traditionele waarden,CivilRights,R
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-13-FvD,AM,stance,Traditionele waarden,CivilRights,R
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-13-FvD,KN,stance,Traditionele waarden,CivilRights,R
524,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-13-PVV,NK,stance,Traditionele waarden,CivilRights,R
524,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-13-PVV,SH,stance,Traditionele waarden,CivilRights,R
552,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-18-BBB,KN,stance,Geen/Ander/Neutraal,Immigration,N
552,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-18-BBB,NK,stance,Geen/Ander/Neutraal,Immigration,N
541,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-18-NSC,AM,stance,Geen/Ander/Neutraal,Immigration,N
541,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-18-NSC,NK,stance,Geen/Ander/Neutraal,Immigration,N
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-20-BBB,AM,stance,"Burgerrechten, vrijheid en minderheidsrechten",CivilRights,L
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-20-BBB,KN,stance,"Burgerrechten, vrijheid en minderheidsrechten",CivilRights,L
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-20-NSC,AM,stance,"Burgerrechten, vrijheid en minderheidsrechten",CivilRights,L
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-20-NSC,KN,stance,"Burgerrechten, vrijheid en minderheidsrechten",CivilRights,L
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-21-BBB,AM,stance,Geen/Ander/Neutraal,CivilRights,N
656,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-21-BBB,JE,stance,Geen/Ander/Neutraal,CivilRights,N
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-21-BBB,KN,stance,"Burgerrechten, vrijheid en minderheidsrechten",CivilRights,L
524,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-23-NSC,NK,stance,Traditionele waarden,CivilRights,R
524,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-23-NSC,SH,stance,Traditionele waarden,CivilRights,R
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-25-NSC,AM,stance,Traditionele waarden,CivilRights,R
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-25-NSC,KN,stance,Geen/Ander/Neutraal,CivilRights,N
664,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-25-NSC,NK,stance,Traditionele waarden,CivilRights,R
665,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-25-NSC,NPR,stance,Traditionele waarden,CivilRights,R
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-26-NSC,AM,stance,Geen/Ander/Neutraal,CivilRights,N
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-26-NSC,KN,stance,Geen/Ander/Neutraal,CivilRights,N
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-27-NSC,AM,stance,Geen/Ander/Neutraal,CivilRights,N
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-27-NSC,KN,stance,Geen/Ander/Neutraal,CivilRights,N
931,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-27-NSC,KN,stance,Geen/Ander/Neutraal,Government,N
931,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-27-NSC,NK,stance,Geen/Ander/Neutraal,Government,N
526,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-30-NSC,NK,stance,Traditionele waarden,CivilRights,R
526,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-30-NSC,NPR,stance,Traditionele waarden,CivilRights,R
526,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-31-NSC,NK,stance,Traditionele waarden,CivilRights,R
526,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-31-NSC,NPR,stance,Traditionele waarden,CivilRights,R
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-34-NSC,AM,stance,Traditionele waarden,CivilRights,R
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-34-NSC,KN,stance,Traditionele waarden,CivilRights,R
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-36-BBB,AM,stance,Traditionele waarden,CivilRights,R
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-36-BBB,KN,stance,Traditionele waarden,CivilRights,R
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-36-CDA,AM,stance,"Burgerrechten, vrijheid en minderheidsrechten",CivilRights,L
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-36-CDA,KN,stance,"Burgerrechten, vrijheid en minderheidsrechten",CivilRights,L
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-36-NSC,AM,stance,Traditionele waarden,CivilRights,R
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-36-NSC,KN,stance,Traditionele waarden,CivilRights,R
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-37-CDA,AM,stance,"Burgerrechten, vrijheid en minderheidsrechten",CivilRights,L
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-37-CDA,KN,stance,"Burgerrechten, vrijheid en minderheidsrechten",CivilRights,L
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-37-Overig,AM,stance,"Burgerrechten, vrijheid en minderheidsrechten",CivilRights,L
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-37-Overig,KN,stance,"Burgerrechten, vrijheid en minderheidsrechten",CivilRights,L
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-38-CDA,AM,stance,"Burgerrechten, vrijheid en minderheidsrechten",CivilRights,L
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-38-CDA,KN,stance,"Burgerrechten, vrijheid en minderheidsrechten",CivilRights,L
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-39-CU,AM,stance,Traditionele waarden,CivilRights,R
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-39-CU,KN,stance,"Burgerrechten, vrijheid en minderheidsrechten",CivilRights,L
663,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-39-CU,NK,stance,Traditionele waarden,CivilRights,R
665,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-39-CU,NPR,stance,Geen/Ander/Neutraal,CivilRights,N
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-39-NSC,AM,stance,Traditionele waarden,CivilRights,R
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-39-NSC,KN,stance,"Burgerrechten, vrijheid en minderheidsrechten",CivilRights,L
664,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-39-NSC,NK,stance,Traditionele waarden,CivilRights,R
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-42-BBB,AM,stance,Traditionele waarden,CivilRights,R
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-42-BBB,KN,stance,Geen/Ander/Neutraal,CivilRights,N
663,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-42-BBB,NK,stance,Traditionele waarden,CivilRights,R
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-42-NSC,AM,stance,Traditionele waarden,CivilRights,R
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-42-NSC,KN,stance,Geen/Ander/Neutraal,CivilRights,N
663,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-42-NSC,NK,stance,Traditionele waarden,CivilRights,R
666,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-42-NSC,NPR,stance,Traditionele waarden,CivilRights,R
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-44-NSC,AM,stance,Traditionele waarden,CivilRights,R
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-44-NSC,KN,stance,Traditionele waarden,CivilRights,R
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-46-NSC,AM,stance,Geen/Ander/Neutraal,CivilRights,N
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-46-NSC,KN,stance,Geen/Ander/Neutraal,CivilRights,N
931,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-46-NSC,KN,stance,Geen/Ander/Neutraal,Government,N
931,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-46-NSC,NK,stance,Geen/Ander/Neutraal,Government,N
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-5-D66,AM,stance,"Burgerrechten, vrijheid en minderheidsrechten",CivilRights,L
667,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-5-D66,JE,stance,"Burgerrechten, vrijheid en minderheidsrechten",CivilRights,L
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-5-D66,KN,stance,Geen/Ander/Neutraal,CivilRights,N
663,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-5-D66,NK,stance,Geen/Ander/Neutraal,CivilRights,N
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-53-NSC,AM,stance,Geen/Ander/Neutraal,CivilRights,N
517,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-53-NSC,KN,stance,Traditionele waarden,CivilRights,R
663,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-53-NSC,NK,stance,Geen/Ander/Neutraal,CivilRights,N
666,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-53-NSC,NPR,stance,Geen/Ander/Neutraal,CivilRights,N
756,5ab3f2a93204d31af1f23587cc69423e5ed2da71b3a3092a318ab11b-24-GL/PvdA,NK,stance,"Investeren in Onderwijs, Cultuur en Wetenschap",Education,L
756,5ab3f2a93204d31af1f23587cc69423e5ed2da71b3a3092a318ab11b-24-GL/PvdA,SH,stance,"Investeren in Onderwijs, Cultuur en Wetenschap",Education,L
554,5ab3f2a93204d31af1f23587cc69423e5ed2da71b3a3092a318ab11b-24-NSC,AM,stance,"Investeren in Onderwijs, Cultuur en Wetenschap",Education,L
554,5ab3f2a93204d31af1f23587cc69423e5ed2da71b3a3092a318ab11b-24-NSC,KN,stance,"Investeren in Onderwijs, Cultuur en Wetenschap",Education,L
554,5ab3f2a93204d31af1f23587cc69423e5ed2da71b3a3092a318ab11b-24-NSC,NK,stance,"Investeren in Onderwijs, Cultuur en Wetenschap",Education,L
554,5ab3f2a93204d31af1f23587cc69423e5ed2da71b3a3092a318ab11b-24-NSC,NPR,stance,"Investeren in Onderwijs, Cultuur en Wetenschap",Education,L
554,5ab3f2a93204d31af1f23587cc69423e5ed2da71b3a3092a318ab11b-24-NSC,NR,stance,"Investeren in Onderwijs, Cultuur en Wetenschap",Education,L
554,5ab3f2a93204d31af1f23587cc69423e5ed2da71b3a3092a318ab11b-24-NSC,SH,stance,"Investeren in Onderwijs, Cultuur en Wetenschap",Education,L
554,5ab3f2a93204d31af1f23587cc69423e5ed2da71b3a3092a318ab11b-25-GL/PvdA,AM,stance,"Investeren in Onderwijs, Cultuur en Wetenschap",Education,L
554,5ab3f2a93204d31af1f23587cc69423e5ed2da71b3a3092a318ab11b-25-GL/PvdA,KN,stance,"Investeren in Onderwijs, Cultuur en Wetenschap",Education,L
554,5ab3f2a93204d31af1f23587cc69423e5ed2da71b3a3092a318ab11b-25-GL/PvdA,NK,stance,"Investeren in Onderwijs, Cultuur en Wetenschap",Education,L
554,5ab3f2a93204d31af1f23587cc69423e5ed2da71b3a3092a318ab11b-25-GL/PvdA,NPR,stance,"Investeren in Onderwijs, Cultuur en Wetenschap",Education,L
554,5ab3f2a93204d31af1f23587cc69423e5ed2da71b3a3092a318ab11b-25-GL/PvdA,NR,stance,"Investeren in Onderwijs, Cultuur en Wetenschap",Education,L
554,5ab3f2a93204d31af1f23587cc69423e5ed2da71b3a3092a318ab11b-25-GL/PvdA,SH,stance,"Investeren in Onderwijs, Cultuur en Wetenschap",Education,L
554,5ab3f2a93204d31af1f23587cc69423e5ed2da71b3a3092a318ab11b-25-NSC,AM,stance,"Investeren in Onderwijs, Cultuur en Wetenschap",Education,L
554,5ab3f2a93204d31af1f23587cc69423e5ed2da71b3a3092a318ab11b-25-NSC,KN,stance,"Investeren in Onderwijs, Cultuur en Wetenschap",Education,L
554,5ab3f2a93204d31af1f23587cc69423e5ed2da71b3a3092a318ab11b-25-NSC,NK,stance,"Investeren in Onderwijs, Cultuur en Wetenschap",Education,L
554,5ab3f2a93204d31af1f23587cc69423e5ed2da71b3a3092a318ab11b-25-NSC,NPR,stance,"Investeren in Onderwijs, Cultuur en Wetenschap",Education,L
554,5ab3f2a93204d31af1f23587cc69423e5ed2da71b3a3092a318ab11b-25-NSC,NR,stance,"Investeren in Onderwijs, Cultuur en Wetenschap",Education,L
