variable,jobid,unit_id,topic,text,majority,agreement,AM,NK,KN,SH,NR,NPR,JE,WA
stance,607,64fa42ce9f43cdc6deffe6ccf4431d1087bdad0baedc9eb09620d7e9-19-NSC,Environment,In de discussie tussen Frans Timmermans en Pieter Omtzigt in Arnhem op 30 oktober werd de noodzaak van kernenergie aangeroerd.Pieter **Omtzigt** zei dat we in Nederland wel 3.000 uur per jaar (125 dagen) geen wind en geen zon zouden hebben.Dat klopt niet.,N,0.5,NA,N,NA,NA,NA,R,NA,NA
stance,606,659521a38b416a08cfb7723e7e8cb2d02075023790fa07cc5193a6c3-10-BBB,Environment,"VlissingenJan-Pierre Geelen verbaast zich in zijn column over uitspraken van het Drentse **BBB-Statenlid** Jannes Kerssies (Wetenschap, 4/11).Deze vindt de ooievaar een bedreiging voor de weidevogels en met name voor zichzelf.",N,0.5,NA,N,R,NA,NA,NA,NA,NA
stance,605,6881c4c4e4464dd3c00aa91e9bbff2ba61409f146803de7835440f16-6-BBB,Environment,"Ga vervolgens naar een verkiezingsdebat voor jonge boeren in Dronten en hoor hoe diezelfde klimaatambities hun grote zorgen baren.In Leiden oogsten partijen als GroenLinks-PvdA, Volt en D66 applaus, in Dronten kan alleen **BBB-partijleider** Caroline van der **Plas** op bijval rekenen.„Zij geeft je het gevoel dat je gezien wordt”, zegt een jonge vrouw in het publiek.",N,0.5,NA,N,R,NA,NA,NA,NA,NA
stance,605,6881c4c4e4464dd3c00aa91e9bbff2ba61409f146803de7835440f16-6-Overig,Environment,"Ga vervolgens naar een verkiezingsdebat voor jonge boeren in Dronten en hoor hoe diezelfde klimaatambities hun grote zorgen baren.In Leiden oogsten partijen als GroenLinks-PvdA, Volt en D66 applaus, in Dronten kan alleen **BBB-partijleider** Caroline van der Plas op bijval rekenen.„Zij geeft je het gevoel dat je gezien wordt”, zegt een jonge vrouw in het publiek.",N,0.5,NA,N,R,NA,NA,NA,NA,NA
stance,600,6cdb89865f97993cbe4cf1127124f44f225940aa3685a293387017ef-231-GL/PvdA,Environment,"Timmermans leverde verder scherpe kritiek op het klimaatbeleid van D66-lijsttrekker en demissionair minister Jetten.Volgens **Timmermans** maakt Jetten deel uit van een kabinet dat op dit gebied ""niets heeft gedaan"":""We staan in Nederland al duizend dagen stil.""",L,0.5,NA,L,NA,NA,N,NA,NA,NA
stance,610,71dcd5e18e83462b573d194615323cf1a5880b2026e41549f9d04134-40-D66,Environment,"Op X schrijft Laetitia Ouillet, voorzitter van energiecoöperatie de Windvogel en ex-directeur strategie van Eneco:’Het is aantoonbaar niet waar en het doet geen recht aan het werk van **Jetten**.’ Timmermans liet zondagavond weten zijn woorden niet terug te nemen.Wel plaatste hij via een woordvoerder nuances bij zijn uitspraken: in plaats van zijn bewering dat er ’niets’ gedaan was door Rutte IV, stelt Timmermans nu dat er ’afgelopen jaren niet voldoende vooruitgang’ is geboekt en ’te weinig stappen zijn gezet’.",L,0.5,L,N,NA,NA,NA,NA,NA,NA
stance,607,7e723a13e64cde7032539128ee3f91aabd44b59c98eae6d6f67c6a10-72-GL/PvdA,Environment,"En dat niet straks alsnog de grijze producten van elders geïmporteerd worden.'Homan, die lang namens **GroenLinks** actief was in de Groningse politiek, vindt het opvallend dat veel Nederlanders een circulaire economie willen, maar niet beseffen welke industrie daarvoor nodig is.'Als je plastic hoogwaardig wilt recyclen dan heb je ook zogeheten krakers nodig die van plastic verpakkingen en andere circulaire grondstoffen weer nieuwe groene bouwstenen maken.",L,0.5,NA,L,NA,NA,NA,N,NA,NA
stance,607,7e723a13e64cde7032539128ee3f91aabd44b59c98eae6d6f67c6a10-92-Overig,Environment,"Energie-onderzoeker De Boer kijkt op dat punt met enige afgunst naar Duitsland.Daar sloot **minister** van Economie en Klimaat Robert Habeck - 'toch een groene politicus' - een deal met staalconcern Thyssenkrupp.De staat financiert voor twee miljard euro de bouw van een fabriek die staal produceert met waterstof, de deelstaat Noordrijn-Westfalen springt nog een met 700 miljoen euro bij.",L,0.5,NA,L,NA,NA,NA,N,NA,NA
stance,605,8565e390ca96d5b62a193fe3adb164e19e2756286c38a819aa41afd4-2-VVD,Environment,’Paddock moet terug aan natuur’Raadslid Chris van der Helm (**VVD**) steunt de zussen Roest.foto René Oudshoorn,L,0.5,NA,L,N,NA,NA,NA,NA,NA
stance,611,8998033fbe4538a7fa67fbe32520db21ced2507dd123756d5c8efed3-17-PvdD,Environment,"Daarmee zou het gemeentelijk vervoerbedrijf veel geld, brandstof en uitstoot kunnen besparen, betoogt De Groot, die zijn bevindingen ook met het GVB zelf, diverse wethouders, alle raadsfracties en de haven van Amsterdam deelde.De Partij voor de **Dieren** stelde onlangs raadsvragen.„Uiteindelijk moeten alle veren elektrisch worden.",L,0.5,N,L,NA,NA,NA,NA,NA,NA
stance,607,924089c509ef4fbf119e4cd8642f63becce9adb9d46b33f76c64f22e-32-GL/PvdA,Environment,"Dat gebeurt.Maar het is duidelijk tweerichtingsverkeer: als ze bij een energiecoöperatie college geven over duurzame projecten in buurten, pakt de nieuwe linkse leider een paar keer de gelegenheid om te verhalen over projecten die **Timmermans** zelf toevallig goed kent.Wist je dat ze in Barbados betaalbare huizen met zonnecellen regelen?",L,0.5,NA,N,NA,NA,NA,L,NA,NA
stance,610,9ad98ef29505cd6408325dfca314b4d604994a0ab1874c2d228daeff-29-PVV,Environment,"""Geen miljardenverspilling aan zinloze klimaathobby's"", is de strekking van het hoofdstuk over klimaat en energie.De partij van **Wilders** wil mensen vooral helpen door de energiebelasting en de btw op energie te verlagen.Volgens D66-lijsttrekker Rob Jetten is het extra geld voor isolatiemaatregelen keihard nodig.",L,0.5,L,R,NA,NA,NA,NA,NA,NA
stance,611,9bab5f44d043432e58bd8d63dac5c21329533c0474a53d4a2e7f5e37-96-GL/PvdA,Environment,"J. Kluin**Timmermans**Een lezer heeft kritiek op de voorman van PvdA/GL Timmermans, omdat hij klimaatmaatregelen absolute prioriteit wil geven (WUZ, 13/11).",L,0.5,N,L,NA,NA,NA,NA,NA,NA
stance,611,9bab5f44d043432e58bd8d63dac5c21329533c0474a53d4a2e7f5e37-97-GL/PvdA,Environment,"TimmermansEen lezer heeft kritiek op de voorman van **PvdA/GL** **Timmermans**, omdat hij klimaatmaatregelen absolute prioriteit wil geven (WUZ, 13/11).Binnenkort krijgen inwoners van het door klimaatverandering bedreigde Tuvalu het recht om in Australië te mogen wonen.",L,0.5,N,L,NA,NA,NA,NA,NA,NA
stance,609,a88e7c516050c08ceed68a9864cc73af303cf2edc07cc2cdbc9d7618-43-GL/PvdA,Environment,"„Voor de opbrengst van één kerncentrale heb je 4000 hectare aan zonnepanelen nodig.”Om zijn stelling kracht bij te zetten dat kernenergie op korte termijn geen rol kan spelen in de energievoorziening, beweerde **Timmermans** tijdens het debat ’geen enkele’ kerncentrale te kennen die ’binnen zes à tien jaar tijd’ is gebouwd.Maar daarmee ging hij de mist in:",N,0.5,NA,N,NA,NA,NA,R,NA,NA
stance,610,a8e70c2723d24e4ec9389482d7ef0fb3e84ec6ba149941c91166f080-55-Overig,Environment,"Dat gebeurt met behulp van zand dat ze via Rijkswaterstaat, de beheerder van de Waddenzee, op de stranden van de Waddeneilanden moeten laten spuiten.""Die hoeveelheden blijken veel groter te zijn dan toenmalig **minister** Henk Kamp aan de Tweede Kamer heeft gemeld"", zegt Petersen.""De minister had het in eerste instantie in de Kamer over 'maar' 1,5 miljoen kuub zand, maar na Kamervragen van de Partij voor de Dieren blijkt dat het om bijna 6 miljoen kuub gaat.",N,0.5,R,N,NA,NA,NA,NA,NA,NA
stance,610,a8e70c2723d24e4ec9389482d7ef0fb3e84ec6ba149941c91166f080-56-Overig,Environment,"""Die hoeveelheden blijken veel groter te zijn dan toenmalig minister Henk Kamp aan de Tweede Kamer heeft gemeld"", zegt Petersen.""De **minister** had het in eerste instantie in de Kamer over 'maar' 1,5 miljoen kuub zand, maar na Kamervragen van de Partij voor de Dieren blijkt dat het om bijna 6 miljoen kuub gaat.Voor de zoutwinning voor de kust van Harlingen is zelfs bijna 10 miljoen kuub extra zand nodig.",N,0.5,R,N,NA,NA,NA,NA,NA,NA
stance,610,a8e70c2723d24e4ec9389482d7ef0fb3e84ec6ba149941c91166f080-56-PvdD,Environment,"""Die hoeveelheden blijken veel groter te zijn dan toenmalig minister Henk Kamp aan de Tweede Kamer heeft gemeld"", zegt Petersen.""De minister had het in eerste instantie in de Kamer over 'maar' 1,5 miljoen kuub zand, maar na Kamervragen van de Partij voor de **Dieren** blijkt dat het om bijna 6 miljoen kuub gaat.Voor de zoutwinning voor de kust van Harlingen is zelfs bijna 10 miljoen kuub extra zand nodig.",L,0.5,L,N,NA,NA,NA,NA,NA,NA
stance,610,a8e70c2723d24e4ec9389482d7ef0fb3e84ec6ba149941c91166f080-65-D66,Environment,"De bodemdaling in het zoutwingebied moet ook volgens de vergunning heel nauwkeurig in de gaten worden gehouden.""Tweede Kamerlid Tjeerd de Groot (**D66**) reageert verontrust op het onderzoek naar de veranderingen in de wadbodem.""De natuurbeschermingswet verplicht de minister om vergunningen voor een activiteit in te trekken als er achteruitgang van een gebied plaatsvindt als gevolg van deze activiteit.""",L,0.5,R,L,NA,NA,NA,NA,NA,NA
stance,610,a8e70c2723d24e4ec9389482d7ef0fb3e84ec6ba149941c91166f080-65-Overig,Environment,"De bodemdaling in het zoutwingebied moet ook volgens de vergunning heel nauwkeurig in de gaten worden gehouden.""Tweede **Kamerlid** Tjeerd de Groot (D66) reageert verontrust op het onderzoek naar de veranderingen in de wadbodem.""De natuurbeschermingswet verplicht de minister om vergunningen voor een activiteit in te trekken als er achteruitgang van een gebied plaatsvindt als gevolg van deze activiteit.""",L,0.5,R,L,NA,NA,NA,NA,NA,NA
stance,606,b108eadf74c637825e81896681bfae2224dca55e0328a9688cd44740-6-GL/PvdA,Environment,"In 2030 zou dat gebeurd moeten zijn, niet alleen om de natuur te herstellen maar ook om wegen- en huizenbouw weer op gang te krijgen.**Timmermans** laat dat jaartal varen, zo gaf hij aan in het RTL-verkiezingsdebat.Dat steekt leden van de fusieclub.",N,0.5,NA,N,R,NA,NA,NA,NA,NA
stance,608,b27df55d690fb418af605306cf5815233cde9c1506e26778fb03ff91-27-CDA,Environment,"En omdat de visserij geen gebieden toegewezen heeft gekregen, heeft het in de gesprekken minder macht, net als de natuur.”Harmen Krul van het **CDA** wil dat de visserij beschermd wordt en neemt het op voor de vissers.Als het aan NSC van Pieter Omtzigt ligt wordt de Noordzee als natuurgebied juist beschermd, met een aparte plek voor bodemberoerende visserij, zegt Wytske Postma.",L,0.5,NA,L,NA,NA,NA,R,NA,NA
stance,608,b27df55d690fb418af605306cf5815233cde9c1506e26778fb03ff91-31-D66,Environment,"De VVD ziet meer heil in het aanboren van nieuwe verdienmodellen voor de visserij, zoals zeewier en exploitatie van schaal- en schelpdieren.PvdA/GL wil dat het Natura2000-gebied wordt beschermd en er alleen nog duurzaam gevist wordt, en **D66** wil ruimte voor mosselkweek tussen de windmolens.Verschillen",L,0.5,NA,L,NA,NA,NA,N,NA,NA
stance,608,b27df55d690fb418af605306cf5815233cde9c1506e26778fb03ff91-36-D66,Environment,"VVD is voor, ’want nodig in de energiemix’.PvdA/GL wil juist dat het wordt verboden, volgens het CDA is het nog nodig in de reis naar duurzame grondstoffen, en ook **D66** sluit nieuwe velden niet uit.NSC wil tot maximaal 2040 vergunningen voor nieuwe gasveldboringen afgeven.",N,0.5,NA,N,NA,NA,NA,R,NA,NA
stance,608,b27df55d690fb418af605306cf5815233cde9c1506e26778fb03ff91-7-VVD,Environment,"De toekomst van de visserij is op de Noordzee ronduit onzeker nu deze volgebouwd wordt met windmolens en er voor schepen minder ruimte is.Alleen het CDA en de **VVD** willen de vissers die er nog zijn graag behouden, blijkt tijdens het Noordzeedebat.De Noordzee moet in 2050 een klimaatneutrale energievoorziening voor Nederland zijn, waar 300 gigawatt aan energie met windmolens moet worden opgewekt.",N,0.5,NA,R,NA,NA,NA,N,NA,NA
stance,600,b435177c34e14ad8ff7041f8480854da760e8a4bdaca1cf65a44f7ad-7-CDA,Environment,"Zo zijn er zorgen over bijvoorbeeld bodemdaling en trillingen onder de grond.Lokale partij Nieuw Haaksbergen (NH), coalitiepartner **CDA** en oppositiepartij VVD hebben zich altijd fel verzet tegen de zoutwinning.Vanavond ging NH, tot onvrede van de andere twee partijen, toch overstag, meldt RTV Oost.",L,0.5,NA,L,NA,NA,N,NA,NA,NA
stance,607,b5cd04f02548c201e000ad6fcf015b1edd90082c1469a7c4a74a5b34-38-NSC,Environment,Watte?Zo weet de partij van **Omtzigt** het subsidiëren van tuinders op onnavolgbare wijze onderdeel te maken van de bestaanszekerheid van de Nederlandse bevolking.Goedkoop gas voor tuinders is gebaseerd op artikel 20 van de Grondwet!,N,0.5,NA,N,NA,NA,NA,R,NA,NA
stance,612,b9284894f0e1f87dcaf93f925ccc834c3aacff54591f7be5e61de079-13-Overig,Environment,"dat internationaal als toonaangevend geldt , en strategisch advies geeft aan de top van het bedrijfsleven en vaak goed weet wat daar leeft.Een van de auteurs van het rapport is **oud-minister** van Economische Zaken en Klimaat Eric Wiebes (VVD).Die stond in die functie overigens niet bekend om een sterke visie op verduurzaming.",N,0.5,N,R,NA,NA,NA,NA,NA,NA
stance,612,b9284894f0e1f87dcaf93f925ccc834c3aacff54591f7be5e61de079-13-VVD,Environment,"dat internationaal als toonaangevend geldt , en strategisch advies geeft aan de top van het bedrijfsleven en vaak goed weet wat daar leeft.Een van de auteurs van het rapport is oud-minister van Economische Zaken en Klimaat Eric Wiebes (**VVD**).Die stond in die functie overigens niet bekend om een sterke visie op verduurzaming.",N,0.5,N,R,NA,NA,NA,NA,NA,NA
stance,600,c0f083b26f1525ed7def3c30b0fe20d541a8df70491257bf29e570c6-176-GL/PvdA,Environment,"08:02**Timmermans** neemt afstand van optreden Thunberg bij klimaatmarsGroenLinks-PvdA-lijsttrekker Frans Timmermans neemt afstand van het optreden van klimaatactiviste Greta Thunberg, afgelopen zondag bij de klimaatmars in Amsterdam . Hij zegt dat zij het klimaatprotest in een ""politieke controverse"" lijkt te trekken.",N,0.5,NA,R,NA,NA,N,NA,NA,NA
stance,607,c1cca9625e7fa5b91e492643fb63106b0cab2dffde329fffd420ed11-13-CDA,Environment,"Jij hebt ambities, mijn ambities zijn groter.Maar 'ambitie' wordt ook lelijk gebruikt, zegt **CDA-leider** Henri **Bontenbal**.Nederland heeft in de afgelopen jaren gigantisch veel capaciteit voor zonne- en windenergie uitgerold, en dat gaat nog door.",L,0.5,NA,L,NA,NA,NA,N,NA,NA
stance,609,c249e7967af5369a9e0f5e128896c724e03be3c81446e2b5256f2faa-45-D66,Environment,"Dan gebruiken we zo min mogelijk schaarse ruimte om energie op te wekken.Maar de windmolensector heeft enorme economische belangen, en kan met steun van **D66** alle kosten voor dit onrendabele product via belastingen op de burgers afwentelen.NRC heeft gelijk, je moet kiezen: nog veel massaler uitbouwen van de windmolenparken, zoals NRC en Shell bepleiten, of een paar kerncentrales bijbouwen.",L,0.5,NA,L,NA,NA,NA,N,NA,NA
stance,608,c5b770417fa21a236623e4b0cea837d52492473544437ccf1cf5c6d1-108-NSC,Environment,"De grootste crisis is de klimaatcrisis, die moeten we aanpakken.""**Omtzigt** voelt zich wel topfit, zei hij:07:01",L,0.5,NA,L,NA,NA,NA,N,NA,NA
stance,611,ce51cef0e69d0947a83c1e9f0713926e67258d132ae6eab552b24d25-124-PVV,Environment,"""Andere zaken zijn belangrijker.""Nieuwsuur heeft op een rij gezet hoe het de **PVV** in Flevoland vergaat sinds de partij daar meebestuurt in een ""groene coalitie"", en concludeert dat er flinke concessies zijn gedaan, ook op klimaat en asiel.Zo schreef de PVV in het verkiezingsprogramma tegen ""klimaatonzin"" te zijn, maar rijdt de PVV-gedeputeerde in een elektrische auto.",L,0.5,R,L,NA,NA,NA,NA,NA,NA
stance,611,ce51cef0e69d0947a83c1e9f0713926e67258d132ae6eab552b24d25-125-PVV,Environment,"Nieuwsuur heeft op een rij gezet hoe het de PVV in Flevoland vergaat sinds de partij daar meebestuurt in een ""groene coalitie"", en concludeert dat er flinke concessies zijn gedaan, ook op klimaat en asiel.Zo schreef de **PVV** in het verkiezingsprogramma tegen ""klimaatonzin"" te zijn, maar rijdt de **PVV-gedeputeerde** in een elektrische auto.De partij zei tegen de verhoging van de motorrijtuigenbelasting te zijn, maar stemde daarmee toch in.",L,0.5,R,L,NA,NA,NA,NA,NA,NA
stance,611,ce51cef0e69d0947a83c1e9f0713926e67258d132ae6eab552b24d25-64-GL/PvdA,Environment,"Deze uitspraak wordt ook gebruikt door terroristische organisaties als Hamas en wordt gezien als een oproep tot de vernietiging van Israël.**Timmermans** zegt in het tv-programma Goedemorgen Nederland dat mensen door dit soort dingen afhaken.""Terwijl ik zou willen dat iedereen zich druk maakt over het klimaat en niet alleen maar één kant van het politieke spectrum.""",L,0.5,N,L,NA,NA,NA,NA,NA,NA
stance,603,ceaa9801d2c3ff824299dc3503ffe225ee43ac31a88a03fc5ee706a0-103-GL/PvdA,Environment,"Kiezers van beide partijen zijn gemiddeld groener dan de rest van de kiezers, maar GroenLinksers zijn nóg groener dan PvdA’ers.**GroenLinksers** staan ook welwillender tegenover immigratie dan **PvdA’ers**, en ze zien zichzelf ook als linkser.Kijkend naar demografische kenmerken, hebben GroenLinks-kiezers vaker dan andere kiezers een hbo- of wo-diploma, maar dat geldt niet voor PvdA-kiezers.",L,0.5,NA,L,N,NA,NA,NA,NA,NA
stance,603,ceaa9801d2c3ff824299dc3503ffe225ee43ac31a88a03fc5ee706a0-108-GL/PvdA,Environment,"Timmermans – een PvdA’er met een kosmopolitisch en groen profiel – zou in potentie GroenLinks- en PvdA-kiezers kunnen verbinden, denkt Rooduijn.Maar in de campagne zie je toch ook spanningen ontstaan, bijvoorbeeld toen **Timmermans** het jaartal 2030 als stikstof-deadline losliet.Ook was een deel van de GroenLinksers kritisch op zijn standpunt over de oorlog tussen Israël en Hamas.",L,0.5,NA,N,L,NA,NA,NA,NA,NA
stance,603,ceaa9801d2c3ff824299dc3503ffe225ee43ac31a88a03fc5ee706a0-115-PVV,Environment,"En hoe verhouden zij zich tot VVD’ers?„Het is opvallend hoe duidelijk de achterban van de **PVV** een radicaal-rechts electoraat is, op alle vlakken die je zou verwachten”, zegt Rooduijn.Ze willen zo min mogelijk immigratie en zijn tegen ambitieus klimaatbeleid.",N,0.5,NA,N,R,NA,NA,NA,NA,NA
stance,603,ceaa9801d2c3ff824299dc3503ffe225ee43ac31a88a03fc5ee706a0-17-FvD,Environment,"„Er is niets in hun ideologie dat die partijen klimaatsceptisch zou moeten maken.In het verleden benadrukten partijen als de PVV en **FVD** dit issue ook helemaal niet.”Sterker nog, je zou zelfs kunnen redeneren „dat als je jouw land wilt beschermen tegen – in de woorden van Wilders – ‘islamitische tsunami’s uit Afrika’, je juist vóór een heel groen klimaatbeleid zou moeten zijn”.",N,0.5,NA,N,R,NA,NA,NA,NA,NA
stance,603,ceaa9801d2c3ff824299dc3503ffe225ee43ac31a88a03fc5ee706a0-17-PVV,Environment,"„Er is niets in hun ideologie dat die partijen klimaatsceptisch zou moeten maken.In het verleden benadrukten partijen als de **PVV** en FVD dit issue ook helemaal niet.”Sterker nog, je zou zelfs kunnen redeneren „dat als je jouw land wilt beschermen tegen – in de woorden van Wilders – ‘islamitische tsunami’s uit Afrika’, je juist vóór een heel groen klimaatbeleid zou moeten zijn”.",N,0.5,NA,N,R,NA,NA,NA,NA,NA
stance,605,d0d2271c52418d2bea23842ecb36a4ae2eb512a0a92eb81c70c3ece3-19-SGP,Environment,"Opvallend is dat de SGP voor een hogere vliegbelasting is.De partij van Chris **Stoffer** propageert een sober en spaarzaam leven, en daar horen hedonistische vliegvakanties naar zonnige oorden niet bij.De gereformeerden schrijven dat Nederland zich 'niet moet blindstaren' op de wettelijke doelstelling van 55 procent broeikasgasvermindering in 2030.BBB stelt dat Nederland zich 'maximaal' moet inzetten om dat klimaatdoel te halen, maar plaatst daar meteen nuanceringen bij.",L,0.5,NA,L,R,NA,NA,NA,NA,NA
stance,605,d0d2271c52418d2bea23842ecb36a4ae2eb512a0a92eb81c70c3ece3-45-NSC,Environment,"GroenLinks-PvdA en de PvdD willen subsidies voor CO2-opslag afschaffen, omdat zij dit een 'schijnoplossing' vinden die bedrijven in staat stelt fossiele brandstoffen te blijven verbranden in plaats van over te stappen op een duurzaam alternatief als waterstof.De meeste partijen zijn kritisch over het opstoken van bomen in biomassacentrales, inclusief **NSC**, JA21, PVV en FvD. Het gebruik van biomassa als brandstof voor energieopwekking en wegverkeer is controversieel omdat er sterke aanwijzingen zijn dat hier complete bossen voor worden gekapt.In dat geval is biomassa niet duurzaam, maar op papier telt het gebruik van biomassa wel mee voor het behalen van de klimaatdoelen.",L,0.5,NA,L,N,NA,NA,NA,NA,NA
stance,605,d0d2271c52418d2bea23842ecb36a4ae2eb512a0a92eb81c70c3ece3-48-BBB,Environment,"VVD, CDA, D66, Volt en ChristenUnie willen daarom 'hoogwaardig' gebruik van 'duurzame' biomassa in ieder geval tijdelijk blijven toestaan.**BBB** wil de productie van biogas 'uit reststromen van de landbouw en voedselindustrie' stimuleren, want dan kan de mest uit de veehouderij worden verbrand in biovergisters.Ter linkerzijde van het politieke spectrum willen zes partijen de Nederlandse broeikasgasuitstoot met meer dan 55 procent verminderen voor eind 2030.",L,0.5,NA,N,L,NA,NA,NA,NA,NA
stance,605,d0d2271c52418d2bea23842ecb36a4ae2eb512a0a92eb81c70c3ece3-51-D66,Environment,D66 en ChristenUnie mikken op 60 procent reductie.**D66** wil daar een hard (wettelijk) doel van maken; de ChristenUnie slechts een streefdoel.GroenLinks-PvdA wil 65 procent reductie behalen.,L,0.5,NA,N,L,NA,NA,NA,NA,NA
stance,605,d0d2271c52418d2bea23842ecb36a4ae2eb512a0a92eb81c70c3ece3-52-GL/PvdA,Environment,"D66 wil daar een hard (wettelijk) doel van maken; de ChristenUnie slechts een streefdoel.**GroenLinks-PvdA** wil 65 procent reductie behalen.De PvdD en Bij1 vinden dat Nederland over zeven jaar al helemaal klimaatneutraal moet zijn, dus per saldo geen broeikasgas meer mag produceren.",L,0.5,NA,N,L,NA,NA,NA,NA,NA
stance,612,d1d51bc761b8f8e34102c2bb603fb26a8918787d77c59548c96a8984-105-BBB,Environment,"Ze herhaalde dat ze Omtzigt een goede politicus vindt.De **BBB-leider** zei op de radio verder dat in de discussie over de natuur 'stikstof' niet het grootste probleem is en dat daar niet de focus op moet liggen:""Wij zijn geen partij die natuur wil vernietigen.",L,0.5,N,L,NA,NA,NA,NA,NA,NA
stance,605,d4d57e18eb4176d26d1abdaec71124b9a736ea915380313198fe6742-13-PVV,Environment,"'Ik wil wel een bijdrage leveren aan de oplossing van het klimaatprobleem, maar ik kan het niet', schrijft een kiezer die naar GroenLinks-PvdA neigt.En een **PVV'er**: 'Klimaatdoelen worden nu gehaald over de rug van kleine ondernemingen, terwijl grote ondernemingen, die ook de meeste vervuiling veroorzaken, niet worden aangepakt.Op vliegtuigbrandstof wordt geen accijns geheven, terwijl Jan met de pet het autorijden onmogelijk wordt gemaakt.'",L,0.5,NA,L,N,NA,NA,NA,NA,NA
stance,605,d4d57e18eb4176d26d1abdaec71124b9a736ea915380313198fe6742-77-VVD,Environment,"In aanloop naar de verkiezingen werd onlangs zelfs besloten de belasting op autobrandstoffen nog een jaar langer laag te houden.Wie de antwoorden op het I&O-rapport leest, ziet dus dat de **VVD** dat strategisch goed heeft gezien.Net als het idee om van kernenergie weer een verkiezingsthema te maken.",L,0.5,NA,N,L,NA,NA,NA,NA,NA
stance,600,d8d217422083dc8e902a2f7869051f88aafd6743d5189f8fb4698e2b-244-GL/PvdA,Environment,Green Deal voor elkaar kreeg.Bij de Europese verkiezingen van 2019 was **Timmermans** met succes **PvdA-lijsttrekker**.Vanwege al zijn ervaring bij de PvdA en zijn affiniteit met GroenLinks-thema's als klimaat en Europa wordt hij gezien als ideale lijsttrekker van de nieuwe linkse samenwerking.,L,0.5,NA,L,NA,NA,N,NA,NA,NA
stance,600,dbf0003dc1f63a8b77416a14b1dc56db571c465131945244d508bd96-98-PvdD,Environment,"bij GroenLinks-PvdA is dat 30 tot 35 procent, overigens net als bij D66 en Volt.De Partij voor de **Dieren** pleit zelfs voor 75 procent krimp.„NSC heeft zijn plannen niet laten doorrekenen”, zegt Bromet.",L,0.5,NA,N,NA,NA,L,NA,NA,NA
stance,611,dd2b40acbdf82e8cd345038532f27c91854370325c05fd2387af9b02-97-PvdD,Environment,"Er is haast bij goed klimaatbeleid, vind ik”, zei hij in 2021 tegen Trouw.Over D66 en de **PvdD** zei Schuurman toen:„Hun klimaatplannen spraken me gewoon het meeste aan, puur op de inhoud.” NRC kreeg hem nu niet te spreken.",L,0.5,N,L,NA,NA,NA,NA,NA,NA
stance,611,de8f71192f83d88daeb16351fe8c8eff5fad1b7b4273051175574a1d-59-PVV,Environment,"""Andere zaken zijn belangrijker.""Nieuwsuur heeft op een rij gezet hoe het de **PVV** in Flevoland vergaat sinds de partij daar meebestuurt in een ""groene coalitie"", en concludeert dat er flinke concessies zijn gedaan, ook op klimaat en asiel.Zo schreef de PVV in het verkiezingsprogramma tegen ""klimaatonzin"" te zijn, maar rijdt de PVV-gedeputeerde in een elektrische auto.",L,0.5,R,L,NA,NA,NA,NA,NA,NA
stance,611,de8f71192f83d88daeb16351fe8c8eff5fad1b7b4273051175574a1d-60-PVV,Environment,"Nieuwsuur heeft op een rij gezet hoe het de PVV in Flevoland vergaat sinds de partij daar meebestuurt in een ""groene coalitie"", en concludeert dat er flinke concessies zijn gedaan, ook op klimaat en asiel.Zo schreef de **PVV** in het verkiezingsprogramma tegen ""klimaatonzin"" te zijn, maar rijdt de **PVV-gedeputeerde** in een elektrische auto.De partij zei tegen de verhoging van de motorrijtuigenbelasting te zijn, maar stemde daarmee toch in.",L,0.5,R,L,NA,NA,NA,NA,NA,NA
stance,612,e6e9e2f3bbdd72e430723666b768fd5061f77f80f5f70a5f93741505-131-BBB,Environment,"Ze herhaalde dat ze Omtzigt een goede politicus vindt.De **BBB-leider** zei op de radio verder dat in de discussie over de natuur 'stikstof' niet het grootste probleem is en dat daar niet de focus op moet liggen:""Wij zijn geen partij die natuur wil vernietigen.",L,0.5,N,L,NA,NA,NA,NA,NA,NA
stance,610,e726b5cdc1b3d9c795462b6e898c5d3b721adfc1891a83dbd1536fa9-34-D66,Environment,"Met het gunstiger wordende perspectief van hernieuwbare energie zoals gerapporteerd door het Planbureau voor de Leefomgeving, lijkt het verstandig om daarop nu alle energie te richten.Dat was ook de boodschap van het door minister **Jetten** ingestelde expertteam-Ter Haar, dat hem op grond van een brede analyse adviseerde juist dat te doen.André",L,0.5,N,L,NA,NA,NA,NA,NA,NA
stance,610,e726b5cdc1b3d9c795462b6e898c5d3b721adfc1891a83dbd1536fa9-34-Overig,Environment,"Met het gunstiger wordende perspectief van hernieuwbare energie zoals gerapporteerd door het Planbureau voor de Leefomgeving, lijkt het verstandig om daarop nu alle energie te richten.Dat was ook de boodschap van het door **minister** Jetten ingestelde expertteam-Ter Haar, dat hem op grond van een brede analyse adviseerde juist dat te doen.André",L,0.5,N,L,NA,NA,NA,NA,NA,NA
stance,605,e8896ac6f066813948c17c2c13cddd10cbda0930176c0a49da93f0cc-25-CDA,Environment,de enige immigrant waar hij echt van lijkt te houden.Henri **Bontenbal** van het **CDA** was uiteindelijk het minst clownesk.Misschien ook wel omdat hij nooit meer in een vliegtuig zit.,L,0.5,NA,L,N,NA,NA,NA,NA,NA
