round,unit_id,before,text,after,NR,JF,WvA,agreement,gold_topic,gold_stance,Uitleg,Discussion
2,8dd8c172c2a1295bddf754a8a12b1d02b0c0cccbd614f81d55bc10a9-5-VVD,1. Wie doen welk voorstel?,"De **VVD** wil dat alle tweejarigen met een taalachterstand verplicht voorschoolse educatie volgen, schrijft ze in haar verkiezingsprogramma.",De partij combineert dit met een algemene verlaging van de leerplicht naar het vierde levensjaar.,Onderwijs en wetenschap : Voor,Onderwijs en wetenschap : Voor,Onderwijs en wetenschap : Voor,3,Onderwijs en wetenschap : Voor,,,
2,820cc1167a56e360ece3a30014ea67798f68dd118bcd94596f513d02-11-PVV,Een alomvattend beeld van het politieke landschap levert de doorrekening dit jaar echter niet op.,"**PVV**, SP PvdD, BBB, Denk, FVD en NSC leverden niets in bij het CPB.","Daarmee verliest de doorrekening heel wat van haar waarde als meetlat om alle programma’s naast elkaar te leggen, ook al zeggen veel van de afhakers dat ze hun eigen rekenaars op hun programma zullen loslaten.",Ander/geen onderwerp : Neutraal,Ander/geen onderwerp : Neutraal,Ander/geen onderwerp : Neutraal,3,Ander/geen onderwerp : Neutraal,,,
2,937613183f2f81d6d7d66c1947dae4817f3108f70da3d054444d8605-15-D66,Een deel van de partijen in de Tweede Kamer wil dat de levering stopt van reserveonderdelen voor F-35 gevechtsvliegtuigen aan Israël.,"Dat is nodig 'om te voorkomen dat Nederland medeplichtig wordt aan schendingen van het oorlogsrecht', aldus **D66'er** Sjoerd Sjoerdsma.",NA,Internat.recht en ontw. samenwerking : Voor,Internat.recht en ontw. samenwerking : Voor,Internat.recht en ontw. samenwerking : Voor,3,Internat.recht en ontw. samenwerking : Voor,,,
2,aaba9f8e4d83d1d6807cce8d6c06784927ffaf9d89faadabb7b63d5a-11-GL/PvdA,"Partijen die hun verkiezingsprogramma aan het CPB voorleggen, worden gedwongen aan te geven waar ze hun plannen van betalen.","Zo blijkt dat bijvoorbeeld **GroenLinks-PvdA** een enorme rekening legt bij het bedrijfsleven wat op termijn banen kan kosten, aldus het CPB.","De VVD claimt weliswaar voor gratis kinderopvang te zijn, maar zet wel een streep door de plannen van het huidige kabinet.",Ondernemers klimaat : Tegen,Ondernemers klimaat : Tegen,Ondernemers klimaat : Tegen,3,Ondernemers klimaat : Tegen,,,
2,9275c1b21a468005ac9b2c8f68b2483035fe179d1e2c10e29455ff5f-2-CU,NU+,"Dit is hoe **ChristenUnie**, Volt, JA21 en SGP hun plannen willen betalen","Een samenvatting van de plannen van VVD, D66, GroenLinks-PvdA en CDA vind je hier.",Ander/geen onderwerp : Neutraal,Ander/geen onderwerp : Neutraal,Ander/geen onderwerp : Neutraal,3,Ander/geen onderwerp : Neutraal,,,
2,614196438956da2105f261098ba43f6ad0d31bcf766a5285dc1cc937-1-NSC,NA,"Als Pieter **Omtzigt** zó veel systeemkritiek heeft op het functioneren van de overheid, waarbij de VVD dertien jaar in de regering zat, als Pieter **Omtzigt** ná de verkiezingen van 22 november integer wil blijven overkomen, als Pieter **Omtzigt** de overheid wil vernieuwen én als Pieter **Omtzigt** nieuwe politiek wil aanwakkeren met een betrouwbare overheid voor al onze burgers, dan bestaat het toch niet dat hij de VVD niet uitsluit na 22 november?",Maakt Pieter dan nu al deel uit van de oude politiek?,Beter Bestuur : Voor,Beter Bestuur : Voor,Beter Bestuur : Voor,3,Beter Bestuur : Voor,,,
2,45cabbd0ae9618d9cee0c88212aa9c31c72866ee0b2e458b7bc4e8ac-10-PVV,Daarmee zijn de overeenkomsten wel opgesomd.,"Alleen de **PVV** van Geert **Wilders** wil de financiering van de NPO en daarmee impliciet van alle omroepen stopzetten, wat natuurlijk niets anders dan het einde van de publieke omroep zou betekenen.",JA21 gaat minder ver maar dringt wel aan op halvering van de financiële subsidie van de publieke omroep die volgens die partij jaarlijks meer kost dan de marine.,Cultuur : Tegen,Cultuur : Tegen,Cultuur : Tegen,3,Cultuur : Tegen,,,
2,7a7acbdf228705753109d45704f8271fb71ea65dfa85c38a54072553-6-NSC,Acht partijen hebben hun verkiezingsplannen dit jaar door het CPB laten doorrekenen.,"**NSC**, BBB, SP en PVV doen dat niet.",Zij komen met aloude kritiek op de rekenmodellen.,Ander/geen onderwerp : Neutraal,Ander/geen onderwerp : Neutraal,Ander/geen onderwerp : Neutraal,3,Ander/geen onderwerp : Neutraal,,,
2,1909aa66fa1ca72b7729274dca784d30b00ff22535e37aa6084a674e-3-FvD,Vandaag: de Europese Unie.,"Thierry **Baudet** van **Forum** voor Democratie wil een nexit, Laurens Dassen van Volt een Verenigde Staten van Europa.",Voorstanders zeggen dat er dankzij de EU meer welvaart en veiligheid op het continent is.,Europese Unie : Tegen,Europese Unie : Tegen,Europese Unie : Tegen,3,Europese Unie : Tegen,,,
2,6471bccbbc9318c7671e6f62008fae54a7dcc6bfc754f39ec8feb7b9-1-Volt,NA,Interview Laurens **Dassen**: 'Stop met Brussel de schuld geven',De jonge politieke partij Volt gaat in haar programma 'radicaal voor een verenigd Europa'.,Europese Unie : Voor,Europese Unie : Voor,Europese Unie : Voor,3,Europese Unie : Voor,,,
2,79837f19ccaa0cad576dcb2df68b982e7ada24dbdb6bceaae8336196-39-NSC,"De flexibiliteit die Zettelmeyer bepleit, staat in schril contrast tot de taal van partijen die bij de Nederlandse verkiezingen hoog kunnen eindigen.","Onder meer **NSC** van Pieter **Omtzigt**, BBB en VVD bepleiten in hun verkiezingsprogramma’s juist „herstel” van de aloude begrotingsnormen.","Onverstandig, zegt Zettelmeyer.",Overheidsfin. op orde (belastingen) : Voor,Overheidsfin. op orde (belastingen) : Voor,Overheidsfin. op orde (belastingen) : Voor,3,Overheidsfin. op orde (belastingen) : Voor,,,
2,1ebd56b6603a3d728805776849ff3f24a22f3b2ef5f02f50451e4373-38-VVD,Dat is gewoon een heel slecht idee.”,Het plan van Brussel is in lijn met het verkiezingsprogramma van de **VVD** bij de Europese verkiezingen van 2019.,Bij andere centrumrechtse partijen valt er weinig enthousiasme te bespeuren.,Ander/geen onderwerp : Neutraal,Ander/geen onderwerp : Neutraal,Ander/geen onderwerp : Neutraal,3,Ander/geen onderwerp : Neutraal,,,
2,2593100831e7d11575dab61ada6a0cefe88bdea93a642b7bd29b527c-5-Overig,"FOTO ROBERT HOETINK,",**Minister** Piet Adema spreekt nu ook van 'doorgeslagen modelwerkelijkheid’.,❮❯,Ander/geen onderwerp : Neutraal,Ander/geen onderwerp : Neutraal,Ander/geen onderwerp : Neutraal,3,Ander/geen onderwerp : Neutraal,,,
2,0fc585e55715b1be6da14eee17df15a9c7ab5c9ffcf6571444e5e944-7-CDA,Den Haag De Tweede Kamer debatteert kort ná de verkiezingen over de situatie in Gaza.,Een voorstel daarvoor van het **CDA** heeft een meerderheid gekregen.,"Desalniettemin zal de ’oude’ Kamer zich nog over de kwestie buigen, want nieuwe Kamerleden worden pas op 6 december geïnstalleerd.",Internat.recht en ontw. samenwerking : Neutraal,Internat.recht en ontw. samenwerking : Neutraal,Internat.recht en ontw. samenwerking : Neutraal,3,Internat.recht en ontw. samenwerking : Neutraal,,,
2,e0e6131fd880356e5c8eaec2d0bbc50b82e010f0a2148ddd98f1debd-96-D66,Waarschijnlijk is het debat volgende week donderdag.,"**D66** en SP, die het debat hebben aangevraagd, wilden deze week al over de oorlog praten.",Maar een meerderheid van de Kamer steunde vandaag het CDA-voorstel om te wachten tot demissionair minister Bruins Slot van Buitenlandse Zaken een reeks vragen over de oorlog tussen Israël en Hamas heeft beantwoord.,Internat.recht en ontw. samenwerking : Neutraal,Internat.recht en ontw. samenwerking : Neutraal,Internat.recht en ontw. samenwerking : Neutraal,3,Internat.recht en ontw. samenwerking : Neutraal,,,
2,1500ca3d306ee726b6575b73db09c2ebc5e0f6ec15131a844b25f34e-12-VVD,"Alleen die kan zich kennelijk ontfermen over de ‘verweesde samenleving’, zoals spijtoptant Pim Fortuyn, in zijn eigen leven trouwens een vette spekkoper van de vermaledijde liberaliteit, een kwart eeuw geleden de ‘puinhopen’ van de Paarse macht diagnosticeerde.",Zelfs in het programma van de **VVD** komt het mensbeeldige begrip ‘individu’ tegenwoordig alleen in negatieve zin voor.,De conclusie dat 1977 niet zozeer de climax was van de naoorlogse trente glorieuses maar veeleer het begin van een neoliberale tijd is in de Nederlandse historiografie geen gemeengoed.,Ander/geen onderwerp : Neutraal,Ander/geen onderwerp : Neutraal,Ander/geen onderwerp : Neutraal,3,Ander/geen onderwerp : Neutraal,,,
2,4388137215c8c2f532923fc7b67671aaa8bf8a630db27cec30d9b672-4-NSC,Toch valt veel te leren van een ruim tweehonderd jaar oud bestuurlijk experiment.,In het verkiezingsprogramma van Nieuw Sociaal **Contract** (**NSC**) wordt gepleit voor de invoering van een Constitutioneel Hof in Nederland.,"Daarbij komt in feite de vraag aan de orde in hoeverre de overheid, waaronder in het bijzonder de wetgever, zich naar de burger toe opstelt als een goede en oprechte handhaver van de Grondwet.",Beter Bestuur : Voor,Beter Bestuur : Voor,Beter Bestuur : Voor,3,Beter Bestuur : Voor,,,
2,6dc8f1cf10186f89f2e2ba5296a73f5dc423e4320e846db8bd9c0ee4-13-Overig,Exacte cijfers hierover zijn er nog niet.,Techexpert en voormalig Tweede **Kamerlid** voor D66 Kees Verhoeven is geen voorstander van de plannen van Van Huffelen.,"""Een verbod legt onnodige beperkingen op.",Ander/geen onderwerp : Neutraal,Ander/geen onderwerp : Neutraal,Ander/geen onderwerp : Neutraal,3,Ander/geen onderwerp : Neutraal,,,
2,7489e17f8b8505edcafad33b6e137b3b22b517b64d1e08c2f420d88d-19-NSC,De moeizame coalities van de afgelopen dertien jaar hebben het uiterste aan stuurmanskunst gevraagd van de man in het Torentje.,"Of het een oplossing is, valt lastig te zeggen, maar je kunt ofwel het premierschap een zelfstandige legitimatie geven (Van Mierlo), ofwel de premier nationaal en Europees aan banden leggen (**Omtzigt**).",Bij beide routes gaat het om een beter evenwicht tussen macht en tegenmacht.,Beter Bestuur : Voor,Beter Bestuur : Voor,Beter Bestuur : Voor,3,Beter Bestuur : Voor,,,
2,10cd5970327e236c7fe4c3a8a95026648d55a7b9dcc153aca88b62a8-1-VVD,NA,**VVD** Na dertien jaar Mark Rutte wil zijn partij zichzelf vernieuwen.,"Maar kan dat wel, als je al zo lang aan de macht bent?",Ander/geen onderwerp : Neutraal,Ander/geen onderwerp : Neutraal,Ander/geen onderwerp : Neutraal,3,Ander/geen onderwerp : Neutraal,,,
2,7f59d5e5c2e60b6f788762f4b7a7144daffb42cf0a9c406a3de5d6e7-14-Overig,Die kritiek staat in contrast met de houding van het kabinet naar buiten toe.,"Hoewel demissionair **minister** Kajsa Ollongren (Defensie, D66) eerder namens het kabinet een „gevechtspauze” voorstelde, onthield Nederland zich eind vorige maand in de VN-Veiligheidsraad van stemming over een resolutie die opriep tot een humanitair staakt-het-vuren.",Scherpe kritiek,Internat.recht en ontw. samenwerking : Voor,Internat.recht en ontw. samenwerking : Voor,Internat.recht en ontw. samenwerking : Voor,3,Internat.recht en ontw. samenwerking : Voor,,,
2,62aa25f6cead0b8acecad0f7085bd91bc90f4b721a5478a2a1afa315-5-Overig,"In 2050 moet dat voor alle natuur gelden waar herstel nodig is, aldus een verklaring van de Europese Raad.","„Europa verplicht zich er niet alleen toe om de natuur te behouden en te beschermen, maar ook om de natuur te herstellen”, zei Teresa Ribera, de Spaanse **minister** van Ecologische Transitie.",Spanje bekleedt het roulerende voorzitterschap van de EU en vertegenwoordigde EU-landen bij de onderhandelingen.,Ander/geen onderwerp : Neutraal,Ander/geen onderwerp : Neutraal,Ander/geen onderwerp : Neutraal,3,Ander/geen onderwerp : Neutraal,,,
2,0a8f6511b0ac4e922124b248f6d1efdbbdc9af270f78a5790e464453-48-D66,"""Twee kerncentrales maken samen net zo veel energie als alle windmolens samen in 2030.""",Demissionair klimaatminister Rob **Jetten** heeft het Zeeuwse Borssele uitgekozen als mogelijke plek voor twee nieuwe kerncentrales.,"Daar staat al een kerncentrale, die het kabinet langer wil openhouden.",Natuur en Klimaat : Voor,Natuur en Klimaat : Voor,Natuur en Klimaat : Voor,3,Natuur en Klimaat : Voor,,,
2,8982e0a214a650b1786eaafe2fdaa606865babdfcbc7a00a664f0c27-7-VVD,flink hogere kosten en flink lagere bezoekersaantallen.,"Het college van burgemeester en wethouders van Amstelveen, gevormd door de coalitiepartijen **VVD**, D66, PvdA en Goed voor Amstelveen, trok zijn handen van het museum af, waardoor een faillissement onafwendbaar leek.","Dankzij een weldoener die zich plots aandiende, de zakenman Marius Touwen, kwam er net op tijd nog een gesprek op gang met de wethouder van Cultuur, Herbert Raat (VVD).",Cultuur : Tegen,Cultuur : Tegen,Cultuur : Tegen,3,Cultuur : Tegen,,,
2,7775fa1322d59651f1744d0c47ea036de069d92e8fb80c13ec34fc51-51-Overig,Maar rond de eeuwwisseling stak een andere politieke en maatschappelijke wind op.,"""Ik herinner me dat Piet Hein Donner, toen **minister** voor het CDA, tijdens een debat in de Tweede Kamer zei dat levenslang gewoon tot de dood is.","Dat was nooit zo, maar werd wel de werkelijkheid.""",Criminaliteits bestrijding veiligheid : Voor,Criminaliteits bestrijding veiligheid : Voor,Criminaliteits bestrijding veiligheid : Voor,3,Criminaliteits bestrijding veiligheid : Voor,,,
2,1d3606139c7d0e690533e304b4ea657835140b9c7d084184b3d3e4f9-10-NSC,"Voor hun stemkeuze vinden Nederlanders gezondheidszorg (65 procent) het belangrijkst, gevolgd door betrouwbaarheid van de overheid (63 procent), inflatie (62 procent), normen en waarden (60 procent) en immigratie en asiel (55 procent).",Zeker kiezers van **NSC** geven aan dat de thema's 'betrouwbaarheid van de overheid' en 'normen en waarden' een belangrijke rol spelen.,"Voor ruim twee derde van de kiezers van GroenLinks/PvdA-kiezers is het klimaat juist een veel belangrijker stemmotief, terwijl slechts een kwart van de VVD'ers dat zo ziet.",Beter Bestuur : Voor,Beter Bestuur : Voor,Beter Bestuur : Voor,3,Beter Bestuur : Voor,,,
2,5bab01f15213894c8f7d7137081c73bd3203febb4409f5535a991d2d-20-GL/PvdA,"Dat de concentratieboog van jongeren korter wordt, is bekend, maar om de debatterende lijsttrekkers steeds te onderbreken voor spelletjes vind ik wel een fluim in het jonge gezicht.",**Timmermans** en Omtzigt kwamen net op stoom met een kerncentraletango toen ze moesten stoppen.,Tijd voor een spelelement.,Natuur en Klimaat : Neutraal,Natuur en Klimaat : Neutraal,Natuur en Klimaat : Neutraal,3,Natuur en Klimaat : Neutraal,,,
2,0add4486e2bd8c3b59a44979d388e66be2df37c76138fdf018e8885f-19-Overig,"Francesca Albanese, Speciaal Rapporteur van de VN, beschrijft dat het bombarderen van burgerdoelen, het inzetten van witte fosfor, het gebruik van uithongering, het afsluiten van drinkwater, elektriciteit, gas en communicatie als wapen tegen de burgerbevolking, overtredingen van het internationaal recht zijn.","Israëlische politici zeggen zelf dat het doel van de acties is om Gaza „geheel te elimineren” (**minister** van Defensie Yoav Gallant), „de Gaza-strook van de aardbodem te vegen” (Nissim Vaturi, parlementslid van Netanyahu’s Likoed-partij).","De intentie die hieruit spreekt, is uiterst zorgelijk.",Ander/geen onderwerp : Neutraal,Ander/geen onderwerp : Neutraal,Ander/geen onderwerp : Neutraal,3,Ander/geen onderwerp : Neutraal,,,
2,0fc9cb10e5efea74ada1ddc6f001e2e8436519fcf12546c4c57c70fd-10-Overig,Politici zijn verontwaardigd over de nieuwe doelstelling.,**Kamerlid** Pieter Omtzigt vreest dat de eis een 'zorgvuldige' overgang naar het nieuwe stelsel in de weg zit door 'extra druk'.,Hij heeft vragen gesteld aan het kabinet.,Ander/geen onderwerp : Neutraal,Ander/geen onderwerp : Neutraal,Ander/geen onderwerp : Neutraal,3,Ander/geen onderwerp : Neutraal,,,
2,9186d990a26db823924d9559d9dc6f382c966b0d02137e0a8b3d6a8f-11-Overig,In het belang van het onderzoek kan op dit moment geen aanvullende informatie worden gegeven.,Demissionair **minister** Dilan Yesilgöz (Justitie en Veiligheid) wil dat er een onafhankelijk onderzoek naar de medewerkers van de NCTV en de politie komt.,"Dat mag het strafrechtelijk onderzoek van de Rijksrecherche, dat hier los van staat, niet in de weg zitten.",Criminaliteits bestrijding veiligheid : Neutraal,Criminaliteits bestrijding veiligheid : Neutraal,Criminaliteits bestrijding veiligheid : Neutraal,3,Criminaliteits bestrijding veiligheid : Neutraal,,,
2,a329fad9aa94f0c5b40d4156246e3d5e1b357c9cdc77b2813927fd0e-3-GL/PvdA,Maar in gesprekken daarover houdt Nederland zich afzijdig.,"Frans **Timmermans**, lijsttrekker van **GroenLinks-PvdA**, betoogt in een ingezonden stuk in deze krant dat Nederland snel positie moet bepalen in het debat over de toekomstige inrichting van de Europese Unie.","Dat debat is afgelopen week voluit losgebarsten, vooruitlopend op een langverwacht rapport van de Europese Commissie komende week over de EU-kandidatuur van Oekraïne en Moldavië en de landen op de westelijke Balkan.",Europese Unie : Neutraal,Europese Unie : Neutraal,Europese Unie : Neutraal,3,Europese Unie : Neutraal,,,
2,19f8badc17efb309396c9e1dd2cb4d1ab05a01e46f23b3589e2b98f4-16-BBB,Best een openbaring voor iemand die populistische termen als klimaathysterie niet schuwt.,"**BBB** ondersteunt, in ieder geval op papier, de klimaatdoelstellingen in het Parijsakkoord.","Net als het klimaatconservatieve NSC van Pieter Omtzigt, met wie Van der Plas zo dolgraag samen wil.",Natuur en Klimaat : Voor,Natuur en Klimaat : Voor,Natuur en Klimaat : Voor,3,Natuur en Klimaat : Voor,,,
2,810f073b2de3c176821ba2f19d537b13762a850fecefa313b48df538-8-VVD,"Sindsdien bekeerden ook de landen in Oost-Europa zich tot de markteconomie, maakten China, India en Brazilië hun eigen varianten, kondigde Francis Fukuyama wegens gebrek aan alternatieven het einde van de geschiedenis aan en dacht er later toch weer anders over.","Nu de zorgen om klimaat en planeet ook de **VVD** hebben bereikt, het CDA volkshuisvesting tot prioriteit verklaarde en het kapitalisme de wereldvrede niet dichterbij blijkt te brengen, is de tijd rijp voor herbezinning.","Dat er wél een alternatief denkbaar is, is niet per se nieuws.",Natuur en Klimaat : Voor,Natuur en Klimaat : Voor,Natuur en Klimaat : Voor,3,Natuur en Klimaat : Voor,,,
2,4997a2288ad8a7bd95e2759eeb0c3a1e7d9d93da959da28cf3b21d7c-22-CDA,De lokale politiek is geschokt door de geweldsincidenten.,Het **CDA** zegt het gedrag te verafschuwen:,„Het is in- en intriest dat iemand die anderen aanspreekt op overlastgevend gedrag wordt mishandeld.,Criminaliteits bestrijding veiligheid : Voor,Criminaliteits bestrijding veiligheid : Voor,Criminaliteits bestrijding veiligheid : Voor,3,Criminaliteits bestrijding veiligheid : Voor,,,
2,4dfbb5ffc1a743f76a9e3bdaaeb6d1c764ba6258d0460c1187f3a2a8-21-CU,"Het waren er zoveel, dat de commissie nieuwe niet meer aan kon nemen.","Toch wordt deze Week van het Leven elk jaar weer georganiseerd, met **ChristenUnie** en SGP als mede-organisatoren.",Abortus is onderdeel van het zelfbeschikkingsrecht in ons land.,Burgerrechten : Tegen,Burgerrechten : Tegen,Burgerrechten : Tegen,3,Burgerrechten : Tegen,,,
2,35121c971a60b8c87c4e3cc418b35840e7c2853cc749a60eb5a6fa1d-2-NSC,Coalitie kan met minder partijen,**Omtzigt** benoemde eerder voorzichtig de mogelijkheid tot een minderheidskabinet.,"Timmermans vond dit maar onhandig, want dat betekent dat je de oppositie altijd nodig hebt om bepaalde besluiten door te krijgen.",Ander/geen onderwerp : Neutraal,Ander/geen onderwerp : Neutraal,Ander/geen onderwerp : Neutraal,3,Ander/geen onderwerp : Neutraal,,,
2,653932ce2226ecd6fb868dcd3bc68208d51cd8ed8e343c8230c4ecca-1-NSC,NA,",Even, heel even, liet Pieter **Omtzigt** het achterste van zijn tong zien, maar het was lang genoeg om te weten wat zijn plannen voor een nieuwe regering zijn.","In een gesprek, georganiseerd door de universiteit Twente en de krant Tubantia, zei hij:",Ander/geen onderwerp : Neutraal,Ander/geen onderwerp : Neutraal,Ander/geen onderwerp : Neutraal,3,Ander/geen onderwerp : Neutraal,,,
2,a2b34285eb1e8ffe812448caae2d69d974ed6910248a2ac309c5c95c-1-NSC,NA,"Pieter **Omtzigt** twijfelde wekenlang over het premierschap, maar op de valreep zegt de **NSC-leider** er onder bepaalde voorwaarden toch voor open te staan.",Kan Omtzigt het initiatief in de campagne weer in handen krijgen of heeft hij te lang gewacht?,Ander/geen onderwerp : Neutraal,Ander/geen onderwerp : Neutraal,Ander/geen onderwerp : Neutraal,3,Ander/geen onderwerp : Neutraal,,,
2,14b26701fb78f94c43aa21b7062422f53eefde4ad18e700ffeebdbf0-1-VVD,NA,**VVD-leider** **Yesilgöz** stapt niet in een kabinet met Wilders als premier: 'Doe ik niet',"""Dat zie ik niet gebeuren"", antwoordt Yesilgöz dinsdag in het radioprogramma Sven op 1 op de vraag of zij wil dienen in een kabinet met Wilders als premier.",Ander/geen onderwerp : Neutraal,Ander/geen onderwerp : Neutraal,Ander/geen onderwerp : Neutraal,3,Ander/geen onderwerp : Neutraal,,,
2,454c9537befa5a81a41c654a2e5da1c1c6e922d0d642c720fc83f796-4-Overig,Voor het vrachtverkeer blijft de tol wél bestaan.,Vrij rijden door de tunnel: **minister** Mark Harbers en de Zeeuwse gedeputeerde Harry van der Maas hebben gisteren in Den Haag bekendgemaakt dat de laatste obstakels zijn weggenomen.,Na maanden onderhandelen hebben kabinet en provincie een akkoord gesloten.,Infrastructuur : Voor,Infrastructuur : Voor,Infrastructuur : Voor,3,Infrastructuur : Voor,,,
2,1589ec11813f19407fbf95b5e36a5585da8aacfcdfac990c90843225-1-CDA,NA,Verkiezingsblog **CDA** en PvdA-GL zien niets in kabinet met vakministers,NA,Beter Bestuur : Tegen,Beter Bestuur : Tegen,Beter Bestuur : Tegen,3,Beter Bestuur : Tegen,,,
2,29aee02381d963ef5629505fdb33d78346d6557ff088094e14542d8c-24-VVD,"""Ik ben teleurgesteld, we hadden er meer van verwacht.","Door blijven modderen is geen optie"", reageerde cultuurwethouder Herbert Raat (**VVD**).",En ook bijna alle partijen in de gemeenteraad waren niet onder de indruk van dit voorstel.,Ander/geen onderwerp : Neutraal,Ander/geen onderwerp : Neutraal,Ander/geen onderwerp : Neutraal,3,Ander/geen onderwerp : Neutraal,,,
2,0c832cbc3391d2e4ae37eefde71ad0908cca8b752c3360ba532d7705-14-BBB,Dat zoveel partijen er desondanks van langs krijgen heeft met name te maken met de voorstellen op het gebied van migratie.,"Rechtse partijen (**BBB**, Ja21, NSC, VVD, BVNL en SGP) stellen allemaal een asielquotum en een asielstop voor.","Dat druist in tegen internationale verdragen, denk aan het VN-vluchtelingenverdrag.",Immigratie : Voor,Immigratie : Voor,Immigratie : Tegen,1,Immigratie : Voor,,,<<<< immigratie voor/tegen
2,657bc30566633ccbc087eed67eca0f8f07582ff61533fc2c36b99ed3-4-JA21,De SP wil het minimumloon en de uitkeringen fors laten stijgen.,"**JA21**, bang dat hogere lonen de prijzen zullen opdrijven, pleit voor een 'pas op de plaats'.",Het minimumloon is in heel Europa nergens zo hoog als in Nederland.,Werk (gelegenheid) : Tegen,Werk (gelegenheid) : Neutraal,Werk (gelegenheid) : Tegen,1,Werk (gelegenheid) : Tegen,,,
2,a6d30bbf9c43b2f231146a5ba0142d93b94b611945aff64744503d28-4-GL/PvdA,"De wet, die het afkalven van de soortenrijkdom moet stoppen en uit de koker komt van voormalig","Eurocommissaris Frans **Timmermans**, dreigde er lang niet te komen.","Nu komt die er waarschijnlijk wel, al moeten Parlement en lidstaten de wet officieel nog goedkeuren, mogelijk al voor Kerstmis.",Natuur en Klimaat : Voor,Ander/geen onderwerp : Neutraal,Natuur en Klimaat : Voor,1,Natuur en Klimaat : Voor,,,
2,5e4da803846c56287154c31ff760700e887ab23e0ac25f3f5e24238f-4-VVD,Maar er zijn politici die dat juist wel doen.,"Investeren in jezelf, dat is ook iets moois', aldus **VVD-lijsttrekker** Dilan **Yesilgöz** in het tv-programma College Tour op 22 oktober.",Zij had het over de zogeheten 'pechgeneratie' die geen basisbeurs heeft ontvangen.,Onderwijs en wetenschap : Tegen,Sociale zekerheid : Tegen,Onderwijs en wetenschap : Tegen,1,Onderwijs en wetenschap : Tegen,,"Stufi is betaalbaar onderwijs, dus onderwijs",
2,1029f9277a3453a7fee6cc6c032c5175549238fc01aa608d6c79fc75-5-NSC,❮❯,Pieter **Omtzigt** staat open voor een minderheidskabinet in de Tweede Kamer.,Alhoewel ik het niet met alles van zijn partij eens ben vind ik dit een heel goed idee!,Ander/geen onderwerp : Neutraal,Beter Bestuur : Voor,Ander/geen onderwerp : Neutraal,1,Ander/geen onderwerp : Neutraal,,,
2,7c51d46b194bdd4cae77734085a43c87888ca2b0d2c5702a688c2d27-7-Overig,Den Haag Janny Knol volgt Henk van Essen op als korpschef van de politie.,De ministerraad heeft vandaag ingestemd met de voordracht van demissionair **minister** Yesilgöz van Justitie en Veiligheid.,De benoeming gaat in per 1 maart volgend jaar.,Ander/geen onderwerp : Neutraal,Criminaliteits bestrijding veiligheid : Voor,Ander/geen onderwerp : Neutraal,1,Ander/geen onderwerp : Neutraal,,Zin bevat geen stelling,
2,8e8f5ee6b188c3f43b0d38acb7b1cd7eb64f3c4c1ce580e747069847-2-Overig,Kort,"Onder druk van de Kamer trekt demissionair **minister** Franc Weerwind (Rechtsbescherming, D66) eenmalig 26 miljoen euro extra uit voor gesubsidieerde rechtsbijstand, iets minder dan waar de Kamer om had gevraagd.","Net voor het verkiezingsreces nam de Kamer een motie aan van D66, CDA, SP, GL-PvdA, PvdD en CU waarin werd gevraagd om een 'noodinvestering' in de sociale advocatuur vroeg.",Burgerrechten : Voor,Sociale zekerheid : Voor,Burgerrechten : Voor,1,Burgerrechten : Voor,,,
2,6bdbca676256733023c8aaa5282a572dcd25704cf3fec2aba6ae57b6-2-Overig,’Gaza-plannetje totaal onduidelijk’,Hulporganisaties staan paf van het voorstel van demissionair **minister** Bruins Slot om kinderen uit Gaza op te vangen.,FOTO ANP/HH,Internat.recht en ontw. samenwerking : Voor,Internat.recht en ontw. samenwerking : Voor,Immigratie : Voor,1,Immigratie : Voor,,Opvangen van vluchtelingen in nederland = Immigratie,"<<<<  gaat het hier om immigratie, of om de mensenrechten van die kinderen?"
2,8401edfbe8f0ae16ca57287ba704d368f8a12a4c6d443b0a9d9caae3-35-Overig,Adema bezocht het Overijsselse bedrijf omdat er wordt gesproken over een 'convenant dierwaardige veehouderij'.,"De **minister** wil met boerenorganisaties, de Dierenbescherming en andere betrokken partijen afspraken maken over verbeteringen op het gebied van dierenwelzijn.",Daarbij zouden de natuurlijke behoeften van het dier meer centraal moeten komen te staan.,Natuur en Klimaat : Voor,Boeren platteland : Neutraal,Natuur en Klimaat : Voor,1,Natuur en Klimaat : Voor,,Dierenwelzijn is groen,
2,6eff780634c291d02fa1be6e4f38ed34e9989b2abe2d61345c8a0f24-4-Overig,Zeven hulporganisaties doen een beroep op de huidige lijsttrekkers om zich vooral aan de feiten te houden wanneer het om vluchtelingen gaat.,Demissionair **minister** Dilan Yesilgöz legde deze zomer aan tafel bij Op1 uit waarom het kabinet was gevallen.,Gevluchte mensen zouden volgens haar eenmaal in Nederland 'heel veel' familieleden over laten komen.,Immigratie : Voor,Immigratie : Voor,Immigratie : Neutraal,1,Immigratie : Voor,,,
